index,concept_id,feature,name,source
569,hose_(leggings),different sizes,mcrae,human
570,sword,has a long blade,mcrae,human
571,gorilla,is furry,mcrae,human
572,eagle,is used to fly,gpt_3_filtered_overlap,gpt
573,avocado,is eaten as a vegetable,gpt_3_filtered_overlap,gpt
574,jug,has a mouth,gpt_3_unfiltered,gpt
575,building,made of brick,mcrae,human
576,rat,is a pet,gpt_3_filtered_overlap,gpt
577,peeler,is used to make salads,gpt_3_unfiltered,gpt
578,thimble,is small,mcrae,human
579,bridge,is large,mcrae,human
580,bat1,lives in colonies,gpt_3_filtered_overlap,gpt
581,headscarf,is worn by women,gpt_3_filtered,gpt
582,cornhusk,is used to make baskets,gpt_3_unfiltered,gpt
583,bat1,is an animal,gpt_3_filtered_overlap,gpt
584,lettuce,is crunchy,mcrae,human
585,meerkat,is endangered,gpt_3_filtered,gpt
586,ladle,is used to cook,gpt_3_filtered_overlap,gpt
587,crossbow,is thin,gpt_3_filtered_overlap,gpt
588,squirrel,climbs trees,gpt_3_filtered_overlap,gpt
589,straightjacket,is used for discipline,gpt_3_filtered,gpt
590,lemon,used for lemonade,mcrae,human
591,brush,is used to make hair look good,gpt_3_filtered_overlap,gpt
592,cardinal,is red,gpt_3_filtered,gpt
593,stew,has noodles,gpt_3_filtered,gpt
594,mug,is used to drink tea,gpt_3_unfiltered,gpt
595,bicycle,has handlebars,cslb,human
596,dryer,has a top,gpt_3_unfiltered,gpt
597,gravy,has a salty taste,gpt_3_filtered,gpt
598,building,is large,mcrae,human
599,duck,is edible,gpt_3_filtered_overlap,gpt
600,saw,has a metal blade,gpt_3_filtered,gpt
601,bean,a vegetable,mcrae,human
602,mayonnaise,is mixed with tuna,cslb,human
603,tiger,has claws,mcrae,human
604,crossbow,is made of wood,gpt_3_filtered_overlap,gpt
605,flute,is associated with music,gpt_3_filtered_overlap,gpt
606,oyster,is used to cook,gpt_3_filtered,gpt
607,cow,is large,mcrae,human
608,lamb,is a pet,gpt_3_filtered,gpt
609,zebra,is found on farms,gpt_3_filtered_overlap,gpt
610,bagpipes,is unusual,cslb,human
611,saxophone,is made of wood,gpt_3_filtered,gpt
612,goldfish,is used by children,gpt_3_filtered_overlap,gpt
613,crane,has a long neck,gpt_3_filtered,gpt
614,watermelon,is eaten by peeling,gpt_3_unfiltered,gpt
615,leggings,is long,gpt_3_filtered,gpt
616,telescope,has a mount,gpt_3_filtered,gpt
617,moss,is a basic lifeform,cslb,human
618,headscarf,is worn by muslim women,gpt_3_unfiltered,gpt
619,piano,has keys,mcrae,human
620,spear,is pointed,gpt_3_filtered_overlap,gpt
621,jeans,has different colors,gpt_3_filtered_overlap,gpt
622,yam,is orange,mcrae,human
623,worm,is brown,cslb,human
624,cape,is worn,cslb,human
625,peanut,does grow in ground,cslb,human
626,foot,is part of the body,gpt_3_filtered,gpt
627,incubator,is large,gpt_3_filtered,gpt
628,fence,is used for decoration,gpt_3_filtered_overlap,gpt
629,tomato_sauce,is sold in jars,gpt_3_unfiltered,gpt
630,defibrillator,shocks people back to life,gpt_3_unfiltered,gpt
631,swimsuit,worn at beaches,mcrae,human
632,engine,has propellers,gpt_3_filtered,gpt
633,blouse,is a top,gpt_3_filtered_overlap,gpt
634,sheep,has fur,cslb,human
635,album,is used to keep things safe,gpt_3_unfiltered,gpt
636,tractor,has a windshield,gpt_3_filtered_overlap,gpt
637,blimp,flies slowly,gpt_3_unfiltered,gpt
638,jacket,is used for warmth,gpt_3_filtered_overlap,gpt
639,orange,is bright,mcrae,human
640,tick,is found in bushes,gpt_3_filtered,gpt
641,coin,is small,mcrae,human
642,cannon,used for war,mcrae,human
643,tape_recorder,is a piece of technology,gpt_3_filtered,gpt
644,violin,produces music,mcrae,human
645,llama,is like an alpaca,cslb,human
646,toilet,made of ceramic,cslb,human
647,potato,made of carbohydrate,cslb,human
648,mushroom,has a stem,gpt_3_filtered_overlap,gpt
649,hawk,is a bird,cslb,human
650,tuba,used in bands,mcrae,human
651,broom,is a tool,gpt_3_unfiltered,gpt
652,crowbar,is used to enter,gpt_3_filtered_overlap,gpt
653,tuna,does live in water,cslb,human
654,seal,is a sea animal,gpt_3_filtered,gpt
655,cup,different colours,mcrae,human
656,house,is large,mcrae,human
657,calf1,is found on farms,cslb,human
658,bark,is used in doors,gpt_3_unfiltered,gpt
659,mouse1,likes cheese,mcrae,human
660,seagull,has a long neck,gpt_3_filtered_overlap,gpt
661,blindfold,is used to play blind man 's bluff,gpt_3_unfiltered,gpt
662,brussel_sprouts,is tasty,cslb,human
663,glasses,is used to drink water,gpt_3_unfiltered,gpt
664,ant,stings,gpt_3_filtered,gpt
665,rocket,flies in the air,gpt_3_filtered_overlap,gpt
666,surfboard,is used to swim,gpt_3_filtered_overlap,gpt
667,yacht,is a boat,gpt_3_unfiltered,gpt
668,chandelier,made of glass,cslb,human
669,stingray,has a flat tail,gpt_3_filtered,gpt
670,lipstick,made of chemicals,cslb,human
671,horse,is beautiful,mcrae,human
672,broccoli,is nutritious,mcrae,human
673,mashed_potato,is made of butter,gpt_3_filtered,gpt
674,bow_(weapon),used for archery,mcrae,human
675,scarf,is woolen,gpt_3_filtered_overlap,gpt
676,napkin,is found in kitchens,gpt_3_filtered_overlap,gpt
677,fox,has a tail,mcrae,human
678,pliers,is handheld,cslb,human
679,turtle,is an amphibian,gpt_3_filtered_overlap,gpt
680,tree_trunk,is white,gpt_3_unfiltered,gpt
681,slug,is small,gpt_3_unfiltered,gpt
682,cow,used for producing milk,mcrae,human
683,emerald,a birth stone,mcrae,human
684,tiramisu,has cream on top,gpt_3_unfiltered,gpt
685,apartment,has windows,mcrae,human
686,ribbon,is decorated,gpt_3_unfiltered,gpt
687,apple,has skin,mcrae,human
688,guitar,has a bridge,cslb,human
689,trumpet,a musical instrument,mcrae,human
690,moose,is eaten,cslb,human
691,peacock,different colours,mcrae,human
692,turf,is a natural surface,gpt_3_unfiltered,gpt
693,sofa,has pillows,mcrae,human
694,camisole,made of cotton,mcrae,human
695,cauliflower,is cooked by boiling,gpt_3_filtered_overlap,gpt
696,aircraft_carrier,has a flat top,gpt_3_filtered,gpt
697,turntable,has grooves,gpt_3_unfiltered,gpt
698,toolbox,is portable,gpt_3_filtered,gpt
699,basement,found below ground,mcrae,human
700,grapefruit,has yellow skin,cslb,human
701,star_fruit,is crunchy,gpt_3_filtered,gpt
702,wheel,is used for vehicles,gpt_3_filtered_overlap,gpt
703,cider,made of pears,cslb,human
704,cape,made of cloth,mcrae,human
705,leotards,is colourful,mcrae,human
706,hawk,has legs,cslb,human
707,garlic,is a bulb,gpt_3_filtered_overlap,gpt
708,hawk,does lay eggs,cslb,human
709,cannon,fires,mcrae,human
710,walnut,is round,gpt_3_filtered,gpt
711,chair,is used for meetings,gpt_3_filtered_overlap,gpt
712,rocking_chair,has a back,gpt_3_filtered,gpt
713,ant,lives in ground,mcrae,human
714,raisin,is eaten with coffee,gpt_3_filtered_overlap,gpt
715,amplifier,has an input and output jack,gpt_3_unfiltered,gpt
716,sheep,is an animal,cslb,human
717,grapevine,is found in vineyards,gpt_3_unfiltered,gpt
718,seagull,lives in flocks,gpt_3_filtered_overlap,gpt
719,rattlesnake,is a carnivore,cslb,human
720,dish,is used to store food,gpt_3_unfiltered,gpt
721,horse,used by riding,mcrae,human
722,drain,is used to wash clothes,gpt_3_filtered,gpt
723,harp,is shaped like a triangle,gpt_3_filtered_overlap,gpt
724,tractor,used for ploughing,mcrae,human
725,wheelbarrow,is used in gardens,gpt_3_filtered_overlap,gpt
726,radar,has a range,gpt_3_unfiltered,gpt
727,flute,is thin,cslb,human
728,barrel,is found in cellars,cslb,human
729,christmas_card,has a message written on it,gpt_3_unfiltered,gpt
730,cauliflower,grows from seeds,gpt_3_filtered_overlap,gpt
731,ant,is strong,mcrae,human
732,shovel,has an end,mcrae,human
733,wreck,has tires,gpt_3_filtered,gpt
734,shoes,has laces,cslb,human
735,screwdriver,has a handle,gpt_3_filtered_overlap,gpt
736,seagull,lives by the beach,mcrae,human
737,plunger,is made of hard plastic,gpt_3_filtered,gpt
738,camper,is used in the summer,gpt_3_filtered,gpt
739,squid,is a carnivore,gpt_3_filtered_overlap,gpt
740,grapefruit,grows on trees,gpt_3_filtered_overlap,gpt
741,baklava,has a lot of sugar,gpt_3_filtered,gpt
742,velcro,is used in cars,gpt_3_filtered,gpt
743,cobra,is lethal,gpt_3_unfiltered,gpt
744,cruise_ship,has a gym,gpt_3_unfiltered,gpt
745,bread,made of flour,mcrae,human
746,pipe2,has different colors,gpt_3_filtered,gpt
747,headscarf,has a color,gpt_3_filtered,gpt
748,bow2,is used with arrows,gpt_3_unfiltered,gpt
749,pocket_watch,is a timepiece,gpt_3_filtered,gpt
750,bra,is sexy,mcrae,human
751,bus,is used for passengers,gpt_3_filtered_overlap,gpt
752,pony,has breeds,cslb,human
753,air_pump,is used for bicycles,gpt_3_filtered,gpt
754,peas,is soft,cslb,human
755,shawl,is a scarf,gpt_3_filtered,gpt
756,chandelier,is hung from the ceiling,gpt_3_filtered_overlap,gpt
757,pancake,has a variety of flavors,gpt_3_filtered,gpt
758,cork,is used to seal things,gpt_3_filtered_overlap,gpt
759,birdhouse,has a bottom,gpt_3_filtered,gpt
760,pogo_stick,is long,gpt_3_unfiltered,gpt
761,valium,is a trademark,cslb,human
762,hinge,has two parts,gpt_3_filtered,gpt
763,cordon_bleu,has mushrooms,gpt_3_filtered,gpt
764,violin,is long,gpt_3_filtered_overlap,gpt
765,corkscrew,is hard,cslb,human
766,mold2,is brown,gpt_3_unfiltered,gpt
767,gum,is pink,gpt_3_filtered,gpt
768,turnstile,is a device,gpt_3_filtered,gpt
769,bag,has pockets,cslb,human
770,shrimp,has a head,gpt_3_filtered_overlap,gpt
771,wedding_cake,has icing,gpt_3_unfiltered,gpt
772,hornet,is an animal,cslb,human
773,skeleton,has fingers,gpt_3_unfiltered,gpt
774,football,is oval,mcrae,human
775,curtain,made of material,mcrae,human
776,ambulance,used for emergencies,mcrae,human
777,plum,is sweet,cslb,human
778,furnace,is used for heating food,gpt_3_unfiltered,gpt
779,hinge,has a knob,gpt_3_filtered,gpt
780,streetlight,is used to light streets,gpt_3_unfiltered,gpt
781,hoe,is used to plant,gpt_3_filtered_overlap,gpt
782,sleeping_bag,is used in camping,gpt_3_filtered,gpt
783,bone,is found in the leg,gpt_3_unfiltered,gpt
784,seagull,is white,gpt_3_filtered_overlap,gpt
785,clock,has a face,mcrae,human
786,spoon,is used to serve food,gpt_3_filtered_overlap,gpt
787,elephant,a mammal,mcrae,human
788,van,has a door on the side,gpt_3_unfiltered,gpt
789,bungee,is used to jump off cliffs,gpt_3_unfiltered,gpt
790,tea,has sugar,cslb,human
791,alligator,is an animal,cslb,human
792,bowl,is made of wood,gpt_3_filtered_overlap,gpt
793,lettuce,is crunchy,cslb,human
794,grill,is black,gpt_3_filtered,gpt
795,chick,has a mouth,gpt_3_filtered,gpt
796,goose,has a wide bill,gpt_3_unfiltered,gpt
797,jewelry,is made of pearls,gpt_3_unfiltered,gpt
798,celery,is a vegetable,gpt_3_unfiltered,gpt
799,microwave,used for cooking,mcrae,human
800,envelope,different colours,mcrae,human
801,colander,a utensil,mcrae,human
802,brussels_sprouts,grows in the summer,gpt_3_filtered,gpt
803,plum,is soft,cslb,human
804,axe,is used for construction,gpt_3_filtered_overlap,gpt
805,lettuce,is used to eat,gpt_3_filtered_overlap,gpt
806,thermometer,is electric,cslb,human
807,mushroom,is found in the forest,gpt_3_filtered_overlap,gpt
808,swimsuit,made of spandex,mcrae,human
809,cloud,has rainbows in it,gpt_3_unfiltered,gpt
810,jeep,has a windshield,gpt_3_filtered_overlap,gpt
811,seahorse,is a fish,cslb,human
812,rocket,made by N.A.S.A.,mcrae,human
813,candle,melts,mcrae,human
814,sundial,is found in gardens,gpt_3_filtered,gpt
815,hoe,has a long handle,mcrae,human
816,tights,does come in colours,cslb,human
817,goose,is used to eat,gpt_3_filtered_overlap,gpt
818,helmet,is worn by cyclists,gpt_3_filtered_overlap,gpt
819,grenade,used by the military,mcrae,human
820,stirrup,is used to ride motorcycles,gpt_3_filtered,gpt
821,webcam,is used to send video,gpt_3_unfiltered,gpt
822,guillotine,is used a while ago,gpt_3_unfiltered,gpt
823,sequin,is small,gpt_3_unfiltered,gpt
824,bra,is worn for fashion,gpt_3_filtered_overlap,gpt
825,stew,is made of water,gpt_3_filtered,gpt
826,rudder,steers a boat,gpt_3_unfiltered,gpt
827,dresser,is used to store jewelry,gpt_3_unfiltered,gpt
828,chipmunk,is cute,cslb,human
829,orange,is used for drinks,gpt_3_filtered_overlap,gpt
830,toad,has a long tongue,cslb,human
831,coat,is rainproof,cslb,human
832,snowshoe,is used by people,gpt_3_unfiltered,gpt
833,llama,is a mammal,cslb,human
834,oak,does grow in ground,cslb,human
835,coffin,is small,cslb,human
836,duck,has waterproof feathers,cslb,human
837,salmon,a fish,mcrae,human
838,bouquet,is a bunch,gpt_3_filtered_overlap,gpt
839,pistol,is heavy,mcrae,human
840,calamari,has a mouth,gpt_3_filtered,gpt
841,gate,is used to enter and exit,gpt_3_filtered_overlap,gpt
842,bookmark,is used in books,gpt_3_unfiltered,gpt
843,baton1,is used for music,gpt_3_unfiltered,gpt
844,sweater,worn for warmth,mcrae,human
845,seahorse,swims fast,gpt_3_unfiltered,gpt
846,toga,is long,gpt_3_filtered,gpt
847,harmonica,made of plastic,cslb,human
848,oriole,has feathers,mcrae,human
849,snail,is a pest,cslb,human
850,screw,is found in tool box,cslb,human
851,seagull,has eyes,cslb,human
852,seafood,is eaten with lemon,gpt_3_filtered,gpt
853,foot,is the bottom of the leg,gpt_3_unfiltered,gpt
854,sprinkler,makes a lot of water,gpt_3_unfiltered,gpt
855,goat,does live on mountains,cslb,human
856,mackerel,has gills,mcrae,human
857,fuse,is used in bombs,gpt_3_unfiltered,gpt
858,cheese,is white,cslb,human
859,bouquet,is bright,gpt_3_filtered_overlap,gpt
860,lipstick,is red,gpt_3_unfiltered,gpt
861,unicycle,is for one person,cslb,human
862,nose,has bones,gpt_3_filtered,gpt
863,ear,is a feature,cslb,human
864,caterpillar,is found in trees,gpt_3_filtered,gpt
865,starling,does peck,cslb,human
866,drill,has bits,mcrae,human
867,bean,is white,gpt_3_filtered_overlap,gpt
868,land_rover,is used in army,cslb,human
869,brick,made of stone,cslb,human
870,grenade,used by the military,mcrae,human
871,doorstop,is used on doors,gpt_3_unfiltered,gpt
872,crane_(machine),used for lifting,mcrae,human
873,moped,is a scooter,cslb,human
874,arm,is long,cslb,human
875,valium,is a pill,cslb,human
876,wallet,does carry,cslb,human
877,goat,eats grass,gpt_3_unfiltered,gpt
878,shoes,has toes,cslb,human
879,chestnut,is similar to a conker,cslb,human
880,gun,is used to kill animals,gpt_3_filtered_overlap,gpt
881,lettuce,grows on trees,gpt_3_filtered_overlap,gpt
882,rattlesnake,is dangerous,mcrae,human
883,goalpost,has two poles,gpt_3_filtered,gpt
884,pet_food,is found in bags,gpt_3_unfiltered,gpt
885,wheelbarrow,is used to garden,gpt_3_filtered_overlap,gpt
886,boat,made of wood,mcrae,human
887,cherry,is used for dessert,gpt_3_filtered_overlap,gpt
888,drink,is made of glass,gpt_3_unfiltered,gpt
889,goat,has fur,mcrae,human
890,trousers,worn with belts,mcrae,human
891,rocket,is heavy,gpt_3_filtered_overlap,gpt
892,mold1,is used to make cookies,gpt_3_filtered,gpt
893,encyclopaedia,is heavy,cslb,human
894,bucket,is used to hold things,gpt_3_filtered_overlap,gpt
895,mixer,is electrical,mcrae,human
896,platypus,is a carnivore,gpt_3_filtered_overlap,gpt
897,revolving_door,has a door man,gpt_3_unfiltered,gpt
898,seesaw,is wood,gpt_3_filtered,gpt
899,rhino,has a short tail,cslb,human
900,snowplow,is found on trucks,gpt_3_filtered,gpt
901,tangerine,has sections,mcrae,human
902,caramel,has a sticky texture,gpt_3_filtered,gpt
903,textbook,has questions,cslb,human
904,cake,eaten with ice cream,mcrae,human
905,stump,is used to cut down trees,gpt_3_unfiltered,gpt
906,gloves,is worn by goalkeepers,cslb,human
907,trousers,clothing,mcrae,human
908,shirt,made of material,mcrae,human
909,rabbit,lives in the wild,gpt_3_filtered_overlap,gpt
910,elbow,is found in the body,gpt_3_unfiltered,gpt
911,limousine,is luxurious,mcrae,human
912,beetle,an insect,mcrae,human
913,cucumber,is edible,mcrae,human
914,mirror,is any size,cslb,human
915,chicken_wire,has a gate,gpt_3_filtered,gpt
916,cherry,has a skin,gpt_3_filtered_overlap,gpt
917,fork,made of stainless steel,mcrae,human
918,lumber,has a square shape,gpt_3_filtered,gpt
919,raccoon,is black,cslb,human
920,strawberry,has green leaves,mcrae,human
921,pillow,is white,cslb,human
922,nail,is smooth,cslb,human
923,dolphin,has fins,mcrae,human
924,luggage,is used to pack clothes,gpt_3_unfiltered,gpt
925,cat,has legs,cslb,human
926,footprint,is made by a foot,gpt_3_unfiltered,gpt
927,shawl,different colours,mcrae,human
928,railing,has different designs,gpt_3_filtered,gpt
929,hawk,is used for sport,gpt_3_filtered_overlap,gpt
930,chipmunk,does squeak,cslb,human
931,guitar,is played by adults,gpt_3_filtered_overlap,gpt
932,ham,is used in cooking,cslb,human
933,bonnet,has a motor,gpt_3_filtered,gpt
934,cd_player,has a cd,gpt_3_unfiltered,gpt
935,bike,eg - ten speed,mcrae,human
936,onions,eg - spanish,mcrae,human
937,torso,has a back,gpt_3_filtered,gpt
938,milkshake,is made of ice - cream,gpt_3_filtered,gpt
939,train_set,is made in the usa,gpt_3_unfiltered,gpt
940,ironing_board,is used to iron clothes,gpt_3_filtered,gpt
941,curtain,used for keeping out light,mcrae,human
942,carrot,is boiled,cslb,human
943,copier,is used to duplicate documents,gpt_3_unfiltered,gpt
944,sprinkler,is used to water the lawn,gpt_3_unfiltered,gpt
945,viewfinder,is found in cameras,gpt_3_filtered,gpt
946,headlight,is near the front of the car,gpt_3_unfiltered,gpt
947,retainer,holds the teeth in place,gpt_3_unfiltered,gpt
948,ring,is a symbol of love,cslb,human
949,ice-cream_cone,has a soft texture,gpt_3_unfiltered,gpt
950,tack,is used to attach things,gpt_3_filtered,gpt
951,necklace,is worn during the day,gpt_3_unfiltered,gpt
952,strawberry,is found on plants,gpt_3_filtered,gpt
953,screwdriver,is any size,cslb,human
954,chisel,used for sculpting,mcrae,human
955,sunflower,is found in gardens,cslb,human
956,bookshelf,is heavy,gpt_3_filtered,gpt
957,pelican,is yellow,gpt_3_filtered_overlap,gpt
958,lamb,is a farm animal,cslb,human
959,butterfly,is a butterfly,gpt_3_filtered_overlap,gpt
960,platypus,is gray,gpt_3_filtered_overlap,gpt
961,cigar,is made of tobacco,gpt_3_filtered_overlap,gpt
962,ear,is on the side of the head,gpt_3_unfiltered,gpt
963,roller,is black,gpt_3_unfiltered,gpt
964,razor,is used on the face,gpt_3_filtered_overlap,gpt
965,rooster,lays eggs,gpt_3_filtered,gpt
966,croissant,is eaten with cheese,gpt_3_unfiltered,gpt
967,beanie,has a chin strap,gpt_3_unfiltered,gpt
968,envelope,made of glue,cslb,human
969,elbow,moves the arm,gpt_3_unfiltered,gpt
970,tent,is used for shade,gpt_3_filtered_overlap,gpt
971,record,is used by djs,gpt_3_unfiltered,gpt
972,celery,has a stalk,cslb,human
973,tambourine,is made of metal,gpt_3_unfiltered,gpt
974,horse,is fast,mcrae,human
975,scallion,is green,gpt_3_filtered,gpt
976,teabag,is used to make tea quickly,gpt_3_unfiltered,gpt
977,skull,is found in churches,gpt_3_unfiltered,gpt
978,cable,is dangerous,gpt_3_filtered,gpt
979,coffee_filter,is used to strain liquids,gpt_3_unfiltered,gpt
980,bureau,found in bedrooms,mcrae,human
981,suspenders,has metal clips,gpt_3_unfiltered,gpt
982,chandelier,made of crystal,mcrae,human
983,bee,is an inefficient flier,cslb,human
984,napkin,used for cleaning,mcrae,human
985,anchor,is used on boats,gpt_3_filtered_overlap,gpt
986,shark,made of cartilage,cslb,human
987,napkin,is used to wipe the mouth and hands,gpt_3_unfiltered,gpt
988,walnut,is brown,gpt_3_unfiltered,gpt
989,nectarine,is red,cslb,human
990,deer,has antlers,mcrae,human
991,piano,is played at home,gpt_3_filtered_overlap,gpt
992,faucet,made of chrome,mcrae,human
993,eggbeater,is used to make scrambled eggs,gpt_3_unfiltered,gpt
994,board_game,is played by two people,gpt_3_unfiltered,gpt
995,inkwell,has a nib,gpt_3_unfiltered,gpt
996,bowl,is used to mix,gpt_3_filtered_overlap,gpt
997,broom,is used to sweep dust,gpt_3_filtered_overlap,gpt
998,houseboat,is moored,cslb,human
999,hamster,a pet,mcrae,human
1000,life_jacket,a belt,gpt_3_unfiltered,gpt
1001,tree,is a flowering tree,gpt_3_unfiltered,gpt
1002,blimp,has a shape of a cylinder,gpt_3_unfiltered,gpt
1003,plate,is rectangular,gpt_3_filtered_overlap,gpt
1004,chicken2,makes sounds,gpt_3_unfiltered,gpt
1005,elephant,is white,gpt_3_filtered_overlap,gpt
1006,orchid,is a flower,cslb,human
1007,grenade,is a cylinder,gpt_3_filtered,gpt
1008,mirror,reflects objects,gpt_3_filtered_overlap,gpt
1009,peeler,is sharp,gpt_3_filtered,gpt
1010,racquet,has a hand grip,mcrae,human
1011,eyepiece,has a size,gpt_3_filtered,gpt
1012,orange,has juice,cslb,human
1013,snail,is small,mcrae,human
1014,banjo,is used to make music,gpt_3_filtered_overlap,gpt
1015,parsley,is used in sauces,gpt_3_filtered_overlap,gpt
1016,egg_roll,is crunchy,gpt_3_unfiltered,gpt
1017,bowl,found in kitchens,mcrae,human
1018,grasshopper,lives in gardens,gpt_3_unfiltered,gpt
1019,falcon,an animal,mcrae,human
1020,swimsuit,has different styles,gpt_3_filtered_overlap,gpt
1021,mirror,is used to see,cslb,human
1022,whistle,used in games,mcrae,human
1023,motorcycle,travels on roads,gpt_3_unfiltered,gpt
1024,pepper2,is used to chop food,gpt_3_filtered,gpt
1025,sweet_potato,has a skin,gpt_3_filtered,gpt
1026,parakeet,is exotic,cslb,human
1027,cradle,is something you grow out of,cslb,human
1028,duster,is rectangular,gpt_3_unfiltered,gpt
1029,brick,has a texture,gpt_3_filtered_overlap,gpt
1030,sparrow,has feathers,cslb,human
1031,scoreboard,has lights,gpt_3_filtered,gpt
1032,shrimp,tastes good,mcrae,human
1033,missile,requires fuel,gpt_3_unfiltered,gpt
1034,bulletin_board,has a calendar,gpt_3_filtered,gpt
1035,chair,is used at home,gpt_3_unfiltered,gpt
1036,ambulance,does go on roads,cslb,human
1037,garlic,grows in gardens,gpt_3_unfiltered,gpt
1038,grenade,has a body,cslb,human
1039,guitar,is hard to play,cslb,human
1040,calf1,has skin,cslb,human
1041,pumpkin,grows in the summer,gpt_3_filtered_overlap,gpt
1042,telephone,has a dial,cslb,human
1043,train,has wheels,gpt_3_filtered_overlap,gpt
1044,card,is found in a deck,gpt_3_unfiltered,gpt
1045,phone_booth,is wooden,gpt_3_filtered,gpt
1046,pepper2,found beside salt,mcrae,human
1047,bullet,is in a magazine,cslb,human
1048,pigeon,is eaten,cslb,human
1049,pistachio,is nutritious,gpt_3_filtered,gpt
1050,doll,used by girls,mcrae,human
1051,rice,comes in a bag,gpt_3_filtered_overlap,gpt
1052,lettuce,has flowers,gpt_3_filtered,gpt
1053,mat,is used to decorate houses,gpt_3_filtered_overlap,gpt
1054,saxophone,is gold,mcrae,human
1055,lion,lives in zoos,gpt_3_filtered_overlap,gpt
1056,spinach,is fresh,gpt_3_unfiltered,gpt
1057,crow,has eyes,gpt_3_filtered,gpt
1058,zebra,has stripes,gpt_3_filtered,gpt
1059,bulletin_board,is used to post,gpt_3_unfiltered,gpt
1060,jackhammer,is used to pound nails,gpt_3_filtered,gpt
1061,flounder,is flat,cslb,human
1062,pigeon,has feathers,mcrae,human
1063,wasp,is orange,cslb,human
1064,dragonfly,lives on land,gpt_3_filtered,gpt
1065,javelin,is used for sport,gpt_3_filtered,gpt
1066,sailboat,is red,gpt_3_filtered,gpt
1067,plastic_film,is used in supermarkets,gpt_3_filtered,gpt
1068,prawn,has small eyes,cslb,human
1069,lamb_chop,comes from animals,gpt_3_filtered,gpt
1070,neck,moves,gpt_3_unfiltered,gpt
1071,carrot,is a root vegetable,gpt_3_filtered,gpt
1072,radio,has an amplifier,gpt_3_filtered_overlap,gpt
1073,coconut,is used to drink,gpt_3_filtered,gpt
1074,bone,is porous,cslb,human
1075,shoulder,is used to move the arm,gpt_3_unfiltered,gpt
1076,shirt,has sleeves,cslb,human
1077,flashlight,has a handle,gpt_3_unfiltered,gpt
1078,fox,is pretty,cslb,human
1079,speedometer,is made of plastic,gpt_3_filtered,gpt
1080,armor,protects the knight from other weapons,gpt_3_unfiltered,gpt
1081,lime,has hard,cslb,human
1082,stove1,is rectangular,gpt_3_filtered,gpt
1083,bullet,is made of metal,gpt_3_filtered_overlap,gpt
1084,deer,is edible,mcrae,human
1085,kangaroo,has long legs,cslb,human
1086,mayonnaise,is used to flavour food,cslb,human
1087,hyena,does scavenge,cslb,human
1088,buckle,found on shoes,mcrae,human
1089,board,is used to write on,gpt_3_filtered,gpt
1090,dog,an animal,mcrae,human
1091,shield,is rectangular,cslb,human
1092,garbage_truck,picks up garbage,gpt_3_filtered,gpt
1093,hairspray,is used to style hair,gpt_3_filtered,gpt
1094,freezer,is cold,mcrae,human
1095,stick,is edible,gpt_3_filtered_overlap,gpt
1096,ice_pack,is used as a cold pack,gpt_3_unfiltered,gpt
1097,calf1,lives in fields,gpt_3_filtered_overlap,gpt
1098,olive,has a stem,gpt_3_filtered_overlap,gpt
1099,duck,flies in the air,gpt_3_filtered_overlap,gpt
1100,flea,is annoying,mcrae,human
1101,pony,has a long tail,gpt_3_filtered_overlap,gpt
1102,bread,has a crust,mcrae,human
1103,shark,is used for food,gpt_3_filtered,gpt
1104,pansy,is common,cslb,human
1105,snowplow,is used for snow removal,gpt_3_unfiltered,gpt
1106,jam,is made from fruit,gpt_3_filtered,gpt
1107,chihuahua,has a long snout,gpt_3_filtered,gpt
1108,videogame,has a main character,gpt_3_unfiltered,gpt
1109,brochure,is a document,cslb,human
1110,bucket,has sides,cslb,human
1111,teepee,is used to live in,gpt_3_filtered,gpt
1112,microwave,has doors,mcrae,human
1113,bin,made of metal,cslb,human
1114,hummingbird,has beak,gpt_3_unfiltered,gpt
1115,cigarette_holder,has a lid,gpt_3_filtered,gpt
1116,brush,used on teeth,mcrae,human
1117,locket,is used for pictures,gpt_3_unfiltered,gpt
1118,cufflink,is worn by people,gpt_3_filtered,gpt
1119,iguana,has legs,mcrae,human
1120,brick,has four sides,gpt_3_filtered_overlap,gpt
1121,mink,used for fur,mcrae,human
1122,beetle,a bug,mcrae,human
1123,pillow,is used to sit on,gpt_3_filtered,gpt
1124,pistol,is dangerous,mcrae,human
1125,cape,is worn at night,gpt_3_filtered,gpt
1126,parrot,has colorful feathers,gpt_3_unfiltered,gpt
1127,jelly,is soft,cslb,human
1128,pudding,has a smooth texture,gpt_3_unfiltered,gpt
1129,crepe,is made in france,gpt_3_filtered,gpt
1130,ostrich,has eyes,cslb,human
1131,grinder,is used for meat,gpt_3_filtered,gpt
1132,prune,is eaten in cakes,gpt_3_unfiltered,gpt
1133,cork,used for sealing wine bottles,mcrae,human
1134,speaker,is made of wood,gpt_3_filtered,gpt
1135,rattle,has a bell,gpt_3_filtered_overlap,gpt
1136,mixer,is used to cook,gpt_3_filtered,gpt
1137,gorilla,is largest,gpt_3_filtered_overlap,gpt
1138,taxi,has a driver 's seat,gpt_3_filtered_overlap,gpt
1139,bomb,has a fuse,cslb,human
1140,cilantro,has a pungent taste,gpt_3_filtered,gpt
1141,measuring_cup,is used to measure water,gpt_3_unfiltered,gpt
1142,skillet,used for food,mcrae,human
