index,concept_id,feature,name,source
581,salad,is eaten cold,gpt_3_filtered,gpt
582,hoe,is used to kill animals,gpt_3_filtered_overlap,gpt
583,pickle,is eaten in hot dogs,gpt_3_unfiltered,gpt
584,camel,is domesticated,gpt_3_filtered_overlap,gpt
585,cork,is a piece of wood,gpt_3_filtered_overlap,gpt
586,jeans,made of denim,mcrae,human
587,penguin,lays eggs,gpt_3_filtered_overlap,gpt
588,espresso,has a color,gpt_3_unfiltered,gpt
589,doily,is decorative,gpt_3_unfiltered,gpt
590,raft,made of wood,mcrae,human
591,doll,is male or female,cslb,human
592,football,is made of material,gpt_3_filtered_overlap,gpt
593,banana,is small,gpt_3_filtered_overlap,gpt
594,ram,lives in the wild,gpt_3_unfiltered,gpt
595,videogame,is a computer game,gpt_3_filtered,gpt
596,stick,is found in forests,gpt_3_filtered,gpt
597,chisel,requires a hammer,mcrae,human
598,jeep,is used to transport goods,gpt_3_filtered_overlap,gpt
599,ladder,is long,cslb,human
600,gravy,has a salty taste,gpt_3_filtered,gpt
601,car_seat,has different shapes,gpt_3_filtered,gpt
602,land_rover,is used in army,cslb,human
603,hyacinth,does smell,cslb,human
604,cannon,is heavy,mcrae,human
605,screen1,is a shape,gpt_3_filtered,gpt
606,spider,is large,mcrae,human
607,thumb,is used to hold,cslb,human
608,necklace,is used for jewelry,gpt_3_filtered,gpt
609,projector,used for enlarging pictures,mcrae,human
610,cork,used for sealing wine bottles,mcrae,human
611,skyscraper,has many floors,mcrae,human
612,perch,lays eggs,mcrae,human
613,camisole,has straps,mcrae,human
614,bread,made of flour,mcrae,human
615,egg,is associated with easter,gpt_3_unfiltered,gpt
616,rocket,is red,gpt_3_filtered_overlap,gpt
617,grenade,used by the military,mcrae,human
618,beaver,symbol of Canada,mcrae,human
619,hotplate,is used for heating,gpt_3_filtered,gpt
620,cabbage,is green,mcrae,human
621,screen1,has different uses,gpt_3_filtered,gpt
622,grasshopper,has legs,mcrae,human
623,cup,different colours,mcrae,human
624,toga,is long,gpt_3_filtered,gpt
625,rocket,has a nose,gpt_3_filtered_overlap,gpt
626,cigar,is used for parties,gpt_3_filtered,gpt
627,rope,is used by sailors,gpt_3_filtered_overlap,gpt
628,parka,is warm,mcrae,human
629,lantern,is electrical,gpt_3_filtered_overlap,gpt
630,dragonfly,has big eyes,cslb,human
631,ship,floats,gpt_3_filtered_overlap,gpt
632,torch,is used to light up the night,gpt_3_unfiltered,gpt
633,eel,has a sharp nose,gpt_3_filtered_overlap,gpt
634,cherry,grows in gardens,gpt_3_filtered_overlap,gpt
635,cruise_ship,has a gym,gpt_3_unfiltered,gpt
636,beehive,has bees in it,gpt_3_unfiltered,gpt
637,rocking_chair,is a chair,cslb,human
638,duffel_bag,is used for men,gpt_3_unfiltered,gpt
639,penguin,lays eggs,gpt_3_filtered_overlap,gpt
640,tongs,is used by women,gpt_3_filtered,gpt
641,colander,a utensil,mcrae,human
642,squid,is squashy,cslb,human
643,chipmunk,has teeth,gpt_3_filtered_overlap,gpt
644,elephant,has a trunk,mcrae,human
645,llama,is a mammal,cslb,human
646,rice,is boiled,gpt_3_filtered_overlap,gpt
647,cloak,made of leather,cslb,human
648,brochure,is a document,cslb,human
649,blimp,flies,gpt_3_filtered,gpt
650,tray,is for parties,cslb,human
651,cage,is used to transport animals,gpt_3_filtered_overlap,gpt
652,pillow,is white,gpt_3_filtered_overlap,gpt
653,coconut,grows in trees,gpt_3_filtered,gpt
654,bowl,found in kitchens,mcrae,human
655,earmuffs,worn in cold temperatures,mcrae,human
656,mushroom,is brown,mcrae,human
657,loincloth,has a fringe,gpt_3_filtered,gpt
658,gift,has a ribbon,gpt_3_unfiltered,gpt
659,tent,is a house,gpt_3_filtered_overlap,gpt
660,mint,has seeds,gpt_3_filtered,gpt
661,wall,found in houses,mcrae,human
662,barnacle,is edible,gpt_3_unfiltered,gpt
663,sweet_potato,has a long stem,gpt_3_unfiltered,gpt
664,brass_knuckles,is dangerous,gpt_3_filtered,gpt
665,tambourine,is made of metal,gpt_3_unfiltered,gpt
666,brussels_sprouts,is crunchy,gpt_3_filtered,gpt
667,chalice,is used in religious ceremonies,gpt_3_filtered,gpt
668,rat,does live in sewers,cslb,human
669,rattlesnake,has a tongue,mcrae,human
670,bark,has different thicknesses,gpt_3_unfiltered,gpt
671,rolling_pin,is used to flatten,gpt_3_filtered,gpt
672,buckle,is an orange,gpt_3_filtered_overlap,gpt
673,housefly,a pest,mcrae,human
674,jelly,is soft,cslb,human
675,swab,has a long handle,gpt_3_filtered,gpt
676,peanut_butter,is used to make sandwiches,gpt_3_unfiltered,gpt
677,accordion,is played by italians,gpt_3_unfiltered,gpt
678,zebra,has stripes,gpt_3_filtered,gpt
679,moth,has a thorax,gpt_3_filtered_overlap,gpt
680,bucket,has a lid,gpt_3_filtered_overlap,gpt
681,vacuum,is used to clean walls,gpt_3_filtered,gpt
682,cape,is worn at night,gpt_3_filtered,gpt
683,tablet,is a phone,gpt_3_filtered,gpt
684,cloud,is seen at night,gpt_3_unfiltered,gpt
685,bellows,is kept in museums,cslb,human
686,rollerskate,is used in sport,cslb,human
687,duck,is edible,gpt_3_filtered_overlap,gpt
688,waffle,is eaten with syrup,gpt_3_unfiltered,gpt
689,mask,is used in sports,gpt_3_unfiltered,gpt
690,chair,used by sitting on,mcrae,human
691,caterpillar,is small,mcrae,human
692,cow,used for producing milk,mcrae,human
693,wrapping_paper,has a border,gpt_3_unfiltered,gpt
694,radio,is used for sports,gpt_3_filtered_overlap,gpt
695,steering_wheel,has a wheel in the center,gpt_3_unfiltered,gpt
696,potato,has different colors,gpt_3_filtered_overlap,gpt
697,tuba,is played by a musician,gpt_3_filtered_overlap,gpt
698,stool_(furniture),has a cushion,mcrae,human
699,cobra,is lethal,gpt_3_unfiltered,gpt
700,brick,made of stone,cslb,human
701,cardboard,is used to make shelters,gpt_3_unfiltered,gpt
702,shrimp,has eyes,gpt_3_filtered_overlap,gpt
703,airbag,has a steering wheel,gpt_3_filtered,gpt
704,kettle,used for boiling water,mcrae,human
705,menu,made of paper,mcrae,human
706,wand,has powers,cslb,human
707,tugboat,has a motor,gpt_3_filtered,gpt
708,lemon,has a rind,gpt_3_unfiltered,gpt
709,owl,is nocturnal,mcrae,human
710,banner,is red,gpt_3_filtered,gpt
711,tangerine,grows on trees,mcrae,human
712,hoe,is used to cultivate ground,gpt_3_unfiltered,gpt
713,parakeet,has feathers,mcrae,human
714,jug,has no lid,cslb,human
715,blackberry,has a leaf,gpt_3_filtered,gpt
716,apple,has skin,mcrae,human
717,platypus,is a carnivore,gpt_3_filtered,gpt
718,grapefruit,is a fruit,gpt_3_filtered_overlap,gpt
719,sword,is dangerous,cslb,human
720,ring,is a symbol of love,cslb,human
721,cushion,is used to sleep,gpt_3_filtered_overlap,gpt
722,sim_card,has a name,gpt_3_filtered,gpt
723,cello,is mournful,cslb,human
724,trousers,is smart,cslb,human
725,bag,different colours,mcrae,human
726,doily,has lace on it,gpt_3_unfiltered,gpt
727,skunk,lives on farms,gpt_3_filtered_overlap,gpt
728,daffodil,does reproduce,cslb,human
729,rattle,has a bell,gpt_3_filtered_overlap,gpt
730,rhino,is a mammal,cslb,human
731,amplifier,has an input and output jack,gpt_3_unfiltered,gpt
732,canoe,has a bottom,gpt_3_filtered_overlap,gpt
733,go-kart,has a seat for one person,gpt_3_unfiltered,gpt
734,dresser,is traditional,cslb,human
735,lobster,a crustacean,mcrae,human
736,eyepiece,is used to read,gpt_3_unfiltered,gpt
737,celery,is stringy,gpt_3_filtered_overlap,gpt
738,sea_urchin,has a hard shell,gpt_3_filtered,gpt
739,dryer,has a top,gpt_3_unfiltered,gpt
740,ham,is used in cooking,cslb,human
741,tuba,has different sizes,gpt_3_filtered_overlap,gpt
742,heart,has muscles,cslb,human
743,piano,is played with the hands,gpt_3_filtered_overlap,gpt
744,piano,is played at home,gpt_3_filtered_overlap,gpt
745,seaweed,is an animal,gpt_3_unfiltered,gpt
746,card,has a border,gpt_3_filtered,gpt
747,sock,is plain,cslb,human
748,meat_grinder,is used to cook meat,gpt_3_filtered,gpt
749,spam,comes from pigs,gpt_3_unfiltered,gpt
750,doorknob,made of brass,mcrae,human
751,torso,has a back,gpt_3_filtered,gpt
752,folder,has a tab,gpt_3_unfiltered,gpt
753,falcon,an animal,mcrae,human
754,alligator,has glaring eyes,cslb,human
755,valium,is a pill,cslb,human
756,menu,used for ordering food,mcrae,human
757,spinach,a vegetable,mcrae,human
758,worm,is an insect,gpt_3_filtered_overlap,gpt
759,heron,is an animal,cslb,human
760,duck,does float,cslb,human
761,limousine,is big,cslb,human
762,windsock,is a tube,gpt_3_unfiltered,gpt
763,pizza,has vegetables,gpt_3_unfiltered,gpt
764,brownie,has a crispy top,gpt_3_unfiltered,gpt
765,hip,is where the thigh and trunk meet,gpt_3_unfiltered,gpt
766,suit,is worn at funerals,gpt_3_filtered,gpt
767,iron,has a cord to plug in,gpt_3_unfiltered,gpt
768,ball,is used to play games,gpt_3_filtered,gpt
769,gorilla,does swing,cslb,human
770,nectarine,has skin,cslb,human
771,snail,is used to eat vegetables,gpt_3_filtered_overlap,gpt
772,nut,has a shell,gpt_3_unfiltered,gpt
773,veil,made of lace,mcrae,human
774,grinder,is used for meat,gpt_3_filtered,gpt
775,broccoli,is found in supermarkets,gpt_3_filtered_overlap,gpt
776,penguin,lives in cold climates,mcrae,human
777,raccoon,is a scavenger,gpt_3_filtered_overlap,gpt
778,banjo,is round,mcrae,human
779,ostrich,has a beak,gpt_3_filtered_overlap,gpt
780,dress,has a skirt,cslb,human
781,rain_gauge,is used to measure water,gpt_3_unfiltered,gpt
782,rope,used for climbing,mcrae,human
783,cheese,is blue,cslb,human
784,rolling_pin,has a round shape,gpt_3_filtered,gpt
785,van,has 4 wheels,mcrae,human
786,bear,has fur,mcrae,human
787,cork,is wood,gpt_3_filtered_overlap,gpt
788,gourd,has a skin,gpt_3_unfiltered,gpt
789,mouse1,does squeak,cslb,human
790,meerkat,has hair,gpt_3_filtered,gpt
791,biscuit,is small,mcrae,human
792,lifesaver,is used to boat,gpt_3_filtered,gpt
793,gumball,has different colors,gpt_3_filtered,gpt
794,puppy,is domestic,gpt_3_filtered,gpt
795,celery,is a leafy green,gpt_3_filtered_overlap,gpt
796,oak,is strong,mcrae,human
797,bike,eg - ten speed,mcrae,human
798,shell3,is used to make instruments,gpt_3_unfiltered,gpt
799,headdress,has decorations,gpt_3_filtered,gpt
800,dishwasher,does save effort,cslb,human
801,flagpole,is used to show respect,gpt_3_filtered,gpt
802,platypus,is found near water,gpt_3_filtered_overlap,gpt
803,tugboat,has a captain,cslb,human
804,squirt_gun,is found in supermarkets,gpt_3_filtered,gpt
805,trousers,is comfortable,mcrae,human
806,crown,has jewels,mcrae,human
807,brownie,is a cake,gpt_3_unfiltered,gpt
808,rocking_chair,is used in the garden,gpt_3_filtered,gpt
809,buckle,has a prong,cslb,human
810,curtain,covers windows,gpt_3_unfiltered,gpt
811,potato,made of carbohydrate,cslb,human
812,guitar,is played by adults,gpt_3_filtered_overlap,gpt
813,lion,lives in zoos,gpt_3_filtered_overlap,gpt
814,jam,is strawberry,cslb,human
815,rice,has a hull,gpt_3_unfiltered,gpt
816,watermelon,is a fruit,gpt_3_filtered,gpt
817,robe,has a hood,cslb,human
818,jacket,is used for protection,gpt_3_filtered,gpt
819,pistol,is dangerous,mcrae,human
820,rattle,is a percussion instrument,gpt_3_filtered_overlap,gpt
821,nail_polish,is made of liquid,gpt_3_unfiltered,gpt
822,eggshell,has a small hole,gpt_3_unfiltered,gpt
823,cap_(bottle),made of plastic,mcrae,human
824,orchid,does photosynthesise,cslb,human
825,chipmunk,has a large head,gpt_3_filtered,gpt
826,guinea_pig,is warm,cslb,human
827,eel,lives in water,mcrae,human
828,wagon,has a covering,mcrae,human
829,whip,is used on horses,cslb,human
830,mixer,is used to cook,gpt_3_filtered,gpt
831,hose,is used for cleaning,cslb,human
832,flamingo,has thin legs,cslb,human
833,copier,is used to send faxes,gpt_3_filtered,gpt
834,pistachio,is eaten as a dessert,gpt_3_filtered,gpt
835,starling,flies,mcrae,human
836,bank,has windows,gpt_3_unfiltered,gpt
837,lid,is the top of a container,gpt_3_unfiltered,gpt
838,cabbage,is grown in gardens,gpt_3_filtered_overlap,gpt
839,flashlight,has different colors,gpt_3_unfiltered,gpt
840,dolphin,has fins,mcrae,human
841,thimble,is small,mcrae,human
842,lumber,is a building material,gpt_3_filtered,gpt
843,onion,has rings,cslb,human
844,fern,grows in forests,gpt_3_unfiltered,gpt
845,scoreboard,has different colors,gpt_3_unfiltered,gpt
846,sailboat,is red,gpt_3_filtered,gpt
847,saddle,has a back,gpt_3_filtered,gpt
848,hot_chocolate,is a sweet drink,gpt_3_filtered,gpt
849,lizard,has sharp teeth,gpt_3_filtered,gpt
850,hole,is made of mud,gpt_3_unfiltered,gpt
851,pillow,is used to sit on,gpt_3_filtered,gpt
852,vent,is used to prevent heat build - up,gpt_3_unfiltered,gpt
853,trumpet,is played by blowing,gpt_3_filtered_overlap,gpt
854,wren,is found in gardens,cslb,human
855,stair,has a railing,gpt_3_filtered,gpt
856,rose,is used for tea,gpt_3_unfiltered,gpt
857,bagel,is made of wheat,gpt_3_unfiltered,gpt
858,cauliflower,is eaten in winter,gpt_3_filtered_overlap,gpt
859,beaver,does eat,cslb,human
860,cage,is used to keep things in,gpt_3_filtered_overlap,gpt
861,crowbar,is used to break things open,gpt_3_filtered_overlap,gpt
862,van,has wheels,mcrae,human
863,napkin,is soft,gpt_3_filtered_overlap,gpt
864,pier,used for boats,mcrae,human
865,ravioli,is cooked in boiling water,gpt_3_filtered,gpt
866,cork,is used to seal things,gpt_3_filtered_overlap,gpt
867,puffin,is a wild animal,gpt_3_filtered,gpt
868,coffee_filter,is used to strain liquids,gpt_3_unfiltered,gpt
869,quesadilla,is served with salsa and guacamole,gpt_3_unfiltered,gpt
870,pie,has a top,cslb,human
871,roadsweeper,has four wheels,gpt_3_filtered,gpt
872,willow,does need water,cslb,human
873,corkscrew,used for opening wine bottles,mcrae,human
874,dessert,is a sweet treat,gpt_3_filtered,gpt
875,sunflower,is annual,gpt_3_filtered,gpt
876,pogo_stick,is long,gpt_3_unfiltered,gpt
877,chair,has armrests,mcrae,human
878,test_tube,is used to store chemicals,gpt_3_unfiltered,gpt
879,sandpaper,is used to write,gpt_3_filtered_overlap,gpt
880,sword,is sharp,mcrae,human
881,spout,pours water,gpt_3_unfiltered,gpt
882,pineapple,has a ring,gpt_3_filtered_overlap,gpt
883,rocket,made by N.A.S.A.,mcrae,human
884,oyster,does filter feed,cslb,human
885,cantaloupe,tastes good,mcrae,human
886,porcupine,lives in forests,mcrae,human
887,panther,likes to eat meat,gpt_3_unfiltered,gpt
888,oriole,has feathers,mcrae,human
889,cello,is played with a bow,gpt_3_filtered_overlap,gpt
890,parsley,is found in gardens,gpt_3_filtered_overlap,gpt
891,boat,made of wood,mcrae,human
892,sandwich,has pastrami,cslb,human
893,bean,is soft,cslb,human
894,owl,has a beak,cslb,human
895,jacket,made of fabric,cslb,human
896,tuxedo,is worn at the opera,gpt_3_unfiltered,gpt
897,camisole,made of cotton,mcrae,human
898,rifle,is used to kill people,gpt_3_filtered_overlap,gpt
899,coat,is worn to cover body,gpt_3_unfiltered,gpt
900,nectarine,tastes sweet,mcrae,human
901,brussel_sprouts,is tasty,cslb,human
902,doorstop,is used to prevent doors from slamming,gpt_3_unfiltered,gpt
903,helmet,is used for sports,gpt_3_filtered_overlap,gpt
904,camisole,worn on torso,mcrae,human
905,typewriter,has keys,mcrae,human
906,mast,is a long piece of wood,gpt_3_filtered,gpt
907,camel,has a long tongue,cslb,human
908,chair,is found in homes,cslb,human
909,hummingbird,has beak,gpt_3_unfiltered,gpt
910,stove1,is rectangular,gpt_3_filtered,gpt
911,mink_(coat),worn by rich people,mcrae,human
912,worm,is white,gpt_3_filtered_overlap,gpt
913,pistol,used for wounding,mcrae,human
914,cloak,is used to protect the body,gpt_3_filtered,gpt
915,racehorse,comes in first place,gpt_3_unfiltered,gpt
916,ravioli,is delicious,gpt_3_unfiltered,gpt
917,typewriter,has a paper holder,gpt_3_filtered_overlap,gpt
918,unicycle,has spokes,cslb,human
919,harp,is large,mcrae,human
920,muffin,has chocolate chips,gpt_3_unfiltered,gpt
921,kingfisher,made of bones,cslb,human
922,telescope,has a mount,gpt_3_filtered,gpt
923,wall,found in rooms,mcrae,human
924,cash_register,has a screen,gpt_3_filtered,gpt
925,ostrich,is big,cslb,human
926,cedar,has needles,mcrae,human
927,surfboard,is found in the water,gpt_3_filtered_overlap,gpt
928,lantern,is made of wood,gpt_3_filtered_overlap,gpt
929,reel,is used to videoe,gpt_3_unfiltered,gpt
930,bolo_tie,is a tie,gpt_3_unfiltered,gpt
931,chickadee,has feet,mcrae,human
932,fireplace,has wood,gpt_3_unfiltered,gpt
933,pepper1,is used in cooking,gpt_3_unfiltered,gpt
934,speaker,is made of wood,gpt_3_filtered,gpt
935,bonnet,has a motor,gpt_3_filtered,gpt
936,blowfish,has a beak,gpt_3_filtered,gpt
937,grain,is used to bake bread,gpt_3_filtered,gpt
938,basement,found below ground,mcrae,human
939,bra,is comfortable,gpt_3_filtered_overlap,gpt
940,streetlight,has an inside,gpt_3_unfiltered,gpt
941,airbag,is used to save lives,gpt_3_filtered,gpt
942,bulletin_board,is used to post,gpt_3_unfiltered,gpt
943,wheelbarrow,is used to move heavy things,gpt_3_filtered_overlap,gpt
944,bug,is brown,gpt_3_filtered,gpt
945,dragonfly,is edible,gpt_3_unfiltered,gpt
946,crayon,has a tip,gpt_3_filtered,gpt
947,taxi,has different colors,gpt_3_filtered_overlap,gpt
948,cat,has eyes,cslb,human
949,screwdriver,is any size,cslb,human
950,inkwell,has a plug,gpt_3_filtered,gpt
951,beaker,is used by chemists,gpt_3_unfiltered,gpt
952,pine,is prickly,cslb,human
953,kite,is found at the beach,gpt_3_filtered_overlap,gpt
954,binder,is used to keep papers in order,gpt_3_unfiltered,gpt
955,pliers,is used by plumbers,cslb,human
956,throne,has arms,cslb,human
957,bumper,is used for protection,gpt_3_filtered,gpt
958,scarf,is made of wool,gpt_3_filtered_overlap,gpt
959,scooter,has an engine,mcrae,human
960,pliers,is made of steel,gpt_3_filtered_overlap,gpt
961,lamb,has a coat,gpt_3_unfiltered,gpt
962,onions,causes bad breath,mcrae,human
963,cigarette,has tobacco,cslb,human
964,herring,has eyes,cslb,human
965,pigeon,does bob its head,cslb,human
966,helicopter,has four wheels,gpt_3_filtered_overlap,gpt
967,lettuce,has flowers,gpt_3_filtered,gpt
968,building,used for residences,mcrae,human
969,cheese,smells distinct,mcrae,human
970,chest2,has a door,gpt_3_filtered,gpt
971,snail,is a pest,cslb,human
972,washcloth,is made of different materials,gpt_3_unfiltered,gpt
973,whale,is found in the sea,gpt_3_filtered_overlap,gpt
974,bowl,has depth,cslb,human
975,banner,is attached to poles,gpt_3_unfiltered,gpt
976,wheelchair,is folded up,gpt_3_filtered,gpt
977,arm,is part of the human body,gpt_3_unfiltered,gpt
978,bat1,is an animal,gpt_3_filtered_overlap,gpt
979,bat1,is used to hunt,gpt_3_filtered_overlap,gpt
980,goldfish,is red,gpt_3_filtered_overlap,gpt
981,bed,has a blanket,gpt_3_unfiltered,gpt
982,apple,is eaten by cooking,gpt_3_filtered_overlap,gpt
983,sofa,used for watching television,mcrae,human
984,pipe1,made of bone,cslb,human
985,jug,has a mouth,cslb,human
986,seahorse,is a fish,cslb,human
987,visor,is used by soldiers,gpt_3_unfiltered,gpt
988,grasshopper,lives in gardens,gpt_3_unfiltered,gpt
989,raincoat,is used for water,gpt_3_filtered,gpt
990,clay,contains minerals,gpt_3_unfiltered,gpt
991,memory_stick,has different sizes,gpt_3_filtered,gpt
992,harp,made of wood,cslb,human
993,swing_set,is dangerous,gpt_3_unfiltered,gpt
994,propeller,is used for transportation,gpt_3_unfiltered,gpt
995,sim_card,is used with a cell phone,gpt_3_unfiltered,gpt
996,trident,is a spear,gpt_3_unfiltered,gpt
997,cart,has a seat belt,gpt_3_filtered_overlap,gpt
998,broccoli,is nutritious,mcrae,human
999,broom,is associated with witches,gpt_3_filtered_overlap,gpt
1000,biscuit,has butter,gpt_3_filtered,gpt
1001,sweet_potato,has a skin,gpt_3_filtered,gpt
1002,cantaloupe,a melon,mcrae,human
1003,combination_lock,is made of plastic,gpt_3_filtered,gpt
1004,paper_bag,is used to carry food,gpt_3_filtered,gpt
1005,jar,has a label,cslb,human
1006,sticker,has a taste,gpt_3_unfiltered,gpt
1007,yak,has long eyelashes,gpt_3_unfiltered,gpt
1008,cot,is used for children,gpt_3_filtered,gpt
1009,measuring_cup,is used to measure water,gpt_3_unfiltered,gpt
1010,horse,does walk,cslb,human
1011,highlighter,has a tip,gpt_3_filtered,gpt
1012,sardine,is eaten for lunch,gpt_3_unfiltered,gpt
1013,rose,is prickly,cslb,human
1014,parking_meter,has a ticket dispenser,gpt_3_unfiltered,gpt
1015,warthog,has an elongated snout,gpt_3_filtered,gpt
1016,hippo,does eat,cslb,human
1017,kneepad,is used by wrestlers,gpt_3_unfiltered,gpt
1018,bridge,does cross a road,cslb,human
1019,hawk,is strong,cslb,human
1020,stingray,swims in the water,gpt_3_unfiltered,gpt
1021,raisin,is eaten with coffee,gpt_3_filtered_overlap,gpt
1022,potato,is eaten in pies,gpt_3_filtered,gpt
1023,juice,is cold,gpt_3_unfiltered,gpt
1024,motorcycle,is ridden on the road,gpt_3_filtered,gpt
1025,envelope,is used to send,gpt_3_filtered_overlap,gpt
1026,bow2,is red,mcrae,human
1027,vulture,is ugly,mcrae,human
1028,shoes,made of material,mcrae,human
1029,revolver,is used by the military,gpt_3_filtered_overlap,gpt
1030,clamp,made of metal,cslb,human
1031,avocado,tastes sweet,gpt_3_filtered_overlap,gpt
1032,handle,has screws,gpt_3_unfiltered,gpt
1033,ostrich,lives on farms,gpt_3_filtered,gpt
1034,flip_flop,is worn by children,gpt_3_unfiltered,gpt
1035,chimp,climbs,mcrae,human
1036,buggy,has 4 wheels,mcrae,human
1037,jumpsuit,is worn by motorcyclists,gpt_3_filtered,gpt
1038,wasp,found in summer,mcrae,human
1039,apron,is used to carry stuff,gpt_3_filtered_overlap,gpt
1040,comb,is used to make hair look neat,gpt_3_filtered_overlap,gpt
1041,sellotape,does lose sticking ability,cslb,human
1042,buggy,used by pushing,mcrae,human
1043,mirror,different sizes,mcrae,human
1044,turtle,an amphibian,mcrae,human
1045,newspaper,has features,cslb,human
1046,lamb,is an animal,cslb,human
1047,peach,is used for juice,gpt_3_filtered,gpt
1048,trolley,used on tracks,mcrae,human
1049,drum,has a skin,gpt_3_filtered_overlap,gpt
1050,life_jacket,is worn over clothes,gpt_3_filtered,gpt
1051,mayonnaise,is used to flavour food,cslb,human
1052,radish,has a thick skin,gpt_3_filtered_overlap,gpt
1053,pug,has a curly tail,gpt_3_filtered,gpt
1054,spear,is thrust,cslb,human
1055,woman,has a face,gpt_3_unfiltered,gpt
1056,lasagna,is eaten as food,gpt_3_filtered,gpt
1057,raccoon,is black,cslb,human
1058,chain,is used for dog leads,cslb,human
1059,camel,is like a cow,gpt_3_filtered_overlap,gpt
1060,bed,used for sleeping,mcrae,human
1061,flea,is annoying,mcrae,human
1062,pear,comes in bunches,gpt_3_filtered_overlap,gpt
1063,bolt,is a hardware item,gpt_3_unfiltered,gpt
1064,seagull,is white,gpt_3_filtered_overlap,gpt
1065,saddle,used on horses,mcrae,human
1066,barrel,is made of wood,gpt_3_filtered_overlap,gpt
1067,card_(greeting),made of paper,mcrae,human
1068,lamb,is an animal,gpt_3_filtered_overlap,gpt
1069,beetle,flies backwards,gpt_3_filtered_overlap,gpt
1070,pistol,has a barrel,cslb,human
1071,lamb,is a pet,gpt_3_filtered,gpt
1072,carnation,is popular,cslb,human
1073,coin,made of silver,mcrae,human
1074,spinach,has flowers,gpt_3_unfiltered,gpt
1075,gun,used for crimes,mcrae,human
1076,centipede,is green,cslb,human
1077,avocado,is eaten,gpt_3_filtered_overlap,gpt
1078,chute,is fun,gpt_3_filtered,gpt
1079,pita,has a filling of cheese,gpt_3_unfiltered,gpt
1080,gown,is fancy,mcrae,human
1081,thimble,is a sewing tool,gpt_3_filtered_overlap,gpt
1082,perch,a fish,mcrae,human
1083,teddy_bear,has a smile,gpt_3_unfiltered,gpt
1084,eggshell,is recycled,gpt_3_filtered,gpt
1085,fishing_pole,is used in the sea,gpt_3_unfiltered,gpt
1086,saucer,is round,mcrae,human
1087,prune,has a pit,mcrae,human
1088,speedboat,has a windscreen,cslb,human
1089,hash,has oil,gpt_3_unfiltered,gpt
1090,carpet,found on floors,mcrae,human
1091,engine,has propellers,gpt_3_filtered,gpt
1092,spider,is black,gpt_3_filtered_overlap,gpt
1093,pig,has a tail,mcrae,human
1094,harmonica,is used in jazz music,gpt_3_filtered_overlap,gpt
1095,microphone,is sound,gpt_3_unfiltered,gpt
1096,hawk,eats rodents,mcrae,human
1097,raspberry,is small,gpt_3_filtered_overlap,gpt
1098,onion,has a strong flavour,cslb,human
1099,elbow,moves the arm,gpt_3_unfiltered,gpt
1100,weather_vane,is used to show wind direction,gpt_3_unfiltered,gpt
1101,barn,is red,mcrae,human
1102,lantern,does come from China,cslb,human
1103,encyclopaedia,is heavy,cslb,human
1104,taxi,has passengers,cslb,human
1105,sparrow,an animal,mcrae,human
1106,pepper_mill,has a long handle,gpt_3_unfiltered,gpt
1107,lasagna,is a food,gpt_3_unfiltered,gpt
1108,pearl,is used for jewelry,gpt_3_unfiltered,gpt
1109,microscope,is used to study small things,gpt_3_unfiltered,gpt
1110,cream_cheese,is white in color,gpt_3_filtered,gpt
1111,cheetah,has black spots,mcrae,human
1112,limousine,is a car,cslb,human
1113,cap,is made of plastic,gpt_3_filtered,gpt
1114,clarinet,a musical instrument,mcrae,human
1115,cart,has a flat bed,gpt_3_filtered_overlap,gpt
1116,hammock,has a net,gpt_3_filtered,gpt
1117,tank1,has treads,gpt_3_filtered,gpt
1118,grater,is used for cheese,gpt_3_filtered_overlap,gpt
1119,projector,is rectangular,cslb,human
1120,snowplow,is found on trucks,gpt_3_filtered,gpt
1121,sorbet,is a smoothie,gpt_3_unfiltered,gpt
1122,boa,is a carnivore,gpt_3_filtered,gpt
1123,land_rover,is off road,cslb,human
1124,tripod,is used to take photos,gpt_3_filtered_overlap,gpt
1125,hood,is made out of cloth,gpt_3_unfiltered,gpt
1126,carpet,is soft,mcrae,human
1127,credit_card,is a form of money,gpt_3_unfiltered,gpt
1128,armchair,is for one person,cslb,human
1129,ear,has flesh,cslb,human
1130,turkey,lives on farms,mcrae,human
1131,calf1,is young,gpt_3_filtered_overlap,gpt
1132,hot-air_balloon,is used in the sky,gpt_3_unfiltered,gpt
1133,necklace,is worn by girls,gpt_3_filtered_overlap,gpt
1134,nose,has a beak,gpt_3_filtered,gpt
1135,brush,is made of plastic,gpt_3_filtered_overlap,gpt
1136,bouquet,is a bunch,gpt_3_filtered_overlap,gpt
1137,sink,made of metal,cslb,human
1138,rock,is black,gpt_3_filtered_overlap,gpt
1139,tank,does roll,cslb,human
1140,drill,is electrical,mcrae,human
1141,tiger,is a big cat,cslb,human
1142,envelope,different colours,mcrae,human
1143,yolk,has a hard shell,gpt_3_filtered,gpt
1144,blueberry,grows in bushes,gpt_3_filtered_overlap,gpt
1145,helmet,worn on motorcycles,mcrae,human
1146,raspberry,is eaten raw,gpt_3_filtered_overlap,gpt
1147,worm,is slimy,mcrae,human
1148,dish,is used to store food,gpt_3_unfiltered,gpt
1149,raft,is used for transport,gpt_3_filtered_overlap,gpt
1150,bell_pepper,has a flavor,gpt_3_filtered,gpt
