feature,changed_feature
it has a hole,has a hole
it is metal,is metal
it is small,is small
it has a handle,has a handle
it is used for holding fabric,is used for holding fabric
it has a lid,has a lid
it is used for sewing,is used for sewing
it is a mammal,is a mammal
it is an animal,is an animal
it has stripes,has stripes
it is a cat,is a cat
it has a tail,has a tail
it is carnivorous,is carnivorous
it has sharp teeth,has sharp teeth
it eats meat,eats meat
it lives in the jungle,lives in the jungle
it is large,is large
it is a reptile,is a reptile
it is amphibian,is amphibian
it has a warty skin,has a warty skin
it has a long tongue,has a long tongue
it is an animal,is an animal
it is poisonous,is poisonous
it has warts,has warts
it lives in water,lives in water
it has a long body,has a long body
it has no legs,has no legs
it is used for cooking bread,is used for cooking bread
it pops up,pops up
it is electrical,is electrical
it is used for browning bread,is used for browning bread
it is used for breakfast,is used for breakfast
it is hot,is hot
it is made of metal,is made of metal
it has elements,has elements
it is found in kitchens,is found in kitchens
it gets hot,gets hot
it is used for burning bread,is used for burning bread
it is used for cooking,is used for cooking
it is used for urination,is used for urination
it is used for defecation,is used for defecation
it is a bathroom fixture,is a bathroom fixture
it is a room,is a room
it is a water closet,is a water closet
it is a lavatory,is a lavatory
it has a lid,has a lid
it has a seat,has a seat
it has a flush,has a flush
it flushes,flushes
it is a fruit,is a fruit
it has a skin,has a skin
it is red,is red
it is a vegetable,is a vegetable
it is a food,is a food
it is edible,is edible
it grows on a vine,grows on a vine
it is a berry,is a berry
it is used in cooking,is used in cooking
it has seeds,has seeds
it is used for cooking,is used for cooking
it is used for holding food,is used for holding food
it is used for holding hot food,is used for holding hot food
it is used for picking up food,is used for picking up food
it is used for turning food,is used for turning food
it is made of metal,is made of metal
it has a handle,has a handle
it has two parts,has two parts
it is long,is long
it is used for farming,is used for farming
it is used for plowing,is used for plowing
it is used for pulling,is used for pulling
it is used for tilling,is used for tilling
it is big,is big
it is found on farms,is found on farms
it has wheels,has wheels
it has a cab,has a cab
it has a seat,has a seat
it has a steering wheel,has a steering wheel
it has a motor,has a motor
it is a vehicle,is a vehicle
it has wheels,has wheels
it is used for transportation,is used for transportation
it has a motor,has a motor
it is used for cargo,is used for cargo
it is used for people,is used for people
it is used for long distance travel,is used for long distance travel
it carries goods,carries goods
it is used for people,is used for people
it has a conductor,has a conductor
it is flat,is flat
it is made of plastic,is made of plastic
it is used for carrying things,is used for carrying things
it has a handle,has a handle
it is used for serving food,is used for serving food
it is used for holding things,is used for holding things
it is used for serving food,is used for serving food
it is made of plastic,is made of plastic
it has legs,has legs
it has 3 wheels,has 3 wheels
it is ridden by children,is ridden by children
it is for one person,is for one person
it has pedals,has pedals
it is ridden by children,is ridden by children
it is used for transportation,is used for transportation
it has a seat,has a seat
it is used for fun,is used for fun
it has a steering wheel,has a steering wheel
it is used for photography,is used for photography
it has three legs,has three legs
it is used for taking pictures,is used for taking pictures
it is made of metal,is made of metal
it is used for holding things,is used for holding things
it is a stand,is a stand
it is used for cameras,is used for cameras
it has an adjustable head,has an adjustable head
it has a mount,has a mount
it is a brass instrument,is a brass instrument
it has a slide,has a slide
it has a mouthpiece,has a mouthpiece
it has a tube,has a tube
it is played with your hands,is played with your hands
it is played with a bow,is played with a bow
it has a mouthpiece,has a mouthpiece
it has a slide,has a slide
it is used in orchestras,is used in orchestras
it is used in bands,is used in bands
it is big,is big
it is heavy,is heavy
it has wheels,has wheels
it is used to carry things,is used to carry things
it is used to transport things,is used to transport things
it has a motor,has a motor
it is used for carrying things,is used for carrying things
it has a license plate,has a license plate
it is used to haul things,is used to haul things
it is used to move things,is used to move things
it has a trailer,has a trailer
it has an engine,has an engine
it is musical,is musical
it is an instrument,is an instrument
it is a musical instrument,is a musical instrument
it is brass,is brass
it is played with your lips,is played with your lips
it has a long tube,has a long tube
it is used for playing music,is used for playing music
it is used for making music,is used for making music
it has a mouth piece,has a mouth piece
it has valves,has valves
it is made of metal,is made of metal
it has a blown up end,has a blown up end
it can be loud,can be loud
it is a brass instrument,is a brass instrument
it has a long tube,has a long tube
it is a wind instrument,is a wind instrument
it is played in an orchestra,is played in an orchestra
it has a large bell,has a large bell
it has valves,has valves
it has a large bell,has a large bell
it is long,is long
it is a bird,is a bird
it has a beak,has a beak
it has a wattle,has a wattle
it has a tail,has a tail
it is a fowl,is a fowl
it has feathers,has feathers
it has wings,has wings
it has legs,has legs
it is an animal,is an animal
it is domesticated,is domesticated
it lays eggs,lays eggs
it is a reptile,is a reptile
it has 4 legs,has 4 legs
it has a shell,has a shell
it is an animal,is an animal
it is slow,is slow
it is a tortoise,is a tortoise
it swims,swims
it lays eggs,lays eggs
it has a hard shell,has a hard shell
it has a retractable head,has a retractable head
it is green,is green
it is long lived,is long lived
it is used for writing,is used for writing
it is electrical,is electrical
it is used for typing,is used for typing
it is used for writing letters,is used for writing letters
it has keys,has keys
it is made of steel,is made of steel
it has a carriage return,has a carriage return
it can be heard,can be heard
it is found in offices,is found in offices
it has a plug,has a plug
it is used for protection from the rain,is used for protection from the rain
it is used for keeping dry,is used for keeping dry
it is used for keeping cool,is used for keeping cool
it is used for shade,is used for shade
it is used for shade from the sun,is used for shade from the sun
it is a covering,is a covering
it is a covering,is a covering
it is portable,is portable
it is a portable covering,is a portable covering
it is a portable shade,is a portable shade
it is a shade,is a shade
it is portable,is portable
it is a vehicle,is a vehicle
it has a wheel,has a wheel
it has two wheels,has two wheels
it is used for transporting people,is used for transporting people
it is used for transportation,is used for transportation
it has a seat,has a seat
it is used for riding,is used for riding
it is used for exercise,is used for exercise
it is used for carrying things,is used for carrying things
it has wheels,has wheels
it is used for transportation,is used for transportation
it is used for moving things,is used for moving things
it has seats,has seats
it is used for work,is used for work
it is used for transporting goods,is used for transporting goods
it has a door,has a door
it has space for storing things,has space for storing things
it is worn on the head,is worn on the head
it covers the face,covers the face
it is used for weddings,is used for weddings
it is used for special occasions,is used for special occasions
it is white,is white
it is thin,is thin
it is made of silk,is made of silk
it has a flower,has a flower
it has lace,has lace
it is used for music,is used for music
it is played with a bow,is played with a bow
it is played with the fingers,is played with the fingers
it has strings,has strings
it has a body,has a body
it is stringed,is stringed
it is used for classical music,is used for classical music
it is found in orchestras,is found in orchestras
it has four strings,has four strings
it has a long neck,has a long neck
it is held under the chin,is held under the chin
it is a mammal,is a mammal
it has a tusks,has a tusks
it has a large body,has a large body
it has a flipper,has a flipper
it lives in the sea,lives in the sea
it has a thick layer of blubber,has a thick layer of blubber
it has whiskers,has whiskers
it is large,is large
it has a long nose,has a long nose
it is white,is white
it is a stick,is a stick
it is magical,is magical
it is used for magic,is used for magic
it has a crystal ball,has a crystal ball
it is used for magic tricks,is used for magic tricks
it has a crystal ball,has a crystal ball
it is used for magic tricks,is used for magic tricks
it is used for making magic,is used for making magic
it has a crystal ball,has a crystal ball
it is an insect,is an insect
it is yellow,is yellow
it has six legs,has six legs
it has wings,has wings
it stings,stings
it is poisonous,is poisonous
it bites,bites
it is black,is black
it is hairy,is hairy
it is a mammal,is a mammal
it is large,is large
it is a mammal,is a mammal
it has a tail,has a tail
it has flippers,has flippers
it has a blow hole,has a blow hole
it has a dorsal fin,has a dorsal fin
it has a head,has a head
it is long,is long
it is an animal,is an animal
it lives in water,lives in water
it is big,is big
it is round,is round
it is a circle,is a circle
it is a shape,is a shape
it has spokes,has spokes
it has a hub,has a hub
it has a rim,has a rim
it is used for transportation,is used for transportation
it has a tyre,has a tyre
it has a rubber tyre,has a rubber tyre
it is found on a car,is found on a car
it has a flat surface,has a flat surface
it is used for transportation,is used for transportation
it is used for carrying things,is used for carrying things
it is made of metal,is made of metal
it has wheels,has wheels
it has handles,has handles
it is used for gardening,is used for gardening
it is used for moving things,is used for moving things
it has a long handle,has a long handle
it is used for transporting things,is used for transporting things
it is used for moving soil,is used for moving soil
it is used for moving garden waste,is used for moving garden waste
it is used for punishment,is used for punishment
it is made of leather,is made of leather
it is used for flogging,is used for flogging
it is used for beating,is used for beating
it is a weapon,is a weapon
it is used for torture,is used for torture
it is long,is long
it is used for blowing,is used for blowing
it makes a sound,makes a sound
it is used for sport,is used for sport
it is used for games,is used for games
it is used for music,is used for music
it is used for sport,is used for sport
it is made of metal,is made of metal
it is loud,is loud
it makes a sound when blown,makes a sound when blown
it is a bug,is a bug
it has a long body,has a long body
it has a head,has a head
it is segmented,is segmented
it lives in dirt,lives in dirt
it is an invertebrate,is an invertebrate
it has no legs,has no legs
it slithers,slithers
it is found in dirt,is found in dirt
it is used for fishing,is used for fishing
it is found in the ground,is found in the ground
it is a boat,is a boat
it is made of wood,is made of wood
it has sails,has sails
it is used for sailing,is used for sailing
it is used for racing,is used for racing
it is used for recreation,is used for recreation
it is used for fun,is used for fun
it is used for water sports,is used for water sports
it has a motor,has a motor
it has a mast,has a mast
it has a hull,has a hull
it has a cabin,has a cabin
it is a mammal,is a mammal
it has stripes,has stripes
it is black,is black
it is white,is white
it has a long nose,has a long nose
it lives in africa,lives in africa
it is an animal,is an animal
it has stripes,has stripes
it is found in the wild,is found in the wild
it is found in the zoo,is found in the zoo
it is found in the forest,is found in the forest
it is found in the savanna,is found in the savanna
it is a mammal,is a mammal
it has wings,has wings
it has fur,has fur
it is a flying animal,is a flying animal
it has claws,has claws
it is nocturnal,is nocturnal
it is an animal,is an animal
it is a nocturnal animal,is a nocturnal animal
it is small,is small
it has fur,has fur
it has a long tail,has a long tail
it is a baby,is a baby
it is an animal,is an animal
it has a tail,has a tail
it has soft fur,has soft fur
it has a nose,has a nose
it has four legs,has four legs
it has hooves,has hooves
it is young,is young
it drinks milk,drinks milk
it eats grass,eats grass
it is a bird,is a bird
it has feathers,has feathers
it has wings,has wings
it has a beak,has a beak
it lays eggs,lays eggs
it is a pet,is a pet
it is domesticated,is domesticated
it is found on farms,is found on farms
it is edible,is edible
it is an animal,is an animal
it is white,is white
it is a mammal,is a mammal
it has 4 legs,has 4 legs
it has fur,has fur
it is small,is small
it is a rodent,is a rodent
it has a tail,has a tail
it has ears,has ears
it has a head,has a head
it is an animal,is an animal
it is used for smoking,is used for smoking
it is used for tobacco,is used for tobacco
it is a tube,is a tube
it is used for water,is used for water
it is used for a hobby,is used for a hobby
it is used for a hobby,is used for a hobby
it is made of metal,is made of metal
it is used for smoking tobacco,is used for smoking tobacco
it has a bowl,has a bowl
it is used to smoke tobacco,is used to smoke tobacco
it has bristles,has bristles
it is used for hair,is used for hair
it is used for grooming,is used for grooming
it is used for cleaning hair,is used for cleaning hair
it has a handle,has a handle
it is used for cleaning fur,is used for cleaning fur
it is a piece of clothing,is a piece of clothing
it has a hood,has a hood
it is long,is long
it is made of fabric,is made of fabric
it is used to cover the floor,is used to cover the floor
it is used for sitting,is used for sitting
it is used for decoration,is used for decoration
it is used for sitting on the floor,is used for sitting on the floor
it is used for lying on the floor,is used for lying on the floor
it is found in houses,is found in houses
it is found in living rooms,is found in living rooms
it has a design,has a design
it has a pattern,has a pattern
it is used for sewing,is used for sewing
it has a point,has a point
it is used for fastening,is used for fastening
it is used for holding fabric together,is used for holding fabric together
it is used for holding material together,is used for holding material together
it is metal,is metal
it has a shaft,has a shaft
it has a head,has a head
it is made of plastic,is made of plastic
it is flat,is flat
it is used for serving food,is used for serving food
it is white,is white
it is used for eating meals,is used for eating meals
it has a rim,has a rim
it is used for holding food,is used for holding food
it has a lip,has a lip
it has a center hole,has a center hole
it is a vehicle,is a vehicle
it has 4 wheels,has 4 wheels
it is used for public transportation,is used for public transportation
it has a motor,has a motor
it has seats,has seats
it has a roof,has a roof
it is used for transportation,is used for transportation
it is used for carrying people,is used for carrying people
it has a driver,has a driver
it is musical,is musical
it is an instrument,is an instrument
it is a musical instrument,is a musical instrument
it is red,is red
it is big,is big
it has buttons,has buttons
it is a wind instrument,is a wind instrument
it has a bellows,has a bellows
it has a keyboard,has a keyboard
it is portable,is portable
it has a handle,has a handle
it is used for playing music,is used for playing music
it is a reptile,is a reptile
it lives in water,lives in water
it has a long tail,has a long tail
it is dangerous,is dangerous
it lives in swamps,lives in swamps
it eats meat,eats meat
it has sharp teeth,has sharp teeth
it has a hard shell,has a hard shell
it is grey,is grey
it is used to transport sick people,is used to transport sick people
it is used for emergencies,is used for emergencies
it is used to save lives,is used to save lives
it has a siren,has a siren
it has a flashing light,has a flashing light
it is used by nurses,is used by nurses
it is used for medical purposes,is used for medical purposes
it has a light,has a light
it has 4 wheels,has 4 wheels
it has a horn,has a horn
it is used for boats,is used for boats
it is used in the sea,is used in the sea
it is used for ships,is used for ships
it is used for fishing,is used for fishing
it is heavy,is heavy
it is used for holding things in place,is used for holding things in place
it is made of metal,is made of metal
it has a rope attached to it,has a rope attached to it
it is small,is small
it is black,is black
it has a stinger,has a stinger
it lives in a colony,lives in a colony
it is an insect,is an insect
it has 6 legs,has 6 legs
it is black,is black
it is yellow,is yellow
it is red,is red
it is round,is round
it is sweet,is sweet
it is healthy,is healthy
it is tasty,is tasty
it is sweet,is sweet
it is red,is red
it is delicious,is delicious
it is a fruit,is a fruit
it is healthy,is healthy
it is used for cooking,is used for cooking
it is used for protection,is used for protection
it is used for cleaning,is used for cleaning
it is used for decorating,is used for decorating
it is used by chefs,is used by chefs
it is used for cooking food,is used for cooking food
it has pockets,has pockets
it has a belt,has a belt
it has pockets,has pockets
it has a strap,has a strap
it is a container,is a container
it is used for cigarette butts,is used for cigarette butts
it is used for smoking,is used for smoking
it holds cigarettes,holds cigarettes
it is made of glass,is made of glass
it has a lid,has a lid
it is used for smoking cigarettes,is used for smoking cigarettes
it is made of plastic,is made of plastic
it is made of metal,is made of metal
it is green,is green
it is a vegetable,is a vegetable
it is edible,is edible
it is long,is long
it is a root vegetable,is a root vegetable
it grows from the ground,grows from the ground
it grows in gardens,grows in gardens
it is a plant,is a plant
it has a stem,has a stem
it has a stalk,has a stalk
it is a fruit,is a fruit
it has a pit,has a pit
it is green,is green
it is edible,is edible
it is round,is round
it can cut,can cut
it is sharp,is sharp
it is used for cutting trees,is used for cutting trees
it is used for chopping wood,is used for chopping wood
it has a handle,has a handle
it is long,is long
it is used for construction,is used for construction
it is brown,is brown
it is used for carrying things,is used for carrying things
it is used for shopping,is used for shopping
it has a handle,has a handle
it has a strap,has a strap
it is made of plastic,is made of plastic
it is used for putting things in,is used for putting things in
it is round,is round
it is used for playing,is used for playing
it is used in sports,is used in sports
it is black,is black
it is used in cricket,is used in cricket
it is white,is white
it is used in football,is used in football
it is made of rubber,is made of rubber
it bounces,bounces
it has laces,has laces
it can be kicked,can be kicked
it is colourful,is colourful
it is round,is round
it is used for parties,is used for parties
it is filled with air,is filled with air
it is used for fun,is used for fun
it floats,floats
it is made of rubber,is made of rubber
it can be used for decoration,can be used for decoration
it has a string attached to it,has a string attached to it
it is yellow,is yellow
it is edible,is edible
it is sweet,is sweet
it is long,is long
it has a peel,has a peel
it has seeds,has seeds
it is tasty,is tasty
it grows on trees,grows on trees
it is fruit,is fruit
it is tropical,is tropical
it grows in bunches,grows in bunches
it is a fruit,is a fruit
it is a tropical fruit,is a tropical fruit
it has strings,has strings
it is yellow,is yellow
it has a long neck,has a long neck
it is used for playing music,is used for playing music
it is used for playing country music,is used for playing country music
it is used for making music,is used for making music
it is used for playing folk music,is used for playing folk music
it is musical,is musical
it is an instrument,is an instrument
it is a musical instrument,is a musical instrument
it is made of wood,is made of wood
it is cylindrical,is cylindrical
it is used for storing things,is used for storing things
it is used for transporting things,is used for transporting things
it is used for shipping things,is used for shipping things
it has a lid,has a lid
it has a handle,has a handle
it is used to store things,is used to store things
it has a bottom,has a bottom
it is a container,is a container
it is used for carrying things,is used for carrying things
it is used for shopping,is used for shopping
it is used for storing things,is used for storing things
it is made of wood,is made of wood
it is used for carrying things,is used for carrying things
it has a handle,has a handle
it has a lid,has a lid
it is used to carry fruits,is used to carry fruits
it is green,is green
it is a vegetable,is a vegetable
it is tasty,is tasty
it is healthy,is healthy
it is a food,is a food
it grows on plants,grows on plants
it can be eaten raw or cooked,can be eaten raw or cooked
it can be eaten with rice,can be eaten with rice
it is a legume,is a legume
it is big,is big
it is brown,is brown
it is furry,is furry
it is dangerous,is dangerous
it has sharp claws,has sharp claws
it lives in the forest,lives in the forest
it eats meat,eats meat
it hibernates in winter,hibernates in winter
it has a long tail,has a long tail
it is an omnivore,is an omnivore
it has 4 legs,has 4 legs
it walks on all fours,walks on all fours
it is brown,is brown
it has a tail,has a tail
it lives in canada,lives in canada
it has 5 teeth,has 5 teeth
it is furry,is furry
it is an animal,is an animal
it eats wood,eats wood
it is a mammal,is a mammal
it has 4 legs,has 4 legs
it is made of wood,is made of wood
it is soft,is soft
it is used for sleeping,is used for sleeping
it has a mattress,has a mattress
it is used for resting,is used for resting
it is used for rest,is used for rest
it has a pillow,has a pillow
it is used for resting,is used for resting
it has a blanket,has a blanket
it makes you feel comfortable,makes you feel comfortable
it has six legs,has six legs
it is small,is small
it has a hard shell,has a hard shell
it is black,is black
it flies,flies
it is used for holding trousers,is used for holding trousers
it is used for holding up trousers,is used for holding up trousers
it is used for holding up skirts,is used for holding up skirts
it is used for holding up dresses,is used for holding up dresses
it is used for holding up shirts,is used for holding up shirts
it is used for holding up guns,is used for holding up guns
it is used for holding up knives,is used for holding up knives
it is made of wood,is made of wood
it is used for sitting,is used for sitting
it is a piece of furniture,is a piece of furniture
it has a back,has a back
it is used for sitting on,is used for sitting on
it is used in parks,is used in parks
it has a seat,has a seat
it has a back rest,has a back rest
it is used for sitting on,is used for sitting on
it is used for resting,is used for resting
it is sweet,is sweet
it is eaten with tea,is eaten with tea
it is a food,is a food
it has chocolate,has chocolate
it is a cake,is a cake
it is a cookie,is a cookie
it is eaten with milk,is eaten with milk
it is a sweet,is a sweet
it has sugar,has sugar
it is a snack,is a snack
it is used for making smoothies,is used for making smoothies
it is used for blending food,is used for blending food
it has a motor,has a motor
it is used for cutting food,is used for cutting food
it is used for cooking,is used for cooking
it is used to prepare food,is used to prepare food
it has a glass container,has a glass container
it can be used to make ice cream,can be used to make ice cream
it can be used to make gravy,can be used to make gravy
it is a shirt,is a shirt
it is a woman 's top,is a woman 's top
it is a dress,is a dress
it is white,is white
it is long sleeved,is long sleeved
it has buttons,has buttons
it has a collar,has a collar
it is worn by girls,is worn by girls
it has sleeves,has sleeves
it is a fruit,is a fruit
it is small,is small
it is red,is red
it is sweet,is sweet
it grows on bushes,grows on bushes
it is edible,is edible
it has seeds,has seeds
it is a berry,is a berry
it is big,is big
it has a motor,has a motor
it has a sail,has a sail
it is used for fishing,is used for fishing
it has a wheel,has a wheel
it is used for transporting people,is used for transporting people
it is used for sailing,is used for sailing
it has a timer,has a timer
it explodes,explodes
it is used for killing,is used for killing
it is dangerous,is dangerous
it is used for war,is used for war
it is used for destruction,is used for destruction
it is used by terrorists,is used by terrorists
it is used for fighting,is used for fighting
it is used for fighting in wars,is used for fighting in wars
it is used for fighting in wars by terrorists,is used for fighting in wars by terrorists
it is a type of document,is a type of document
it has pages,has pages
it has words,has words
it has chapters,has chapters
it is written by an author,is written by an author
it is used for studying,is used for studying
it teaches people,teaches people
it has information,has information
it is used for learning,is used for learning
it is used for schoolwork,is used for schoolwork
it has information about something,has information about something
it has a lid,has a lid
it is made of glass,is made of glass
it has a bottom,has a bottom
it has a neck,has a neck
it is used for holding liquids,is used for holding liquids
it has a mouth,has a mouth
it is clear,is clear
it has a curved shape,has a curved shape
it can be recycled,can be recycled
it is a bunch of flowers,is a bunch of flowers
it is for a woman,is for a woman
it is pretty,is pretty
it is colorful,is colorful
it is pink,is pink
it is for a wedding,is for a wedding
it is for a birthday,is for a birthday
it has roses in it,has roses in it
it has white flowers in it,has white flowers in it
it has yellow flowers in it,has yellow flowers in it
it has many flowers,has many flowers
it is round,is round
it is made of metal,is made of metal
it has a handle,has a handle
it is used for eating,is used for eating
it has a lid,has a lid
it has a bottom,has a bottom
it is used for food,is used for food
it is used for soup,is used for soup
it holds food,holds food
it is used for cereal,is used for cereal
it can hold water,can hold water
it is a box,is a box
it is made of wood,is made of wood
it is big,is big
it has a lid,has a lid
it is made of paper,is made of paper
it is rectangular,is rectangular
it has a handle,has a handle
it has a lid,has a lid
it has a flat bottom,has a flat bottom
it has a lock,has a lock
it is used for holding up breasts,is used for holding up breasts
it is used by women,is used by women
it is worn by women,is worn by women
it is used for underwear,is used for underwear
it is white,is white
it is made of cotton,is made of cotton
it has straps,has straps
it has cups for the breasts,has cups for the breasts
it has a back strap,has a back strap
it has a front strap,has a front strap
it is used for clothing,is used for clothing
it is made of wheat,is made of wheat
it has a crust,has a crust
it has a soft middle,has a soft middle
it is used for sandwiches,is used for sandwiches
it is used for toast,is used for toast
it is used for breakfast,is used for breakfast
it is used for lunch,is used for lunch
it is a food,is a food
it has a baguette,has a baguette
it comes in a loaf,comes in a loaf
it is rectangular,is rectangular
it is made of clay,is made of clay
it has a flat surface,has a flat surface
it is used for building,is used for building
it is heavy,is heavy
it is grey,is grey
it is used for walls,is used for walls
it has a rough surface,has a rough surface
it is used for houses,is used for houses
it is used for protection,is used for protection
it is green,is green
it is healthy,is healthy
it is good for you,is good for you
it is a vegetable,is a vegetable
it is a plant,is a plant
it has leaves,has leaves
it is edible,is edible
it has flowers,has flowers
it is a plant,is a plant
it is used for sweeping,is used for sweeping
it is thin,is thin
it is long,is long
it is used for cleaning,is used for cleaning
it is made of wood,is made of wood
it is used for cleaning floors,is used for cleaning floors
it has a handle,has a handle
it has a brush,has a brush
it is used for carrying water,is used for carrying water
it is used for gardening,is used for gardening
it is used for cleaning,is used for cleaning
it is made of plastic,is made of plastic
it is used for cleaning the house,is used for cleaning the house
it is a container,is a container
it is a vessel,is a vessel
it has a handle,has a handle
it has a spout,has a spout
it is used for fastening clothes,is used for fastening clothes
it is used for keeping things together,is used for keeping things together
it is used for belts,is used for belts
it is used for securing things,is used for securing things
it is made of metal,is made of metal
it is used by people,is used by people
it is used by animals,is used by animals
it is used for safety,is used for safety
it is used for keeping things in place,is used for keeping things in place
it has 4 wheels,has 4 wheels
it is used for carrying things,is used for carrying things
it is made of metal,is made of metal
it is used for transporting people,is used for transporting people
it is used for moving things,is used for moving things
it has a seat,has a seat
it is big,is big
it is used for the army,is used for the army
it is old,is old
it is a shell,is a shell
it is a projectile,is a projectile
it is a bullet,is a bullet
it is fired from a gun,is fired from a gun
it is used for killing,is used for killing
it is a weapon,is a weapon
it has a metal tip,has a metal tip
it is used for hunting,is used for hunting
it has a gun powder inside,has a gun powder inside
it is big,is big
it is used for public transport,is used for public transport
it has wheels,has wheels
it has seats,has seats
it has a driver,has a driver
it has passengers,has passengers
it is used for travelling,is used for travelling
it is used for long distances,is used for long distances
it has a roof,has a roof
it travels on roads,travels on roads
it is yellow,is yellow
it is colourful,is colourful
it flies,flies
it is pretty,is pretty
it has wings,has wings
it is big,is big
it has antennae,has antennae
it is a bug,is a bug
it has 6 legs,has 6 legs
it has 4 wings,has 4 wings
it is colourful,is colourful
it is green,is green
it is a vegetable,is a vegetable
it has leaves,has leaves
it has a stem,has a stem
it is eaten with meat,is eaten with meat
it is cooked,is cooked
it is a cabbage,is a cabbage
it has leaves,has leaves
it has roots,has roots
it grows on the ground,grows on the ground
it is made of metal,is made of metal
it has a door,has a door
it is used for keeping animals,is used for keeping animals
it has a lock,has a lock
it is used for keeping birds,is used for keeping birds
it has a roof,has a roof
it is used for keeping animals in zoos,is used for keeping animals in zoos
it is used for keeping animals in the house,is used for keeping animals in the house
it is sweet,is sweet
it is round,is round
it is made of sugar,is made of sugar
it is made of flour,is made of flour
it has frosting,has frosting
it has icing,has icing
it has chocolate chips,has chocolate chips
it has sprinkles,has sprinkles
it is delicious,is delicious
it is made of sugar,is made of sugar
it comes in different flavors,comes in different flavors
it is big,is big
it is a desert animal,is a desert animal
it has a hump,has a hump
it has 4 legs,has 4 legs
it has a long neck,has a long neck
it is long,is long
it is a light,is a light
it has a flame,has a flame
it is used for light,is used for light
it burns,burns
it is used for lighting,is used for lighting
it is made of wax,is made of wax
it is used for lighting up rooms,is used for lighting up rooms
it is used for decoration,is used for decoration
it has a wick,has a wick
it is used for war,is used for war
it is a weapon,is a weapon
it has a barrel,has a barrel
it is used for firing,is used for firing
it is made of metal,is made of metal
it fires,fires
it is loud,is loud
it fires bullets,fires bullets
it is long,is long
it is used in water,is used in water
it is used for transportation,is used for transportation
it is made of wood,is made of wood
it is used in africa,is used in africa
it has a motor,has a motor
it is used for fishing,is used for fishing
it has a motor,has a motor
it is black,is black
it is made of metal,is made of metal
it has 4 wheels,has 4 wheels
it can carry people,can carry people
it is a vehicle,is a vehicle
it has a steering wheel,has a steering wheel
it has a seat belt,has a seat belt
it has a door,has a door
it has a horn,has a horn
it can drive,can drive
it has a window,has a window
it is a vegetable,is a vegetable
it is orange,is orange
it is a root,is a root
it is healthy,is healthy
it is a food,is a food
it has a leaf,has a leaf
it has a stalk,has a stalk
it is edible,is edible
it tastes good,tastes good
it grows underground,grows underground
it grows in the ground,grows in the ground
it has wheels,has wheels
it is used for transporting things,is used for transporting things
it is used to carry things,is used to carry things
it has a motor,has a motor
it is used for carrying people,is used for carrying people
it is used for moving things from one place to another,is used for moving things from one place to another
it has a steering wheel,has a steering wheel
it has a seat belt,has a seat belt
it is used for transporting goods,is used for transporting goods
it is made of metal,is made of metal
it is furry,is furry
it is a mammal,is a mammal
it has 4 legs,has 4 legs
it has black spots,has black spots
it is a carnivore,is a carnivore
it hunts,hunts
it is yellow,is yellow
it is small,is small
it has claws,has claws
it is a pet,is a pet
it is a larva,is a larva
it is a worm,is a worm
it is a butterfly,is a butterfly
it has a body,has a body
it has legs,has legs
it has wings,has wings
it eats leaves,eats leaves
it eats flowers,eats flowers
it eats plants,eats plants
it is white,is white
it is a vegetable,is a vegetable
it is yellow,is yellow
it is eaten by people,is eaten by people
it is used for cooking,is used for cooking
it is green,is green
it grows in the ground,grows in the ground
it is not poisonous,is not poisonous
it belongs to the cabbage family,belongs to the cabbage family
it has flowers,has flowers
it is a vegetable,is a vegetable
it has a stalk,has a stalk
it is used for cooking,is used for cooking
it is green,is green
it has leaves,has leaves
it is crunchy,is crunchy
it tastes good,tastes good
it is a herb,is a herb
it is used for salads,is used for salads
it grows in gardens,grows in gardens
it is musical,is musical
it is an instrument,is an instrument
it is a musical instrument,is a musical instrument
it has 4 strings,has 4 strings
it is played by a musician,is played by a musician
it has a bow,has a bow
it is black,is black
it is long,is long
it is made of metal,is made of metal
it is used for holding,is used for holding
it is used for pulling,is used for pulling
it is used for binding,is used for binding
it is used to pull things,is used to pull things
it is used to hold things,is used to hold things
it has links,has links
it has a handle,has a handle
it has a hook,has a hook
it is used for lifting,is used for lifting
it has a loop,has a loop
it is made of wood,is made of wood
it has 4 legs,has 4 legs
it is used for sitting,is used for sitting
it is used for relaxing,is used for relaxing
it has a back,has a back
it has a seat,has a seat
it is used for writing,is used for writing
it is used to support your back,is used to support your back
it has arms,has arms
it is made of metal,is made of metal
it has a chain,has a chain
it is made of glass,is made of glass
it is used for lighting,is used for lighting
it is used for decoration,is used for decoration
it has a bulb,has a bulb
it has a light,has a light
it is used for shining light on something,is used for shining light on something
it is used for lighting a room,is used for lighting a room
it is used for decoration,is used for decoration
it is yellow,is yellow
it is made of milk,is made of milk
it is edible,is edible
it is soft,is soft
it is a dairy product,is a dairy product
it is salty,is salty
it has holes,has holes
it is a food,is a food
it runs fast,runs fast
it hunts,hunts
it is yellow,is yellow
it is hunted by people,is hunted by people
it is a carnivore,is a carnivore
it is a mammal,is a mammal
it lives in africa,lives in africa
it is furry,is furry
it has 4 legs,has 4 legs
it is fast,is fast
it has black spots,has black spots
it is a cat,is a cat
it is an animal,is an animal
it is red,is red
it is sweet,is sweet
it is a fruit,is a fruit
it is used for making wine,is used for making wine
it is used for making jam,is used for making jam
it is brown,is brown
it is furry,is furry
it lives in trees,lives in trees
