feature,changed_feature
is used for sewing,is used to sew
is used for eating food,is used to eat food
is used for serving food,is used to serve food
is used for serving food,is used to serve food
is used for traveling,is used to travel
is used for shooting,is used to shoot
is used for fighting,is used to fight
is used for fighting wars,is used to fight wars
is used for fighting battles,is used to fight battles
is used for carrying loads,is used to carry loads
is used for carrying hay,is used to carry hay
is used for carrying logs,is used to carry logs
is used for carrying hay bales,is used to carry hay bales
is used for carrying manure,is used to carry manure
is used for carrying groceries,is used to carry groceries
is used for holding something,is used to hold something
is used for tying up an animal,is used to tie up an animal
is used for tying up a dog,is used to tie up a dog
is used for holding a dog,is used to hold a dog
is used for sitting on,is used to sit on
is used for sitting on,is used to sit on
is used for making jams,is used to make jams
is used for carving,is used to carve
is used for shaping,is used to shape
is used for sculpting,is used to sculpt
is used for smoking,is used to smoke
is used for smoking,is used to smoke
is used for playing music,is used to play music
is used for playing classical music,is used to play classical music
is used for playing jazz music,is used to play jazz music
is used for playing folk music,is used to play folk music
is used for telling time,is used to tell time
is used for telling time,is used to tell time
is used for keeping track of time,is used to keep track of time
is used for buying things,is used to buy things
is used for opening wine,is used to open wine
is used for opening bottles,is used to open bottles
is used for taking corks out of bottles,is used to take corks out of bottles
is used for opening bottle caps,is used to open bottle caps
is used for writing,is used to write
is used for coloring,is used to color
is used for drawing,is used to draw
is used for coloring books,is used to color books
is used for coloring pictures,is used to color pictures
is used for hunting deer,is used to hunt deer
is used for hunting rabbits,is used to hunt rabbits
is used for hunting birds,is used to hunt birds
is used for prying,is used to pry
is used for opening crates,is used to open crates
is used for opening doors,is used to open doors
is used for breaking things,is used to break things
is used for prying things open,is used to pry things open
is used for drinking,is used to drink
is used for eating,is used to eat
is used for holding liquids,is used to hold liquids
is used for sitting,is used to sit
is used for resting,is used to rest
is used for sitting on the floor,is used to sit on the floor
is used for sitting on the couch,is used to sit on the couch
is used for sitting on chairs,is used to sit on chairs
is used for stabbing,is used to stab
is used for stabbing people,is used to stab people
is used for writing,is used to write
is used for working on,is used to work on
is used for studying,is used to study
is used for washing dishes,is used to wash dishes
is used for hunting,is used to hunt
is used for guarding property,is used to guard property
is used for hauling,is used to haul
is used for transporting,is used to transport
is used for riding,is used to ride
is used for riding to school,is used to ride to school
is used for carrying goods,is used to carry goods
is used for turning,is used to turn
is used for storing clothes,is used to store clothes
is used for storing underwear,is used to store underwear
is used for storing clothes,is used to store clothes
is used for drilling,is used to drill
is used for mailing,is used to mail
is used for eating,is used to eat
is used for eating meat,is used to eat meat
is used for eating spaghetti,is used to eat spaghetti
is used for eating salad,is used to eat salad
is used for eating corn on the cob,is used to eat corn on the cob
is used for eating fish,is used to eat fish
is used for eating chips,is used to eat chips
is used for cooking,is used to cook
is used for making garlic salt,is used to make garlic salt
is used for making music,is used to make music
is used for making music in the country,is used to make music in the country
is used for hunting,is used to hunt
is used for killing,is used to kill
is used for pounding,is used to pound
is used for pounding nails,is used to pound nails
is used for cutting,is used to cut
is used for chopping,is used to chop
is used for making firewood,is used to make firewood
is used for cutting wood,is used to cut wood
is used for farming,is used to farm
is used for gardening,is used to garden
is used for riding,is used to ride
is used for spraying plants,is used to spray plants
are used for working in the fields,are used to work in the fields
are used for working on farms,are used to work on farms
is used for transporting people,is used to transport people
is used for hunting,is used to hunt
is used for making tea,is used to make tea
is used for opening locks,is used to open locks
is used for turning,is used to turn
is used for locking things,is used to lock things
is used for unlocking doors,is used to unlock doors
is used for flying,is used to fly
is used for cutting,is used to cut
is used for stabbing,is used to stab
is used for chopping,is used to chop
is used for eating soup,is used to eat soup
is used for eating,is used to eat
is used for eating soup,is used to eat soup
is used for giving light,is used to give light
is used for lighting up,is used to light up
is used for reading,is used to read
is used for camping,is used to camp
is used for lighting a backyard party,is used to light a backyard party
is used for lighting a tent,is used to light a tent
is used for lighting a picnic,is used to light a picnic
is used for lighting a campsite,is used to light a campsite
is used for cutting,is used to cut
is used for chopping,is used to chop
is used for hunting,is used to hunt
is used for killing animals,is used to kill animals
is used for cutting trees,is used to cut trees
is used for viewing,is used to view
is used for viewing small objects,is used to view small objects
is used for reheating food,is used to reheat food
is used for cooking vegetables,is used to cook vegetables
is used for grooming,is used to groom
is used for looking at yourself,is used to look at yourself
is used for applying makeup,is used to apply makeup
is used for making yourself look pretty,is used to make yourself look pretty
is used for going fast,is used to go fast
is used for going far,is used to go far
is used for drinking,is used to drink
is used for holding coffee,is used to hold coffee
is used for holding tea,is used to hold tea
is used for wiping,is used to wipe
is used for making juice,is used to make juice
is used for baking,is used to bake
is used for cooking food,is used to cook food
is used for cooking food,is used to cook food
is used for hanging things,is used to hang things
is used for hanging clothes,is used to hang clothes
is used for writing,is used to write
is used for writing letters,is used to write letters
is used for signing checks,is used to sign checks
is used for writing,is used to write
is used for drawing,is used to draw
is used for writing letters,is used to write letters
are used for playing music,are used to play music
is used for sleeping,is used to sleep
is used for resting,is used to rest
is used for resting your head,is used to rest your head
are used for turning nuts,are used to turn nuts
are used for turning screws,are used to turn screws
are used for bending metal,are used to bend metal
are used for gripping objects,are used to grip objects
is used for riding,is used to ride
is used for showing movies,is used to show movies
is used for showing slides,is used to show slides
is used for showing pictures,is used to show pictures
is used for showing videos,is used to show videos
is used for listening to music,is used to listen to music
is used for floating on water,is used to float on water
is used for swimming,is used to swim
is used for gardening,is used to garden
is used for raking,is used to rake
is used for cleaning leaves,is used to clean leaves
is used for clearing leaves,is used to clear leaves
is used for shaving,is used to shave
is used for cutting hair,is used to cut hair
is used for removing facial hair,is used to remove facial hair
is used for removing body hair,is used to remove body hair
is used for hunting,is used to hunt
is used for killing animals,is used to kill animals
is used for killing people,is used to kill people
is used for hunting,is used to hunt
is used for killing animals,is used to kill animals
is used for killing deer,is used to kill deer
is used for killing ducks,is used to kill ducks
is used for shooting,is used to shoot
is used for tying,is used to tie
is used for tying boats to docks,is used to tie boats to docks
is used for tying boxes to trucks,is used to tie boxes to trucks
is used for tying things together,is used to tie things together
is used for pulling things,is used to pull things
is used for pulling boats,is used to pull boats
is used for pulling carts,is used to pull carts
is used for pulling sleds,is used to pull sleds
is used for measuring,is used to measure
is used for drawing straight lines,is used to draw straight lines
is used for drawing lines on paper,is used to draw lines on paper
is used for measuring distances,is used to measure distances
is used for sanding,is used to sand
is used for smoothing,is used to smooth
is used for smoothing wood,is used to smooth wood
is used for shaping wood,is used to shape wood
are used for cutting cloth,are used to cut cloth
are used for cutting paper,are used to cut paper
are used for cutting hair,are used to cut hair
are used for cutting threads,are used to cut threads
is used for tightening screws,is used to tighten screws
is used for driving screws,is used to drive screws
is used for unscrewing screws,is used to unscrew screws
is used for prying things,is used to pry things
is used for wrapping food,is used to wrap food
is used for wrapping sushi,is used to wrap sushi
is used for wrapping fish,is used to wrap fish
is used for wrapping sushi rolls,is used to wrap sushi rolls
is used for digging,is used to dig
is used for gardening,is used to garden
is used for digging holes,is used to dig holes
is used for cleaning,is used to clean
is used for washing dishes,is used to wash dishes
is used for scrubbing,is used to scrub
is used for cleaning vegetables,is used to clean vegetables
is used for washing hands,is used to wash hands
is used for skateboarding,is used to skateboard
is used for cooking,is used to cook
is used for scraping,is used to scrape
is used for stirring,is used to stir
is used for hunting,is used to hunt
is used for fighting,is used to fight
is used for killing,is used to kill
is used for eating,is used to eat
is used for stirring,is used to stir
is used for eating,is used to eat
is used for walking,is used to walk
is used for beating,is used to beat
is used for hitting,is used to hit
is used for fighting,is used to fight
is used for straining,is used to strain
is used for draining,is used to drain
is used for cooking,is used to cook
is used for spying,is used to spy
is used for surfing,is used to surf
is used for playing,is used to play
is used for swimming,is used to swim
is worn for swimming,is worn to swim
is used for swimming,is used to swim
is used for fighting,is used to fight
is used for killing people,is used to kill people
is used for eating,is used to eat
is used for studying,is used to study
is used for working,is used to work
is used for camping,is used to camp
is used for sleeping,is used to sleep
is used for camping outdoors,is used to camp outdoors
is used for measuring temperature,is used to measure temperature
is used for sewing,is used to sew
is used for making toast,is used to make toast
is used for making grilled cheese sandwiches,is used to make grilled cheese sandwiches
is used for making grilled cheese sandwiches,is used to make grilled cheese sandwiches
are used for cooking,are used to cook
are used for turning food,are used to turn food
are used for turning meat,are used to turn meat
are used for turning vegetables,are used to turn vegetables
are used for turning fish,are used to turn fish
are used for turning pizza,are used to turn pizza
is used for farming,is used to farm
is used for plowing,is used to plow
is used for tilling,is used to till
is used for planting,is used to plant
is used for carrying goods,is used to carry goods
is used for carrying passengers,is used to carry passengers
is used for traveling long distances,is used to travel long distances
is used for carrying things,is used to carry things
is used for serving food,is used to serve food
is used for carrying food,is used to carry food
is used for serving food,is used to serve food
is used for racing,is used to race
is used for cooking,is used to cook
is used for holding a pot over a fire,is used to hold a pot over a fire
is used for cooking food,is used to cook food
is used for transporting,is used to transport
is used for hauling goods,is used to haul goods
is used for hauling cargo,is used to haul cargo
is used for hauling supplies,is used to haul supplies
is used for playing music,is used to play music
is used for playing jazz,is used to play jazz
is used for writing,is used to write
is used for writing letters,is used to write letters
is used for writing reports,is used to write reports
is used for writing books,is used to write books
is used for writing checks,is used to write checks
is used for transporting,is used to transport
is used for transporting people,is used to transport people
is used for transporting goods,is used to transport goods
is used for playing music,is used to play music
is used for casting spells,is used to cast spells
is used for performing magic tricks,is used to perform magic tricks
is used for performing magic shows,is used to perform magic shows
is used for moving things,is used to move things
is used for moving heavy objects,is used to move heavy objects
is used for moving dirt,is used to move dirt
is used for riding,is used to ride
is used for riding horses,is used to ride horses
is used for riding horses on farms,is used to ride horses on farms
is used for riding horses in the country,is used to ride horses in the country
is used for sailing,is used to sail
is used for racing,is used to race
is used for smoking,is used to smoke
is used for smoking tobacco,is used to smoke tobacco
is used for grooming,is used to groom
is used for cleaning,is used to clean
is used for removing hair,is used to remove hair
is used for sitting on,is used to sit on
is used for covering floors,is used to cover floors
is used for sewing,is used to sew
is used for sewing clothes,is used to sew clothes
is used for making buttonholes,is used to make buttonholes
is used for serving food,is used to serve food
is used for serving food,is used to serve food
is used for serving food,is used to serve food
is used for carrying passengers,is used to carry passengers
is used for moving people,is used to move people
is used for holding cigarettes,is used to hold cigarettes
is used for smoking,is used to smoke
is used for putting cigarettes out in,is used to put cigarettes out in
is used for cooking,is used to cook
is used for chopping,is used to chop
is used for cutting,is used to cut
is used for carrying things,is used to carry things
is used for playing games,is used to play games
is used for storing things,is used to store things
is used for gathering fruit,is used to gather fruit
is used for gathering vegetables,is used to gather vegetables
is used for sleeping,is used to sleep
is used for sleeping,is used to sleep
is used for getting a good night 's sleep,is used to get a good night 's sleep
is used for resting,is used to rest
is used for cooking,is used to cook
is used for chopping,is used to chop
is used for mixing,is used to mix
is used for sailing,is used to sail
is used for killing,is used to kill
is used for storing things,is used to store things
is used for holding things,is used to hold things
is used for eating,is used to eat
is used for cooking,is used to cook
is used for storing things,is used to store things
is used for transporting things,is used to transport things
is used for shipping,is used to ship
is used for building,is used to build
is used for making buildings,is used to make buildings
is used for sweeping,is used to sweep
is used for sweeping,is used to sweep
is used for holding water,is used to hold water
is used for carrying water,is used to carry water
is used for collecting water,is used to collect water
is used for riding,is used to ride
is used for keeping animals,is used to keep animals
is used for riding,is used to ride
is used for hunting,is used to hunt
is used for killing,is used to kill
is used for shooting,is used to shoot
is used for hunting,is used to hunt
is used for transporting goods,is used to transport goods
is used for moving goods,is used to move goods
is used for transporting people,is used to transport people
is used for transporting people,is used to transport people
is used for cooking,is used to cook
is used for tethering,is used to tether
is used for binding,is used to bind
is used for securing,is used to secure
is used for tying,is used to tie
is used for lashing,is used to lash
is used for sitting,is used to sit
is used for sitting on,is used to sit on
is used for carving,is used to carve
is used for making a statue,is used to make a statue
is used for telling the time,is used to tell the time
is used for cooking,is used to cook
is used for drinking,is used to drink
is used for trading,is used to trade
is used for combing hair,is used to comb hair
is used for grooming,is used to groom
is used for styling,is used to style
is used for opening wine,is used to open wine
is used for opening wine bottles,is used to open wine bottles
is used for coloring,is used to color
is used for writing,is used to write
is used for coloring books,is used to color books
is used for hunting,is used to hunt
is used for killing,is used to kill
is used for breaking things,is used to break things
is used for prying,is used to pry
is used for opening things,is used to open things
is used for eating,is used to eat
is used for drinking,is used to drink
is used for resting,is used to rest
is used for stabbing,is used to stab
is used for killing,is used to kill
is used for washing dishes,is used to wash dishes
is used for cleaning dishes,is used to clean dishes
is used for playing,is used to play
is used for playing house,is used to play house
is used for playing with,is used to play with
is used for riding,is used to ride
is used for opening doors,is used to open doors
is used for turning,is used to turn
is used for locking doors,is used to lock doors
is used for locking and unlocking doors,is used to lock and unlocking doors
is used for storing clothes,is used to store clothes
is used for making a hole in the ground,is used to make a hole in the ground
is used for digging,is used to dig
is used for logging,is used to log
is used for keeping things in,is used to keep things in
is used for keeping out,is used to keep out
is used for playing,is used to play
is used for throwing,is used to throw
is used for playing soccer,is used to play soccer
is used for eating,is used to eat
is used for eating,is used to eat
is used for eating,is used to eat
is used for eating,is used to eat
is used for eating,is used to eat
is used for cooking,is used to cook
is used for keeping things in or out,is used to keep things in or out
is used for eating,is used to eat
is used for scraping,is used to scrape
is used for killing,is used to kill
is used for fighting,is used to fight
is used for singing,is used to singe
is used for playing music,is used to play music
is used for hunting,is used to hunt
is used for killing,is used to kill
is used for shooting,is used to shoot
is used for pounding,is used to pound
is used for building,is used to build
is used for cutting wood,is used to cut wood
is used for chopping wood,is used to chop wood
is used for fighting,is used to fight
is used for fighting fires,is used to fight fires
is used for farming,is used to farm
is used for farming,is used to farm
is used for riding,is used to ride
is used for racing,is used to race
is used for watering the garden,is used to water the garden
is used for watering the lawn,is used to water the lawn
is used for keeping warm,is used to keep warm
is used for storing,is used to store
is used for storing food,is used to store food
is used for hunting,is used to hunt
is used for cooking,is used to cook
is used for making tea,is used to make tea
is used for opening things,is used to open things
is used for opening locks,is used to open locks
is used for flying,is used to fly
is used for cutting,is used to cut
is used for killing,is used to kill
is used for serving food,is used to serve food
is used for cooking,is used to cook
is used for stirring,is used to stir
is used for reading,is used to read
is used for camping,is used to camp
is used for lighting up things,is used to light up things
is used for seeing things,is used to see things
is used for flavoring,is used to flavor
is used for cutting,is used to cut
is used for killing,is used to kill
is used for gardening,is used to garden
is used for clearing land,is used to clear land
is used for fighting,is used to fight
is used for cooking,is used to cook
is used for cooking food,is used to cook food
is used for making up,is used to make up
is used for shaving,is used to shave
is used for putting on make - up,is used to put on make - up
is used for racing,is used to race
is used for drinking,is used to drink
is used for drinking tea,is used to drink tea
is used for cooking,is used to cook
is used for wiping,is used to wipe
is used for cleaning,is used to clean
is used for wiping,is used to wipe
is used for hunting,is used to hunt
is used for cooking,is used to cook
is used for flavoring,is used to flavor
is used for cooking,is used to cook
is used for baking,is used to bake
is used for baking cookies,is used to bake cookies
is used for cooking,is used to cook
is used for garnishing,is used to garnish
is used for hanging things on,is used to hang things on
is used for hanging pictures on the wall,is used to hang pictures on the wall
is used for writing,is used to write
is used for writing letters,is used to write letters
is used for drawing,is used to draw
is used for writing,is used to write
is used for writing words,is used to write words
is used for writing sentences,is used to write sentences
is used for playing music,is used to play music
is used for making music,is used to make music
is used for making music,is used to make music
is used for racing,is used to race
is used for sleeping,is used to sleep
is used for resting,is used to rest
is used for sleeping on,is used to sleep on
is used for resting your head,is used to rest your head
is used for lying on,is used to lie on
are used for holding,are used to hold
are used for holding wires,are used to hold wires
is used for riding,is used to ride
is used for watching movies,is used to watch movies
is used for displaying,is used to display
is used for watching,is used to watch
is used for playing games,is used to play games
is used for playing games,is used to play games
is used for baking,is used to bake
is used for cooking,is used to cook
is used for making jam,is used to make jam
is used for making wine,is used to make wine
is used for carving,is used to carve
is used for cooking,is used to cook
is used for crossing water,is used to cross water
is used for raking,is used to rake
is used for gardening,is used to garden
is used for playing,is used to play
is used for shaking,is used to shake
is used for shaving,is used to shave
is used for cutting,is used to cut
is used for hunting,is used to hunt
is used for killing,is used to kill
is used for hunting,is used to hunt
is used for killing,is used to kill
is used for shooting,is used to shoot
is used for building,is used to build
is used for climbing,is used to climb
is used for tying things,is used to tie things
is used for measuring,is used to measure
is used for drawing lines,is used to draw lines
is used for drawing squares,is used to draw squares
is used for sanding,is used to sand
is used for smoothing,is used to smooth
is used for polishing,is used to polish
is used for making things smooth,is used to make things smooth
is used for cutting,is used to cut
is used for cutting paper,is used to cut paper
is used for eating,is used to eat
is used for covering the body,is used to cover the body
is used for digging,is used to dig
is used for gardening,is used to garden
is used for washing hands,is used to wash hands
is used for washing dishes,is used to wash dishes
is used for dancing,is used to dance
is used for cooking,is used to cook
is used for scraping,is used to scrape
is used for stirring,is used to stir
is used for mixing,is used to mix
is used for mixing,is used to mix
is used for stirring,is used to stir
is used for hunting,is used to hunt
is used for killing,is used to kill
is used for catching prey,is used to catch prey
is used for eating,is used to eat
is used for stirring,is used to stir
is used for eating,is used to eat
is used for walking,is used to walk
is used for hitting,is used to hit
is used for pointing,is used to point
is used for writing,is used to write
is used for straining,is used to strain
is used for cooking,is used to cook
is used for draining,is used to drain
is used for filtering,is used to filter
is used for spying,is used to spy
is used for surfing,is used to surf
is used for swimming,is used to swim
is used for riding waves,is used to ride waves
is used for swimming,is used to swim
is used for killing,is used to kill
is used for fighting,is used to fight
is used for stabbing,is used to stab
is used for eating,is used to eat
is used for resting,is used to rest
is used for holding objects,is used to hold objects
is used for traveling,is used to travel
is used for camping,is used to camp
is used for sewing,is used to sew
is used for holding things together,is used to hold things together
is used for sewing clothes,is used to sew clothes
is used for defecating,is used to defecate
is used for urinating,is used to urinate
is used for cleaning,is used to clean
is used for flushing,is used to flush
is used for cooking,is used to cook
is used for lifting,is used to lift
is used for grabbing,is used to grab
is used for holding,is used to hold
is used for farming,is used to farm
is used for plowing,is used to plow
is used for tilling,is used to till
is used for commuting,is used to commute
is used for carrying things,is used to carry things
is used for playing music,is used to play music
is used for marching band,is used to march band
is used for writing,is used to write
is used for typing,is used to type
is used for writing letters,is used to write letters
is used for writing documents,is used to write documents
is used for writing books,is used to write books
is used for walking,is used to walk
is used for walking,is used to walk
is used for racing,is used to race
is used for transporting goods,is used to transport goods
is used for carrying things,is used to carry things
is used for hitting,is used to hit
is used for playing music,is used to play music
is used for calling people,is used to call people
is used for playing,is used to play
is used for playing games,is used to play games
is used for racing,is used to race
is used for smoking,is used to smoke
is used for taking in smoke,is used to take in smoke
is used for grooming,is used to groom
is used for brushing,is used to brush
is used for cleaning,is used to clean
is used for sitting on,is used to sit on
is used for sewing,is used to sew
is used for holding food,is used to hold food
is used for eating,is used to eat
is used for serving food,is used to serve food
is used for commuting,is used to commute
is used for floating,is used to float
is used for gardening,is used to garden
is used for raking leaves,is used to rake leaves
is used for shaving,is used to shave
is used for cutting hair,is used to cut hair
is used for removing hair from the face,is used to remove hair from the face
is used for removing neck,is used to remove neck
is used for killing,is used to kill
is used for hunting,is used to hunt
is used for killing animals,is used to kill animals
is used for climbing,is used to climb
is used for tying things,is used to tie things
is used for hanging things,is used to hang things
is used for measuring,is used to measure
is used for drawing straight lines,is used to draw straight lines
is used for measuring length,is used to measure length
is used for measuring height,is used to measure height
is used for sanding,is used to sand
is used for smoothing wood,is used to smooth wood
is used for scraping,is used to scrape
is used for finishing wood,is used to finish wood
are used for cutting paper,are used to cut paper
is used for tightening,is used to tighten
is used for turning,is used to turn
is used for opening cans,is used to open cans
is used for swimming,is used to swim
is used for balancing on ice,is used to balance on ice
is used for playing on ice,is used to play on ice
is used for swimming,is used to swim
is used for wrapping food,is used to wrap food
is used for digging,is used to dig
is used for moving dirt,is used to move dirt
is used for gardening,is used to garden
is used for washing dishes,is used to wash dishes
is used for rinsing dishes,is used to rinse dishes
is used for spraying,is used to spray
is used for cooking,is used to cook
is used for mixing,is used to mix
is used for scraping,is used to scrape
is used for stirring,is used to stir
is used for fighting,is used to fight
is used for hunting,is used to hunt
is used for stabbing,is used to stab
is used for eating,is used to eat
is used for stirring,is used to stir
is used for hunting,is used to hunt
is used for walking,is used to walk
is used for writing,is used to write
is used for drawing,is used to draw
is used for fighting,is used to fight
is used for cooking,is used to cook
is used for cooking,is used to cook
is used for attacking,is used to attack
is used for spying,is used to spy
is used for surfing,is used to surf
is used for surfing the waves,is used to surf the waves
is used for swimming,is used to swim
is used for fighting,is used to fight
is used for eating,is used to eat
is used for working,is used to work
is used for eating,is used to eat
is used for camping,is used to camp
is used for sleeping,is used to sleep
is used for measuring temperature,is used to measure temperature
is used for taking temperature,is used to take temperature
is used for sewing,is used to sew
is used for cooking food,is used to cook food
is used for cooking,is used to cook
is used for cooking food,is used to cook food
is used for flipping food,is used to flip food
is used for picking up food,is used to pick up food
is used for flipping food,is used to flip food
is used for farming,is used to farm
is used for moving large objects,is used to move large objects
is used for carrying,is used to carry
is used for serving food,is used to serve food
is used for serving food,is used to serve food
is used for holding cameras,is used to hold cameras
is used for taking pictures,is used to take pictures
is used for carrying things,is used to carry things
is used for moving things,is used to move things
is used for thanksgiving,is used to thanksgive
is used for eating,is used to eat
is used for writing,is used to write
is used for typing,is used to type
is used for printing,is used to print
is used for walking in the rain,is used to walk in the rain
is used for transporting goods,is used to transport goods
is used for transporting goods,is used to transport goods
is used for transporting people,is used to transport people
is used for mourning,is used to mourn
is used for moving objects,is used to move objects
is used for moving items,is used to move items
is used for transporting items,is used to transport items
is used for hitting balls,is used to hit balls
is used for farming,is used to farm
is used for smoking,is used to smoke
is used for styling,is used to style
is used for flying,is used to fly
is used for stretching,is used to stretch
is used for sewing,is used to sew
is used for fastening clothes,is used to fasten clothes
is used for eating,is used to eat
is used for serving food,is used to serve food
is used for smoking,is used to smoke
is used for holding cigarettes,is used to hold cigarettes
is used for hunting,is used to hunt
is used for storing things,is used to store things
is used for sleeping,is used to sleep
is used for resting,is used to rest
is used for sleeping,is used to sleep
is used for cleaning,is used to clean
is used for gambling,is used to gamble
is used for drawing,is used to draw
is used for hunting,is used to hunt
is used for writing,is used to write
is used for sitting,is used to sit
is used for studying,is used to study
is used for washing dishes,is used to wash dishes
is used for cleaning dishes,is used to clean dishes
is used for boring holes in wood,is used to bore holes in wood
is used for playing games,is used to play games
is used for eating,is used to eat
is used for cooking,is used to cook
is used for hunting,is used to hunt
is used for cutting,is used to cut
is used for farming,is used to farm
is used for cutting,is used to cut
is used for cooking,is used to cook
is used for camping,is used to camp
is used for cutting,is used to cut
is used for gardening,is used to garden
is used for farming,is used to farm
is used for drinking,is used to drink
is used for writing,is used to write
is used for gardening,is used to garden
is used for cleaning,is used to clean
is used for climbing,is used to climb
is used for tying things up,is used to tie things up
is used for sailing,is used to sail
is used for measuring,is used to measure
is used for keeping warm,is used to keep warm
are used for sewing,are used to sew
is used for tightening,is used to tighten
is used for keeping warm,is used to keep warm
is used for digging,is used to dig
is used for gardening,is used to garden
is used for washing dishes,is used to wash dishes
is used for rinsing dishes,is used to rinse dishes
is used for hunting,is used to hunt
is used for eating,is used to eat
is used for walking,is used to walk
is used for straining,is used to strain
is used for cooking,is used to cook
is used for spying,is used to spy
is used for surfing,is used to surf
is used for swimming,is used to swim
is worn for swimming,is worn to swim
is used for eating,is used to eat
is used for camping,is used to camp
is used for sewing,is used to sew
is used for bathing,is used to bathe
are used for cooking,are used to cook
is used for racing,is used to race
is used for smoking tobacco,is used to smoke tobacco
is used for smoking,is used to smoke
is used for serving food,is used to serve food
is used for eating food,is used to eat food
is used for playing music,is used to play music
is used for transporting sick people,is used to transport sick people
is used for smoking,is used to smoke
is used for putting out cigarettes,is used to put out cigarettes
is used for cutting wood,is used to cut wood
is used for cutting wood,is used to cut wood
is used for carrying things,is used to carry things
is used for carrying things,is used to carry things
is used for making wine,is used to make wine
is used for carrying things,is used to carry things
is used for carrying vegetables,is used to carry vegetables
is used for sleeping,is used to sleep
is used for resting,is used to rest
is used for mixing food,is used to mix food
is used for chopping food,is used to chop food
is used for making smoothies,is used to make smoothies
is used for making ice cream,is used to make ice cream
is used for making milkshakes,is used to make milkshakes
is used for making margaritas,is used to make margaritas
is used for sailing,is used to sail
is used for reading,is used to read
is used for storing liquids,is used to store liquids
is used for eating cereal,is used to eat cereal
is used for mixing food,is used to mix food
is used for serving food,is used to serve food
is used for serving soup,is used to serve soup
is used for making houses,is used to make houses
is used for fastening,is used to fasten
is used for holding things together,is used to hold things together
is used for carrying people,is used to carry people
is used for shooting,is used to shoot
is used for killing people,is used to kill people
is used for hunting,is used to hunt
is used for carrying things,is used to carry things
is used for binding,is used to bind
is used for tying up an animal,is used to tie up an animal
is used for tying up an person,is used to tie up an person
is used for sitting,is used to sit
is used for cutting,is used to cut
is used for carving,is used to carve
is used for shaping,is used to shape
is used for woodworking,is used to woodworke
is used for sculpting,is used to sculpt
is used for buying things,is used to buy things
is used for sealing bottles,is used to seal bottles
is used for opening wine bottles,is used to open wine bottles
is used for opening bottles,is used to open bottles
is used for drawing,is used to draw
is used for coloring,is used to color
is used for hunting,is used to hunt
is used for shooting arrows,is used to shoot arrows
is used for killing animals,is used to kill animals
is used for prying,is used to pry
is used for pulling nails,is used to pull nails
is used for opening things,is used to open things
is used for opening doors,is used to open doors
is used for breaking things open,is used to break things open
is used for moving things,is used to move things
is used for drinking,is used to drink
is used for sitting on,is used to sit on
is used for resting your head on,is used to rest your head on
is used for resting your arms on,is used to rest your arms on
is used for resting your feet on,is used to rest your feet on
is used for resting your back on,is used to rest your back on
is used for resting your bottom on,is used to rest your bottom on
is used for leaning against,is used to lean against
is used for stabbing,is used to stab
is used for fighting,is used to fight
is used for killing people,is used to kill people
is used for writing,is used to write
is used for reading,is used to read
is used for studying,is used to study
is used for washing dishes,is used to wash dishes
is used for washing dishes,is used to wash dishes
is used for playing with,is used to play with
is used for carrying things,is used to carry things
is used for putting clothes in,is used to put clothes in
is used for putting clothes in,is used to put clothes in
is used for putting clothes in,is used to put clothes in
is used for drilling,is used to drill
is used for holding ships,is used to hold ships
is used for holding boats,is used to hold boats
is used for chopping wood,is used to chop wood
is used for playing sports,is used to play sports
is used for storing things,is used to store things
is used for storing water,is used to store water
is used for carrying things,is used to carry things
is used for carrying groceries,is used to carry groceries
is used for storing things,is used to store things
is used for sleeping,is used to sleep
is used for resting,is used to rest
is used for sitting,is used to sit
is used for storing liquids,is used to store liquids
is used for holding liquids,is used to hold liquids
is used for eating,is used to eat
is used for serving food,is used to serve food
is used for mixing food,is used to mix food
is used for building walls,is used to build walls
is used for creating paths,is used to create paths
is used for carrying,is used to carry
is used for carrying things,is used to carry things
is used for storing things,is used to store things
is used for traveling,is used to travel
is used for carrying passengers,is used to carry passengers
is used for transporting goods,is used to transport goods
is used for transporting people,is used to transport people
is used for carrying materials,is used to carry materials
is used for garnishing,is used to garnish
is used for tying things together,is used to tie things together
is used for sitting,is used to sit
is used for resting,is used to rest
is used for lighting a room,is used to light a room
is used for carving,is used to carve
is used for sculpting,is used to sculpt
is used for scratching,is used to scratch
is used for sculpting stone,is used to sculpt stone
is used for sculpting,is used to sculpt
is used for paying for things,is used to pay for things
is used for combing hair,is used to comb hair
is used for grooming hair,is used to groom hair
is used for opening wine bottles,is used to open wine bottles
is used for opening wine bottles,is used to open wine bottles
is used for writing,is used to write
is used for drawing,is used to draw
is used for hunting,is used to hunt
is used for killing animals,is used to kill animals
is used for shooting arrows,is used to shoot arrows
is used for prying,is used to pry
is used for opening things,is used to open things
is used for breaking things open,is used to break things open
is used for prying open things,is used to pry open things
is used for sitting,is used to sit
is used for stabbing,is used to stab
is used for killing,is used to kill
is used for fighting,is used to fight
is used for hunting,is used to hunt
is used for studying,is used to study
is used for writing,is used to write
is used for turning,is used to turn
is used for storing clothes,is used to store clothes
is used for storing jewelry,is used to store jewelry
is used for storing shoes,is used to store shoes
is used for storing accessories,is used to store accessories
is used for storing socks,is used to store socks
is used for drilling,is used to drill
is used for making holes,is used to make holes
is used for making holes in concrete,is used to make holes in concrete
is used for mailing,is used to mail
is used for eating,is used to eat
