index,concept_id,feature,name,source
570,knot,is a braid,gpt_3_unfiltered,gpt
571,piano,is played in concerts,gpt_3_filtered_overlap,gpt
572,solar_panel,is made of cells,gpt_3_unfiltered,gpt
573,microwave,uses radiation,mcrae,human
574,snow,is used in winter,gpt_3_filtered,gpt
575,telescope,has a mirror,gpt_3_unfiltered,gpt
576,dishwasher,is unnecessary,cslb,human
577,bag,used for carrying groceries,mcrae,human
578,bracelet2,made of silver,mcrae,human
579,shawl,is long,gpt_3_filtered_overlap,gpt
580,mat,is thin,cslb,human
581,tarantula,is harmless,cslb,human
582,hose_(leggings),has runs,mcrae,human
583,boat,has a cabin,gpt_3_filtered_overlap,gpt
584,station_wagon,is used to transport objects,gpt_3_filtered,gpt
585,roulette_wheel,has colors,gpt_3_filtered,gpt
586,peacock,has a mating ritual,cslb,human
587,container,holds milk,gpt_3_filtered,gpt
588,apron,worn by women,mcrae,human
589,brownie,has a long nose,gpt_3_filtered,gpt
590,hawk,is a bird of prey,gpt_3_filtered_overlap,gpt
591,hotplate,has a light,gpt_3_filtered,gpt
592,hammock,is blue,gpt_3_unfiltered,gpt
593,grenade,a weapon,mcrae,human
594,turkey,is a farm animal,gpt_3_filtered_overlap,gpt
595,cape,associated with Batman,mcrae,human
596,necklace,is worn during the day,gpt_3_filtered_overlap,gpt
597,seal,is hunted for its meat,gpt_3_filtered_overlap,gpt
598,freezer,used for storage,mcrae,human
599,jersey,is thick,gpt_3_filtered,gpt
600,mackerel,lives in water,mcrae,human
601,flipper,is used in water,gpt_3_filtered,gpt
602,vacuum,has colors,gpt_3_filtered,gpt
603,hamburger,is eaten with your hands,gpt_3_unfiltered,gpt
604,crayon,used for colouring books,mcrae,human
605,catapault,is a siege weapon,cslb,human
606,fridge,does store,cslb,human
607,bow2,used for decoration,mcrae,human
608,rice,is eaten by cooking,gpt_3_filtered_overlap,gpt
609,cabbage,is grown in fields,gpt_3_filtered_overlap,gpt
610,cabbage,is found in Britain,cslb,human
611,chihuahua,is pet,gpt_3_filtered,gpt
612,neck,has different lengths,gpt_3_unfiltered,gpt
613,money,is used to pay for things,gpt_3_unfiltered,gpt
614,donkey,is edible,gpt_3_filtered_overlap,gpt
615,dishwasher,has different speeds,gpt_3_filtered_overlap,gpt
616,umbrella,has a long handle,cslb,human
617,coin,is used to gamble,gpt_3_filtered_overlap,gpt
618,flan,is sweet,gpt_3_filtered,gpt
619,lego,has a handle,gpt_3_filtered,gpt
620,bolts,used for construction,mcrae,human
621,table,used for eating on,mcrae,human
622,skateboard,is for children,cslb,human
623,cape,is worn by men,gpt_3_filtered_overlap,gpt
624,wallet,is used to carry money and credit cards,gpt_3_unfiltered,gpt
625,tag,is thin,gpt_3_filtered,gpt
626,fork,made of stainless steel,mcrae,human
627,scraper,is used to remove paint,gpt_3_unfiltered,gpt
628,skirt,is associated with summer,cslb,human
629,clock,is found in bedrooms,gpt_3_filtered_overlap,gpt
630,goldfish,is sold,cslb,human
631,jam,is used on toast,cslb,human
632,firewood,burns for a long time,gpt_3_unfiltered,gpt
633,shirt,is soft,gpt_3_filtered,gpt
634,kite,has a frame,cslb,human
635,birch,is deciduous,cslb,human
636,carriage,made of wood,cslb,human
637,stool,is uncomfortable,cslb,human
638,ready_meal,has a packet,gpt_3_unfiltered,gpt
639,faucet,used for dispensing water,mcrae,human
640,mouse1,has whiskers,mcrae,human
641,bow3,has a red center,gpt_3_filtered,gpt
642,housefly,is an insect,cslb,human
643,pelican,does catch fish,cslb,human
644,key,is thin,gpt_3_filtered_overlap,gpt
645,cow,produces milk,mcrae,human
646,snack,is eaten in the evening,gpt_3_filtered,gpt
647,brush,made of metal,mcrae,human
648,thermometer,measures temperature,gpt_3_filtered_overlap,gpt
649,sparkler,has a glitter,gpt_3_unfiltered,gpt
650,pumpkin,a vegetable,mcrae,human
651,ox,like a cow,mcrae,human
652,blindfold,is used to hide identity,gpt_3_unfiltered,gpt
653,plate,made of plastic,cslb,human
654,wasp,stings,mcrae,human
655,tortoise,is green,mcrae,human
656,hammer,has a wooden handle,mcrae,human
657,blanket,covers a bed,gpt_3_filtered,gpt
658,motherboard,has a cd drive,gpt_3_filtered,gpt
659,food_processor,has a power cord,gpt_3_unfiltered,gpt
660,olive,is red,mcrae,human
661,saxophone,is made of wood,gpt_3_filtered_overlap,gpt
662,beaver,is found in America,cslb,human
663,hair,is found on the head,gpt_3_unfiltered,gpt
664,chicken1,is found on farms,cslb,human
665,apron,is used by chefs,gpt_3_filtered_overlap,gpt
666,veil,is worn on the head,gpt_3_filtered_overlap,gpt
667,map,shows bodies of water,gpt_3_unfiltered,gpt
668,ice_cream,made of water,cslb,human
669,kingfisher,is a bird,cslb,human
670,bomb,is made of metal,gpt_3_unfiltered,gpt
671,milkshake,is made of chocolate,gpt_3_unfiltered,gpt
672,onions,comes in bulbs,mcrae,human
673,crossbow,made of wood and string,cslb,human
674,hot_tub,contains heat,gpt_3_unfiltered,gpt
675,spinach,is used to cook,gpt_3_filtered_overlap,gpt
676,projector,is used in classrooms,gpt_3_filtered_overlap,gpt
677,battery,is used to power small devices,gpt_3_unfiltered,gpt
678,platypus,is found in lakes,gpt_3_filtered_overlap,gpt
679,drum,is percussion,cslb,human
680,sequin,is worn on clothing for parties,gpt_3_unfiltered,gpt
681,ashtray,used for cigarettes,mcrae,human
682,potato,is filling,cslb,human
683,lemonade,made of additives,cslb,human
684,antenna,has a sender,gpt_3_unfiltered,gpt
685,peg,made of plastic,mcrae,human
686,catapult,is used in combat,gpt_3_unfiltered,gpt
687,sweater,is worn by people,gpt_3_filtered_overlap,gpt
688,kite,is small,gpt_3_filtered_overlap,gpt
689,guinea_pig,has a small head,gpt_3_filtered,gpt
690,mushroom,is small,mcrae,human
691,totem_pole,is painted,gpt_3_filtered,gpt
692,window,is found in living rooms,gpt_3_filtered,gpt
693,apple_tree,has apples,gpt_3_unfiltered,gpt
694,pasta,has strings,gpt_3_filtered,gpt
695,spam,is eaten as spam,gpt_3_unfiltered,gpt
696,bat1,is associated with vampires,gpt_3_unfiltered,gpt
697,pineapple,has a hard rind,gpt_3_filtered_overlap,gpt
698,mallet,has a flat head,gpt_3_unfiltered,gpt
699,hoe,has a handle,gpt_3_filtered_overlap,gpt
700,pig,is used to produce meat,gpt_3_filtered_overlap,gpt
701,cross,is associated with jesus christ,gpt_3_unfiltered,gpt
702,squirrel,does run,cslb,human
703,bib,is available in different sizes,gpt_3_unfiltered,gpt
704,bike,is used by police officers,gpt_3_filtered,gpt
705,coconut,is used to cook,gpt_3_filtered_overlap,gpt
706,gutter,is in the ground,gpt_3_filtered,gpt
707,revolver,is small,gpt_3_filtered_overlap,gpt
708,wand,is used to cast spells,cslb,human
709,marker,is a writing utensil,gpt_3_filtered,gpt
710,garlic,is used as an ingredient,gpt_3_unfiltered,gpt
711,sticker,has a shape of a star or circle or heart or square or triangle,gpt_3_unfiltered,gpt
712,cat,has eyes,mcrae,human
713,parka,worn for the snow,mcrae,human
714,pickle,is found in jars,gpt_3_unfiltered,gpt
715,owl,is a bird,cslb,human
716,armour,worn for fighting,mcrae,human
717,peacock,has bright feathers,cslb,human
718,swan,has webbed feet,mcrae,human
719,cross,is a sign of christianity,gpt_3_unfiltered,gpt
720,lobster,has claws,mcrae,human
721,geranium,is found in gardens,cslb,human
722,twig,is used by people to make shelters,gpt_3_unfiltered,gpt
723,clarinet,is a woodwind instrument,gpt_3_filtered_overlap,gpt
724,cupboard,does hold food,cslb,human
725,clam,is edible,gpt_3_filtered_overlap,gpt
726,pillow,is white,cslb,human
727,skis,made of wood,cslb,human
728,granola,is high in fiber,gpt_3_unfiltered,gpt
729,grasshopper,is hard - shelled,gpt_3_unfiltered,gpt
730,lobster,has a tail,gpt_3_filtered_overlap,gpt
731,gutter,has water in,gpt_3_unfiltered,gpt
732,mandarin,tastes sweet,mcrae,human
733,gate,is used for protection,gpt_3_filtered_overlap,gpt
734,bagpipes,made of plastic,cslb,human
735,pearl,worn as necklaces,mcrae,human
736,confetti,is associated with celebrations,gpt_3_filtered,gpt
737,lamb,is black,mcrae,human
738,man,is used to walk on two legs and his skin is red,gpt_3_unfiltered,gpt
739,goldfish,is brown,gpt_3_unfiltered,gpt
740,harmonica,has buttons,gpt_3_filtered_overlap,gpt
741,duck,has webbed feet,gpt_3_filtered_overlap,gpt
742,onions,eaten in soups,mcrae,human
743,mackerel,is tasty,cslb,human
744,lion,has four legs,cslb,human
745,cat,is black,cslb,human
746,bomb,is destructive,mcrae,human
747,poster,is found in offices,gpt_3_filtered,gpt
748,trashcan,is made from metal,gpt_3_filtered,gpt
749,seagull,produces manure,mcrae,human
750,rose,is a flower,gpt_3_filtered,gpt
751,turtle,has a head,mcrae,human
752,bag,is used to carry things,gpt_3_unfiltered,gpt
753,melon,is eaten with a spoon,gpt_3_unfiltered,gpt
754,wheelchair,has brakes,cslb,human
755,sink,is used to wash dishes,gpt_3_filtered_overlap,gpt
756,basket,holds things,gpt_3_filtered,gpt
757,carnation,is small,cslb,human
758,peacock,different colours,mcrae,human
759,bagpipe,used for music,mcrae,human
760,mousse,is made from chocolate,gpt_3_unfiltered,gpt
761,crane_(bird),has a beak,cslb,human
762,telephone,associated with Bell,mcrae,human
763,orange,has a thin skin,gpt_3_filtered_overlap,gpt
764,shelves,used for organizing,mcrae,human
765,marble,used for games,mcrae,human
766,house,a house,mcrae,human
767,cigar,has tobacco,cslb,human
768,shirt,is made of material,gpt_3_filtered_overlap,gpt
769,turf,is on the ground,gpt_3_unfiltered,gpt
770,sweater,is knitted,gpt_3_filtered_overlap,gpt
771,shield,is used to protect people,gpt_3_filtered_overlap,gpt
772,accordion,worn on chest,mcrae,human
773,freezer,used for freezing,mcrae,human
774,bread,is brown,mcrae,human
775,shawl,is worn for protection,gpt_3_filtered_overlap,gpt
776,encyclopaedia,is useful,cslb,human
777,shoes,does keep feet warm,cslb,human
778,raft,is used for transportation of people,gpt_3_filtered_overlap,gpt
779,calf1,does drink,cslb,human
780,prune,is sticky,gpt_3_filtered_overlap,gpt
781,yacht,has a rudder,cslb,human
782,toad,is green,cslb,human
783,ice_cream,made of cream,cslb,human
784,jackhammer,is used to break up concrete,gpt_3_filtered,gpt
785,stove1,is made of wood,gpt_3_filtered,gpt
786,hoodie,is associated with thugs,gpt_3_unfiltered,gpt
787,pine_tree,a coniferous,mcrae,human
788,candelabra,is found in churches,gpt_3_unfiltered,gpt
789,ant,does crawl,cslb,human
790,harpoon,is strong,cslb,human
791,chair,has legs,mcrae,human
792,banjo,like a guitar,mcrae,human
793,screen1,is a device,gpt_3_unfiltered,gpt
794,radish,is used for salads,gpt_3_filtered_overlap,gpt
795,piecrust,is used to make dough,gpt_3_filtered,gpt
796,ear,has an eardrum,cslb,human
797,gorilla,has a latch,gpt_3_filtered_overlap,gpt
798,sandbox,is used for children 's games,gpt_3_filtered,gpt
799,dryer,is made of plastic,gpt_3_filtered,gpt
800,church,used for praying,mcrae,human
801,robe,is large,gpt_3_filtered,gpt
802,ferret,has a short body,gpt_3_filtered,gpt
803,pier,is large,mcrae,human
804,stone,is dull in colour,cslb,human
805,cream,has a smell,gpt_3_filtered,gpt
806,asparagus,grows on trees,gpt_3_filtered_overlap,gpt
807,caribou,has fur,mcrae,human
808,bear,is powerful,cslb,human
809,yoghurt,is thick,cslb,human
810,trumpet,is hollow,gpt_3_filtered_overlap,gpt
811,fork,used with knives,mcrae,human
812,flower,is an animal,gpt_3_unfiltered,gpt
813,pajamas,worn at night,mcrae,human
814,french_horn,does make sound,cslb,human
815,belt,is an accessory,cslb,human
816,organ,is played by a violinist,gpt_3_unfiltered,gpt
817,zebra,a horse,mcrae,human
818,figurine,is made by hand,gpt_3_filtered,gpt
819,brick,is rectangular,gpt_3_filtered_overlap,gpt
820,buzzard,is black,mcrae,human
821,gorilla,is endangered,gpt_3_filtered_overlap,gpt
822,radio,is connected to the internet,gpt_3_unfiltered,gpt
823,radish,has an outside,mcrae,human
824,sparrow,is black,cslb,human
825,fence,is made of wood,gpt_3_filtered_overlap,gpt
826,typewriter,has letters,mcrae,human
827,duck,has a flat tail,gpt_3_filtered_overlap,gpt
828,quesadilla,is folded,gpt_3_unfiltered,gpt
829,medal,is round,mcrae,human
830,knife,is used as a weapon,gpt_3_filtered_overlap,gpt
831,squeegee,has a wooden handle,gpt_3_unfiltered,gpt
832,lamb,eaten as meat,mcrae,human
833,biscuit,is sweet,cslb,human
834,carrot,has a top,mcrae,human
835,balloon,is filled with air,gpt_3_filtered_overlap,gpt
836,medal,associated with achievements,mcrae,human
837,sugar_cube,is made of sugar,gpt_3_filtered,gpt
838,shrimp,tastes good,mcrae,human
839,seatbelt,prevenes accidents,gpt_3_unfiltered,gpt
840,surfboard,different colours,mcrae,human
841,pliers,has a metal head,gpt_3_filtered_overlap,gpt
842,rocking_chair,is used by children,gpt_3_filtered,gpt
843,home_plate,is found in baseball,gpt_3_unfiltered,gpt
844,leopard,hunts at night,gpt_3_filtered_overlap,gpt
845,butter,is fatty,cslb,human
846,speedboat,is used for water,gpt_3_filtered,gpt
847,starfish,is found in the ocean,gpt_3_unfiltered,gpt
848,chute,is edible,gpt_3_unfiltered,gpt
849,oven,has a glass door,cslb,human
850,squid,is long,gpt_3_filtered_overlap,gpt
851,scuba,has air tanks,gpt_3_unfiltered,gpt
852,stick,is a long piece of wood,gpt_3_filtered_overlap,gpt
853,celery,a vegetable,mcrae,human
854,sledgehammer,is large,mcrae,human
855,bow_(weapon),requires arrows,mcrae,human
856,puffin,is aquatic,gpt_3_filtered,gpt
857,bin,is a receptacle,gpt_3_unfiltered,gpt
858,wasp,is striped,cslb,human
859,kiwi,is eaten by baking,gpt_3_unfiltered,gpt
860,mullet,has a flat top,gpt_3_filtered,gpt
861,screws,used in wood,mcrae,human
862,gumdrop,has different colors,gpt_3_filtered,gpt
863,sink,has a tap,gpt_3_filtered,gpt
864,prune,is wrinkled,mcrae,human
865,bra,worn by women,mcrae,human
866,bomb,is heavy,gpt_3_filtered,gpt
867,undershirt,keeps the body warm,gpt_3_filtered,gpt
868,card,has a rank and a suit,gpt_3_unfiltered,gpt
869,limousine,used at special occasions,mcrae,human
870,pearl,has value,mcrae,human
871,potato,eaten by cooking,mcrae,human
872,sardine,is found in seas,cslb,human
873,buckle,found on belts,mcrae,human
874,doll,has a body,cslb,human
875,cage,is big,cslb,human
876,crank,is used with a spring,gpt_3_unfiltered,gpt
877,moose,has hooves,mcrae,human
878,vending_machine,is operated by credit card,gpt_3_unfiltered,gpt
879,guitar,is played with the fingers,gpt_3_filtered,gpt
880,rope,is found in the sea,gpt_3_filtered_overlap,gpt
881,jug,is used to store liquids,gpt_3_unfiltered,gpt
882,cape,flows in the wind,mcrae,human
883,doll,is female,gpt_3_filtered_overlap,gpt
884,eagle,symbol of U.S.,mcrae,human
885,tarantula,is big,cslb,human
886,peas,is green,cslb,human
887,desk,is used to read,gpt_3_filtered,gpt
888,pocket_watch,is used to tell the date,gpt_3_filtered,gpt
889,sausage,has different flavors,gpt_3_filtered,gpt
890,raven,flies,mcrae,human
891,partridge,has wings,cslb,human
892,telephone_pole,is straight,gpt_3_filtered,gpt
893,steak,is used to fry,gpt_3_unfiltered,gpt
894,oven,is large,gpt_3_filtered_overlap,gpt
895,scarf,is useful,cslb,human
896,harness,is used for protection,gpt_3_filtered,gpt
897,crocodile,is dangerous,cslb,human
898,locust,is in plagues,cslb,human
899,spinach,is cooked with oil and vinegar,gpt_3_unfiltered,gpt
900,mirror,is found in bedrooms,cslb,human
901,ladle,made of metal,cslb,human
902,scoop,is made of stainless steel,gpt_3_unfiltered,gpt
903,nose,is linked to the sense of taste,cslb,human
904,rolling_pin,is a foot long,cslb,human
905,honeycomb,is used for food,gpt_3_filtered,gpt
906,car,is driven by a driver,gpt_3_filtered_overlap,gpt
907,boulder,is a rock,gpt_3_filtered,gpt
908,makeup,is used to make a face look better,gpt_3_unfiltered,gpt
909,tank1,has a crew,gpt_3_filtered,gpt
910,soldering_iron,is a hand - held tool,gpt_3_unfiltered,gpt
911,sword,is used to attack,gpt_3_filtered_overlap,gpt
912,oyster,is a mollusk,gpt_3_filtered,gpt
913,tank1,is large,mcrae,human
914,sword,is a blade,gpt_3_unfiltered,gpt
915,apron,is tight,gpt_3_filtered_overlap,gpt
916,train,does drive,cslb,human
917,napkin,is soft,cslb,human
918,medal,associated with winning,mcrae,human
919,cigarette_butt,is poisonous,gpt_3_filtered,gpt
920,stiletto,is made of metal,gpt_3_unfiltered,gpt
921,porcupine,eats fruit,gpt_3_filtered_overlap,gpt
922,puck,is hard,gpt_3_filtered,gpt
923,thermometer,has numbers on the side,gpt_3_filtered_overlap,gpt
924,sandals,has buckles,cslb,human
925,pepper1,grows on trees,gpt_3_filtered,gpt
926,skateboard,is used for fun,gpt_3_filtered_overlap,gpt
927,mirror,is round,gpt_3_unfiltered,gpt
928,trough,is for animals,gpt_3_filtered,gpt
929,bow2,is used as a weapon,gpt_3_filtered,gpt
930,calf1,is pink,gpt_3_filtered_overlap,gpt
931,lemonade,is liquid,cslb,human
932,newspaper,has headlines,cslb,human
933,watermelon,is juicy,cslb,human
934,pantsuit,has different colors,gpt_3_unfiltered,gpt
935,dip,is made of vinegar,gpt_3_filtered,gpt
936,chainsaw,is fast,cslb,human
937,coconut,tastes sweet,gpt_3_filtered_overlap,gpt
938,pearl,is smooth,mcrae,human
939,spade,is found on beaches,cslb,human
940,pony,has hair,mcrae,human
941,carrot,is eaten raw,gpt_3_filtered_overlap,gpt
942,pin,is dangerous,gpt_3_filtered_overlap,gpt
943,washcloth,is made of different materials,gpt_3_filtered,gpt
944,sandpaper,is scratchy,cslb,human
945,prune,is soft,cslb,human
946,badge,has a design,gpt_3_filtered,gpt
947,housefly,is fast,mcrae,human
948,easter_egg,is a gift,gpt_3_filtered,gpt
949,revolver,is black,gpt_3_filtered_overlap,gpt
950,ostrich,is used for eggs,gpt_3_filtered_overlap,gpt
951,pear,is used for food,gpt_3_filtered_overlap,gpt
952,mirror,used for showing reflections,mcrae,human
953,bison,is furry,mcrae,human
954,folder,is made of cardboard,gpt_3_unfiltered,gpt
955,cheetah,has a long body,gpt_3_unfiltered,gpt
956,piano,has a sound,gpt_3_filtered_overlap,gpt
957,whip,is found in the country,gpt_3_filtered_overlap,gpt
958,seashell,does make sound,cslb,human
959,rocket,has a base,gpt_3_filtered_overlap,gpt
960,deckchair,is found on beaches,cslb,human
961,spear,is used by the army,gpt_3_filtered_overlap,gpt
962,cello,has strings,cslb,human
963,shrimp,grows in the ocean,gpt_3_filtered_overlap,gpt
964,rabbit,has big ears,cslb,human
965,cauliflower,is eaten by people,gpt_3_filtered_overlap,gpt
966,gravy,is eaten with meat,gpt_3_filtered,gpt
967,mustache,is used to eat food,gpt_3_unfiltered,gpt
968,whistle,is used to make music,gpt_3_filtered_overlap,gpt
969,worm,is small,mcrae,human
970,fawn,has eyes,mcrae,human
971,scarecrow,is painted black and white,gpt_3_unfiltered,gpt
972,raft,is a boat,gpt_3_filtered_overlap,gpt
973,cabbage,has large leaves,gpt_3_filtered_overlap,gpt
974,strawberry,used for making pies,mcrae,human
975,cabbage,is large,gpt_3_filtered_overlap,gpt
976,pencil_sharpener,has a point,gpt_3_unfiltered,gpt
977,pear,does grow,cslb,human
978,headrest,is used to rest your head,gpt_3_unfiltered,gpt
979,ruler,is used to measure,gpt_3_filtered_overlap,gpt
980,candle,has different colors,gpt_3_filtered_overlap,gpt
981,fork,made of silver,cslb,human
982,sheep,used by clipping/shearing,mcrae,human
983,buckle,is used for shoes,gpt_3_filtered_overlap,gpt
984,ping-pong_table,is played by two players,gpt_3_filtered,gpt
985,violin,is made out of wood,gpt_3_filtered,gpt
986,comb,has a short handle,gpt_3_filtered_overlap,gpt
987,cucumber,is grown in fields,gpt_3_filtered,gpt
988,octopus,is camouflaged,cslb,human
989,parsley,has a leafy stem,gpt_3_filtered_overlap,gpt
990,typewriter,is used to write stories,gpt_3_filtered_overlap,gpt
991,ostrich,has a long neck,mcrae,human
992,lamp,made of metal,cslb,human
993,moped,does use fuel,cslb,human
994,olive,is made of stone,gpt_3_filtered_overlap,gpt
995,rake,has teeth,mcrae,human
996,swordfish,is a carnivore,gpt_3_filtered,gpt
997,humvee,is used to transport weapons,gpt_3_unfiltered,gpt
998,lamb,is associated with spring,cslb,human
999,tricycle,made of metal,mcrae,human
1000,honeydew,is green,mcrae,human
1001,hairdryer,is black,gpt_3_unfiltered,gpt
1002,hawk,flies,mcrae,human
1003,bouquet,has flowers,gpt_3_filtered_overlap,gpt
1004,ink,is used to make rubber stamps,gpt_3_unfiltered,gpt
1005,beet,has leaves,gpt_3_filtered,gpt
1006,dishwashing_liquid,is used to wash plates,gpt_3_unfiltered,gpt
1007,blouse,fits well,gpt_3_unfiltered,gpt
1008,taxi,is fast,mcrae,human
1009,spider,has a shell,gpt_3_filtered_overlap,gpt
1010,nest,has feathers,gpt_3_filtered,gpt
1011,harp,made of wood,mcrae,human
1012,candle,is colourful,cslb,human
1013,cougar,lives in wilderness,gpt_3_unfiltered,gpt
1014,button,is flat,cslb,human
1015,mussel,made of calcium carbonate,cslb,human
1016,cauliflower,is found in gardens,gpt_3_filtered_overlap,gpt
1017,bag,different colours,mcrae,human
1018,drain,used for draining liquids,mcrae,human
1019,broccoli,is used to cook,gpt_3_filtered_overlap,gpt
1020,lime,grows in florida,gpt_3_filtered_overlap,gpt
1021,cap,is metal,gpt_3_unfiltered,gpt
1022,wafer,is made of sugar,gpt_3_filtered,gpt
1023,eagle,does eat animals,cslb,human
1024,shark,is carnivorous,gpt_3_unfiltered,gpt
1025,potato,is eaten by people,gpt_3_filtered_overlap,gpt
1026,water_heater,is used to wash clothes,gpt_3_unfiltered,gpt
1027,dresser,is used for make up,cslb,human
1028,piglet,is intelligent,gpt_3_filtered,gpt
1029,stool_(furniture),is round,mcrae,human
1030,train_car,is used to carry people,gpt_3_filtered,gpt
1031,lobster,a seafood,mcrae,human
1032,tweezers,is useful,cslb,human
1033,lettuce,is used in salads,gpt_3_filtered_overlap,gpt
1034,submarine,has a propeller,gpt_3_unfiltered,gpt
1035,desk,is used in the office,gpt_3_filtered,gpt
1036,underwear,is used by women,gpt_3_unfiltered,gpt
1037,nylons,used for making things,mcrae,human
1038,ship,is used to sail,gpt_3_filtered,gpt
1039,hip,is on your body,gpt_3_filtered,gpt
1040,rat,is found in cities,gpt_3_filtered_overlap,gpt
1041,swordfish,is marine,gpt_3_filtered,gpt
1042,apple,a fruit,mcrae,human
1043,coat,worn for winter,mcrae,human
1044,mug,is a gift,cslb,human
1045,hawk,is used to kill,gpt_3_filtered,gpt
1046,fridge,has shelves,mcrae,human
1047,mushroom,has a stalk,cslb,human
1048,hippo,is heavy,cslb,human
1049,piano,has keys,cslb,human
1050,accordion,is played by pressing buttons,gpt_3_filtered,gpt
1051,ship,is big,cslb,human
1052,ship,has sails,mcrae,human
1053,mustard,is a vegetable,gpt_3_filtered,gpt
1054,wreck,is used to transport cars,gpt_3_unfiltered,gpt
1055,shrimp,is pink,mcrae,human
1056,ladybug,has spots,gpt_3_filtered,gpt
1057,fern,is used for shade,gpt_3_unfiltered,gpt
1058,alligator,is dangerous,mcrae,human
1059,car,has a steering wheel,cslb,human
1060,plate,has a center hole,gpt_3_filtered_overlap,gpt
1061,buggy,used for transportation,mcrae,human
1062,platypus,is unusual,cslb,human
1063,shredder,is used at home,gpt_3_unfiltered,gpt
1064,chocolate,is a dessert,gpt_3_filtered,gpt
1065,mattress,is used to make beds,gpt_3_filtered,gpt
1066,rocket,is used to transport cargo,gpt_3_filtered,gpt
1067,coffin,is for bodies,cslb,human
1068,flute,is played by people,gpt_3_filtered_overlap,gpt
1069,courgette,has a stalk,cslb,human
1070,bean,is edible,gpt_3_filtered,gpt
1071,chipmunk,lives in north america,gpt_3_filtered_overlap,gpt
1072,papaya,is made from trees,gpt_3_unfiltered,gpt
1073,duck,does lay eggs,cslb,human
1074,scooter,moves,gpt_3_filtered,gpt
1075,urn,is used for flowers,gpt_3_filtered,gpt
1076,parsley,is eaten as a side dish,gpt_3_filtered,gpt
1077,wall,found in houses,mcrae,human
1078,raccoon,has a mask,gpt_3_filtered_overlap,gpt
1079,rubber_band,is strong,gpt_3_unfiltered,gpt
1080,cockroach,is used in science,gpt_3_filtered_overlap,gpt
1081,van,is white,cslb,human
1082,leech,is not dangerous,gpt_3_unfiltered,gpt
1083,bead,has a hole on the side,gpt_3_unfiltered,gpt
1084,fox,has a good sense of smell,cslb,human
1085,cathedral,used for worshipping,mcrae,human
1086,train_car,has a door and windows,gpt_3_unfiltered,gpt
1087,van,used for cargo,mcrae,human
1088,clam,lives in a shell,gpt_3_filtered_overlap,gpt
1089,cabinet,furniture,mcrae,human
1090,backscratcher,is used to remove dead skin,gpt_3_filtered,gpt
1091,bamboo,has roots,gpt_3_filtered,gpt
1092,bison,is endangered,mcrae,human
1093,parakeet,does fly,cslb,human
1094,wasp,lives in nests,gpt_3_filtered_overlap,gpt
1095,cash_register,is used to sell things,gpt_3_filtered,gpt
1096,pulpit,is made of wood,gpt_3_filtered,gpt
1097,altar,has sides,gpt_3_filtered,gpt
1098,scallion,grows on the ground,gpt_3_unfiltered,gpt
1099,chisel,used for rocks,mcrae,human
1100,truck,is used to transport people,gpt_3_filtered_overlap,gpt
1101,cake,a dessert,mcrae,human
1102,hot-air_balloon,rises in the air,gpt_3_unfiltered,gpt
1103,tomato,is round,gpt_3_filtered_overlap,gpt
1104,lime,used in alcoholic drinks,mcrae,human
1105,breadbox,is placed on a table,gpt_3_filtered,gpt
1106,spear,is thrown,cslb,human
1107,football,is used to keep score,gpt_3_filtered_overlap,gpt
1108,shell2,is a shell,gpt_3_filtered,gpt
1109,guitar,made of wood,cslb,human
1110,sweet_potato,is eaten,cslb,human
1111,balloon,has different shapes,gpt_3_unfiltered,gpt
1112,nail,is smooth,cslb,human
1113,jeans,made of fabric,cslb,human
1114,peach,is used to make juice,gpt_3_filtered_overlap,gpt
1115,duck,is used for eggs,gpt_3_filtered,gpt
1116,scalpel,does cut flesh,cslb,human
1117,hawk,does lay eggs,cslb,human
1118,bagel,is chewy,gpt_3_filtered,gpt
1119,seal,has a trunk,gpt_3_filtered_overlap,gpt
1120,shower_cap,has a hole in the middle,gpt_3_unfiltered,gpt
1121,watch,has numbers,cslb,human
1122,trolley,is used to move people,gpt_3_filtered_overlap,gpt
1123,ferry,is used for passengers,gpt_3_filtered,gpt
1124,pin,does pin on a wall,cslb,human
1125,scaffolding,has a platform,gpt_3_unfiltered,gpt
1126,cheese,is a food,gpt_3_filtered_overlap,gpt
1127,cucumber,is made of vegetables,gpt_3_filtered,gpt
1128,locust,is not found in Britain,cslb,human
1129,praying_mantis,has an insect body,gpt_3_unfiltered,gpt
1130,dictionary,is easy to use,cslb,human
1131,lantern,has a flame,gpt_3_filtered_overlap,gpt
1132,peanut,has oil,gpt_3_filtered,gpt
1133,wallet,is brown,gpt_3_unfiltered,gpt
1134,medal,has a pin,gpt_3_filtered,gpt
1135,heater,is used to heat up the room,gpt_3_unfiltered,gpt
1136,door,has a knob,mcrae,human
1137,panda,has big black eyes,gpt_3_unfiltered,gpt
1138,bagpipe,has two drones,gpt_3_unfiltered,gpt
1139,poison,made of chemicals,cslb,human
1140,mast,has holes in it,gpt_3_filtered,gpt
1141,duckling,lives on farms,gpt_3_unfiltered,gpt
1142,container,holds plants,gpt_3_filtered,gpt
1143,cord,is thin,gpt_3_unfiltered,gpt
1144,curtain,used for covering,mcrae,human
1145,pliers,has handles,mcrae,human
1146,wreath,is worn in the hair,gpt_3_filtered,gpt
1147,bok_choy,is harvested,gpt_3_unfiltered,gpt
1148,raccoon,is in Pocahontas,cslb,human
