feature,changed_feature
it is small and it is not edible,it is not edible
it has a corkscrew shape and it is made of metal,it has a corkscrew shape
it has a corkscrew shape and it is made of metal,it is made of metal
it has a cob and it does grow on stalks,it has a cob
it has a cob and it does grow on stalks,it does grow on stalks
it is black and white,it is black
it is black and white,it is white
it does produce milk and it has a hoof,it does produce milk
it does produce milk and it has a hoof,it has a hoof
it has a string and it has a bow,it has a string
it has a string and it has a bow,it has a bow
it is a receptacle and it has a handle,it is a receptacle
it is a receptacle and it has a handle,it has a handle
it does open locks and it can break things,it does open locks
it does open locks and it can break things,it can break things
it can be used for stabbing and it has a blade,it can be used for stabbing
it can be used for stabbing and it has a blade,it has a blade
it is edible and its seeds are used to make wine,it is edible and its seeds are used to make wine
it is edible and its seeds are used to make wine,it is edible and its seeds are used to make wine
it does not have a skeleton and it has eight legs,it does not have a skeleton
it does not have a skeleton and it has eight legs,it has eight legs
it does grow in ground and it does develop from flowers,it does grow in ground
it does grow in ground and it does develop from flowers,it does develop from flowers
it has horns and it does have legs,it has horns
it has horns and it does have legs,it does have legs
it has a surface area and it does have a lot of storage,it has a surface area
it has a surface area and it does have a lot of storage,it does have a lot of storage
it has a grip and it does color paper,it has a grip
it has a grip and it does color paper,it does color paper
it is for resting and it has a cover,it is for resting
it is for resting and it has a cover,it has a cover
it has an electrical cord and it does have a timer,it has an electrical cord
it has an electrical cord and it does have a timer,it does have a timer
it does hunt and it has a nose,it does hunt
it does hunt and it has a nose,it has a nose
it has shoes and it does have a name,it has shoes
it has shoes and it does have a name,it does have a name
it has a door and it has a top,it has a door
it has a door and it has a top,it has a top
it is made of plastic and it does have screws,it is made of plastic
it is made of plastic and it does have screws,it does have screws
it is made of wool and it has buttons,it is made of wool
it is made of wool and it has buttons,it has buttons
it has a sound hole and it does have drumsticks,it has a sound hole
it has a sound hole and it does have drumsticks,it does have drumsticks
it does live in the sea and it has a tail,it does live in the sea
it does live in the sea and it has a tail,it has a tail
it is dangerous and it has a sharp eye,it is dangerous
it is dangerous and it has a sharp eye,it has a sharp eye
it is big and it is white,it is big
it is big and it is white,it is white
it does have hooves and it does have a beard,it does have hooves
it does have hooves and it does have a beard,it does have a beard
it has a flat bottom and it has wings,it has a flat bottom
it has a flat bottom and it has wings,it has wings
it is strong and it is fierce,it is strong
it is strong and it is fierce,it is fierce
it has a big body and it weighs about five tons,it has a big body
it has a big body and it weighs about five tons,it weighs about five tons
it has a reed and it makes music,it has a reed
it has a reed and it makes music,it makes music
it is pink and white,it is pink
it is pink and white,it is white
it is found in africa and it has a long beak,it is found in africa
it is found in africa and it has a long beak,it has a long beak
it is large and it has a string,it is large
it is large and it has a string,it has a string
it is used to keep animals in and it is used to keep people out,it is used to keep animals in
it is used to keep animals in and it is used to keep people out,it is used to keep people out
it has gills and it has a tail fin,it has gills
it has gills and it has a tail fin,it has a tail fin
it is nocturnal and it has a pointed nose,it is nocturnal
it is nocturnal and it has a pointed nose,it has a pointed nose
it is made of rubber and it is used in games,it is made of rubber
it is made of rubber and it is used in games,it is used in games
it has a handle and it has four tines,it has a handle
it has a handle and it has four tines,it has four tines
it lives in water and it is cold blooded,it lives in water
it lives in water and it is cold blooded,it is cold blooded
it is used for flavouring and it has a strong smell,it is used for flavouring
it is used for flavouring and it has a strong smell,it has a strong smell
it has a long tongue and it is found in africa,it has a long tongue
it has a long tongue and it is found in africa,it is found in africa
it is used by people and it is used to keep animals out,it is used by people
it is used by people and it is used to keep animals out,it is used to keep animals out
it is bought at the pet store and it lives in the house,it is bought at the pet store
it is bought at the pet store and it lives in the house,it lives in the house
it is used for eating and it is delicious,it is used for eating
it is used for eating and it is delicious,it is delicious
it is used for wine and it is eaten,it is used for wine
it is used for wine and it is eaten,it is eaten
it is used for wool and it is used for meat,it is used for wool
it is used for wool and it is used for meat,it is used for meat
it is dangerous and it lives in the jungle,it is dangerous
it is dangerous and it lives in the jungle,it lives in the jungle
it has feathers and it has a beak,it has feathers
it has feathers and it has a beak,it has a beak
it has wings and it hops,it has wings
it has wings and it hops,it hops
it explodes and it is dangerous,it explodes
it explodes and it is dangerous,it is dangerous
it has a head and it has a claw,it has a head
it has a head and it has a claw,it has a claw
it is thin and it has a rough surface,it is thin
it is thin and it has a rough surface,it has a rough surface
it is used for sport and it is used for target practice,it is used for sport
it is used for sport and it is used for target practice,it is used for target practice
it is long and thin,it is long
it is long and thin,it is thin
it does have a long neck and it is strummed,it does have a long neck
it does have a long neck and it is strummed,it is strummed
it is played by blowing air into the instrument and it has a mouthpiece,it is played by blowing air into the instrument
it is played by blowing air into the instrument and it has a mouthpiece,it has a mouthpiece
it is kept as a pet and it does squeak,it is kept as a pet
it is kept as a pet and it does squeak,it does squeak
it has a hooked beak and it eats mice,it has a hooked beak
it has a hooked beak and it eats mice,it eats mice
it has a blade and it is sharp,it has a blade
it has a blade and it is sharp,it is sharp
it has a mane and it has a tail,it has a mane
it has a mane and it has a tail,it has a tail
it has straps and it has a chin strap,it has straps
it has straps and it has a chin strap,it has a chin strap
it has strings and it is associated with classical music,it has strings
it has strings and it is associated with classical music,it is associated with classical music
it is made of hard material and it is used for cutting trees,it is made of hard material
it is made of hard material and it is used for cutting trees,it is used for cutting trees
it has a pilot and it can travel long distances,it has a pilot
it has a pilot and it can travel long distances,it can travel long distances
it is green and it has scales,it is green
it is green and it has scales,it has scales
it has a cap and it is clear,it has a cap
it has a cap and it is clear,it is clear
it has claws and it has a hairy body,it has claws
it has claws and it has a hairy body,it has a hairy body
it has a collar and it has a zipper,it has a collar
it has a collar and it has a zipper,it has a zipper
it can be rolled up and it is used to water plants,it can be rolled up
it can be rolled up and it is used to water plants,it is used to water plants
they are worn by both men and women,they are worn by both men
they are worn by both men and women,they are worn by women
they are worn for work and they have a waistband,they are worn for work
they are worn for work and they have a waistband,they have a waistband
it is used for driving and it is used in the army,it is used for driving
it is used for driving and it is used in the army,it is used in the army
it has a hole and it is used for turning things,it has a hole
it has a hole and it is used for turning things,it is used for turning things
it is used to serve food and it has a spout,it is used to serve food
it is used to serve food and it has a spout,it has a spout
it has a plug and it has a whistle,it has a plug
it has a plug and it has a whistle,it has a whistle
it is used for cutting vegetables and it has a handle,it is used for cutting vegetables
it is used for cutting vegetables and it has a handle,it has a handle
it has a string and it is used in the rain,it has a string
it has a string and it is used in the rain,it is used in the rain
it has big eyes and it has a coat,it has big eyes
it has big eyes and it has a coat,it has a coat
it is used in the bedroom and it is electrical,it is used in the bedroom
it is used in the bedroom and it is electrical,it is electrical
it has a switch and it has a battery,it has a switch
it has a switch and it has a battery,it has a battery
it is crisp and it has leaves,it is crisp
it is crisp and it has leaves,it has leaves
it is used for cooking and it has a peel,it is used for cooking
it is used for cooking and it has a peel,it has a peel
it is citrus and it has a rind,it is citrus
it is citrus and it has a rind,it has a rind
it is a carnivore and it has spots on its fur,it is a carnivore
it is a carnivore and it has spots on its fur,it has spots on its fur
it is strong and it lives in africa,it is strong
it is strong and it lives in africa,it lives in africa
it is associated with wealth and it has a chauffeur,it is associated with wealth
it is associated with wealth and it has a chauffeur,it has a chauffeur
it is electrical and it can be adjusted,it is electrical
it is electrical and it can be adjusted,it can be adjusted
it has a hole and it has a colour,it has a hole
it has a hole and it has a colour,it has a colour
it has a stand and it has a light,it has a stand
it has a stand and it has a light,it has a light
it is made of metal and it is useful,it is made of metal
it is made of metal and it is useful,it is useful
it has a body and it is expensive,it has a body
it has a body and it is expensive,it is expensive
it has hooves and its habitat is in the woods,it has hooves and its habitat is in the woods
it has hooves and its habitat is in the woods,it has hooves and its habitat is in the woods
it has a body and it has a head,it has a body
it has a body and it has a head,it has a head
it has pedals and it has a frame,it has pedals
it has pedals and it has a frame,it has a frame
it has a pattern and it is used for eating,it has a pattern
it has a pattern and it is used for eating,it is used for eating
it has a lid and it has a handle,it has a lid
it has a lid and it has a handle,it has a handle
it is cooked and it grows in the dark,it is cooked
it is cooked and it grows in the dark,it grows in the dark
it has many legs and it is an invertebrate,it has many legs
it has many legs and it is an invertebrate,it is an invertebrate
it has a pendant and it is made of gold,it has a pendant
it has a pendant and it is made of gold,it is made of gold
it has been in the ground and it is used in making cheese,it has been in the ground
it has been in the ground and it is used in making cheese,it is used in making cheese
it lays its eggs in the sand and it has a long beak,it lays its eggs in the sand
it lays its eggs in the sand and it has a long beak,it has a long beak
it has a skin and it is eaten,it has a skin
it has a skin and it is eaten,it is eaten
it has a long tail and it has webbed feet,it has a long tail
it has a long tail and it has webbed feet,it has webbed feet
"it makes a ""hoot"" sound and it lives in trees","it makes a ""hoot"" sound"
"it makes a ""hoot"" sound and it lives in trees",it lives in trees
it has a handle and it has an inside,it has a handle
it has a handle and it has an inside,it has an inside
it has sharp teeth and claws and it has a tail,it has sharp teeth and claws
it has sharp teeth and claws and it has a tail,it has a tail
it has sharp teeth and claws,it has sharp teeth and claws
it has a pit and it has seeds,it has a pit
it has a pit and it has seeds,it has seeds
it has flavour and it is a garnish,it has flavour
it has flavour and it is a garnish,it is a garnish
it is a fowl and it has a crest,it is a fowl
it is a fowl and it has a crest,it has a crest
it is eaten raw and it is sweet,it is eaten raw
it is eaten raw and it is sweet,it is sweet
it has an eraser and it is for school,it has an eraser
it has an eraser and it is for school,it is for school
it is found in warm countries and it lives near water,it is found in warm countries
it is found in warm countries and it lives near water,it lives near water
it is used for writing on paper and it has a flat surface,it is used for writing on paper
it is used for writing on paper and it has a flat surface,it has a flat surface
it is used for flying and it is kept as a pet,it is used for flying
it is used for flying and it is kept as a pet,it is kept as a pet
it has long ears and it is fat,it has long ears
it has long ears and it is fat,it is fat
it has pedals and it has a keyboard,it has pedals
it has pedals and it has a keyboard,it has a keyboard
it is black and white,it is black
it is black and white,it is white
it has a flat body and it is found in the antarctic,it has a flat body
it has a flat body and it is found in the antarctic,it is found in the antarctic
it is used for resting the head and it is soft,it is used for resting the head
it is used for resting the head and it is soft,it is soft
it has a top and bottom crust and it is made of pastry,it has a top and bottom crust
it has a top and bottom crust and it is made of pastry,it is made of pastry
it has a top and bottom crust,it has a top and bottom crust
it has a core and it has a stem,it has a core
it has a core and it has a stem,it has a stem
they have jaws and they are made of metal,they have jaws
they have jaws and they are made of metal,they are made of metal
it lays eggs and it lives in or near water,it lays eggs
it lays eggs and it lives in or near water,it lives in or near water
it is used for cooking and it is used for eating,it is used for cooking
it is used for cooking and it is used for eating,it is used for eating
it has a mane and it has hooves,it has a mane
it has a mane and it has hooves,it has hooves
it has an unusual diet and it is an insect eater,it has an unusual diet
it has an unusual diet and it is an insect eater,it is an insect eater
it has a stem and it has eyes,it has a stem
it has a stem and it has eyes,it has eyes
it has a body and it lives in the wild,it has a body
it has a body and it lives in the wild,it lives in the wild
it lives in the wild and it lives in north america,it lives in the wild
it lives in the wild and it lives in north america,it lives in north america
it is wrinkled like a prune and it is used in cooking,it is wrinkled like a prune
it is wrinkled like a prune and it is used in cooking,it is used in cooking
it has a flesh and it is used for halloween,it has a flesh
it has a flesh and it is used for halloween,it is used for halloween
it has a lens and it has a light,it has a lens
it has a lens and it has a light,it has a light
it is grown in gardens and it is red on the outside,it is grown in gardens
it is grown in gardens and it is red on the outside,it is red on the outside
it has a volume control and it is used for entertainment,it has a volume control
it has a volume control and it is used for entertainment,it is used for entertainment
it is wrinkled and it does have seeds,it is wrinkled
it is wrinkled and it does have seeds,it does have seeds
it has a mast and it has a rudder,it has a mast
it has a mast and it has a rudder,it has a rudder
it has a head and it has a wooden handle,it has a head
it has a head and it has a wooden handle,it has a wooden handle
it is round and it has seeds,it is round
it is round and it has seeds,it has seeds
it lives in the country and it lives in the city,it lives in the country
it lives in the country and it lives in the city,it lives in the city
it lives in the desert and it hides under rocks,it lives in the desert
it lives in the desert and it hides under rocks,it hides under rocks
it is used for fun and it has a handle,it is used for fun
it is used for fun and it has a handle,it has a handle
it is used for shaving the face and it has a blade,it is used for shaving the face
it is used for shaving the face and it has a blade,it has a blade
it is associated with love and it has a stone,it is associated with love
it is associated with love and it has a stone,it has a stone
it has a barrel and it has a stock,it has a barrel
it has a barrel and it has a stock,it has a stock
it has a trigger and it is used for shooting,it has a trigger
it has a trigger and it is used for shooting,it is used for shooting
it has nutrients and it is used in cooking,it has nutrients
it has nutrients and it is used in cooking,it is used in cooking
it is cooked with sugar and it is cooked with water,it is cooked with sugar
it is cooked with sugar and it is cooked with water,it is cooked with water
it is loose fitting and it is long,it is loose fitting
it is loose fitting and it is long,it is long
it is made of stone and it has no life,it is made of stone
it is made of stone and it has no life,it has no life
it is long and it is made of fibres,it is long
it is long and it is made of fibres,it is made of fibres
it has a pilot and it is used for travelling,it has a pilot
it has a pilot and it is used for travelling,it is used for travelling
it is straight and it has a handle,it is straight
it is straight and it has a handle,it has a handle
it is light and it has a rough surface,it is light
it is light and it has a rough surface,it has a rough surface
it has bones and it has a skin,it has bones
it has bones and it has a skin,it has a skin
it has a neck and it has a reed,it has a neck
it has a neck and it has a reed,it has a reed
it has a stem and it is used for wrapping,it has a stem
it has a stem and it is used for wrapping,it is used for wrapping
it is a piece of clothing and it has a pattern,it is a piece of clothing
it is a piece of clothing and it has a pattern,it has a pattern
it is colourful and it is used for warmth,it is colourful
it is colourful and it is used for warmth,it is used for warmth
it is round and it is pressed into wax or ink,it is round
it is round and it is pressed into wax or ink,it is pressed into wax or ink
it is round and it is pressed into ink,it is round
it is round and it is pressed into ink,it is pressed into ink
it is round and it is pressed into wax,it is round
it is round and it is pressed into wax,it is pressed into wax
they are used for cutting hair and they are used for cutting thread,they are used for cutting hair
they are used for cutting hair and they are used for cutting thread,they are used for cutting thread
it is found in the air and it has a beak,it is found in the air
it is found in the air and it has a beak,it has a beak
it has hooves and it has a nose,it has hooves
it has hooves and it has a nose,it has a nose
it has a boss and it has a strap,it has a boss
it has a boss and it has a strap,it has a strap
it floats on water and it has a crew,it floats on water
it floats on water and it has a crew,it has a crew
it has a handle and it has a scoop,it has a handle
it has a handle and it has a scoop,it has a scoop
it is not worn with a tie and it has sleeves,it is not worn with a tie
it is not worn with a tie and it has sleeves,it has sleeves
it has a tail and it has a grip,it has a tail
it has a tail and it has a grip,it has a grip
it has a tail and it has eyes,it has a tail
it has a tail and it has eyes,it has eyes
it is used in battle and it has a point,it is used in battle
it is used in battle and it has a point,it has a point
it is thin and it has a wide blade,it is thin
it is thin and it has a wide blade,it has a wide blade
it has a nose and it has teeth,it has a nose
it has a nose and it has teeth,it has teeth
it has eyes and it has a mouth,it has eyes
it has eyes and it has a mouth,it has a mouth
it has a body and it has a long tail,it has a body
it has a body and it has a long tail,it has a long tail
it has a waistband and it is worn on the legs,it has a waistband
it has a waistband and it is worn on the legs,it is worn on the legs
it has a bowl and it is used for stirring,it has a bowl
it has a bowl and it is used for stirring,it is used for stirring
it has a length and it has a shape,it has a length
it has a length and it has a shape,it has a shape
it eats nuts and seeds,it eats nuts and seeds
it eats nuts and seeds,it eats nuts and seeds
it is grey in colour and it has a long bushy tail,it is grey in colour
it is grey in colour and it has a long bushy tail,it has a long bushy tail
it is used in sandwiches and it has a stalk,it is used in sandwiches
it is used in sandwiches and it has a stalk,it has a stalk
it is long and it has arms,it is long
it is long and it has arms,it has arms
it is used in the kitchen and it has a handle,it is used in the kitchen
it is used in the kitchen and it has a handle,it has a handle
it is red and it has a core,it is red
it is red and it has a core,it has a core
it has a hull and it has a periscope,it has a hull
it has a hull and it has a periscope,it has a periscope
it has wings and it has a webbed foot,it has wings
it has wings and it has a webbed foot,it has a webbed foot
it has a nose and it has a tail,it has a nose
it has a nose and it has a tail,it has a tail
it is small and it is worn in the summer,it is small
it is small and it is worn in the summer,it is worn in the summer
it has a surface and it is used for food,it has a surface
it has a surface and it is used for food,it is used for food
it has a front and a back,it has a front and a back
it has a front and a back,it has a front and a back
it has sleeves and it is large,it has sleeves
it has sleeves and it is large,it is large
it has a point and it can be used for cutting,it has a point
it has a point and it can be used for cutting,it can be used for cutting
it is small and it is used for sleeping,it is small
it is small and it is used for sleeping,it is used for sleeping
it gives information and it has a mercury column,it gives information
it gives information and it has a mercury column,it has a mercury column
it has a top and it has a point,it has a top
it has a top and it has a point,it has a point
it is used for public transportation and it has wheels,it is used for public transportation
it is used for public transportation and it has wheels,it has wheels
it is dangerous and it eats meat,it is dangerous
it is dangerous and it eats meat,it eats meat
it has a handle and it has a door,it has a handle
it has a handle and it has a door,it has a door
it has a timer and it has a cord,it has a timer
it has a timer and it has a cord,it has a cord
it eats flies and it is poisonous,it eats flies
it eats flies and it is poisonous,it is poisonous
it is used for serving food and drinks,it is used for serving food
it is used for serving food and drinks,it is used for serving drinks
it has a flat surface and it is used for carrying things,it has a flat surface
it has a flat surface and it is used for carrying things,it is used for carrying things
it is used for fun and it has a basket,it is used for fun
it is used for fun and it has a basket,it has a basket
they are long and thin and they have a handle,they are long
they are long and thin and they have a handle,they are thin
they are long and thin and they have a handle,they have a handle
it has seats and it is used for travelling,it has seats
it has seats and it is used for travelling,it is used for travelling
it is used in cooking and it has a skin,it is used in cooking
it is used in cooking and it has a skin,it has a skin
it has a steering wheel and it has a motor,it has a steering wheel
it has a steering wheel and it has a motor,it has a motor
it has a driver and it is used to move things,it has a driver
it has a driver and it is used to move things,it is used to move things
it has holes and it has a mouthpiece,it has holes
it has holes and it has a mouthpiece,it has a mouthpiece
it is used in marching bands and it is made of brass,it is used in marching bands
it is used in marching bands and it is made of brass,it is made of brass
it is portable and it has a ball,it is portable
it is portable and it has a ball,it has a ball
it is made of plastic and it is used for writing a letter,it is made of plastic
it is made of plastic and it is used for writing a letter,it is used for writing a letter
it lives in a shell and it lives on land,it lives in a shell
it lives in a shell and it lives on land,it lives on land
it has a tail and it has a long neck,it has a tail
it has a tail and it has a long neck,it has a long neck
it covers the face and it is associated with a traditional wedding,it covers the face
it covers the face and it is associated with a traditional wedding,it is associated with a traditional wedding
it has a body and it has a neck,it has a body
it has a body and it has a neck,it has a neck
it is used in the circus and it is used for transportation,it is used in the circus
it is used in the circus and it is used for transportation,it is used for transportation
it has a tip and it has a hole for the handle,it has a tip
it has a tip and it has a hole for the handle,it has a hole for the handle
it has a trunk and it is big,it has a trunk
it has a trunk and it is big,it is big
it has a tire and it is attached to an axle,it has a tire
it has a tire and it is attached to an axle,it is attached to an axle
it is huge and it lives in the ocean,it is huge
it is huge and it lives in the ocean,it lives in the ocean
it has a roof and it has wheels,it has a roof
it has a roof and it has wheels,it has wheels
it is black and yellow,it is black
it is black and yellow,it is yellow
it is dangerous and it is a pest,it is dangerous
it is dangerous and it is a pest,it is a pest
it is long and thin,it is long
it is long and thin,it is thin
it can make things disappear and it has a tip,it can make things disappear
it can make things disappear and it has a tip,it has a tip
it is not used for carrying people and it has a flat bottom,it is not used for carrying people
it is not used for carrying people and it has a flat bottom,it has a flat bottom
it is used for training animals and it is used to hurt people,it is used for training animals
it is used for training animals and it is used to hurt people,it is used to hurt people
it is used for calling for help and it is blown,it is used for calling for help
it is used for calling for help and it is blown,it is blown
it has a body and it has legs,it has a body
it has a body and it has legs,it has legs
it is black and white,it is black
it is black and white,it is white
it is a mammal and it has long legs,it is a mammal
it is a mammal and it has long legs,it has long legs
it uses sonar and it has a thumb,it uses sonar
it uses sonar and it has a thumb,it has a thumb
it is made of wood and it is used to brush the hair,it is made of wood
it is made of wood and it is used to brush the hair,it is used to brush the hair
it has horns and it is a mammal,it has horns
it has horns and it is a mammal,it is a mammal
it lays eggs and it is used for food,it lays eggs
it lays eggs and it is used for food,it is used for food
it is used for sport and it is used for research,it is used for sport
it is used for sport and it is used for research,it is used for research
it is used for smoking and it has a stem,it is used for smoking
it is used for smoking and it has a stem,it has a stem
it does not slip and it does not roll up,it does not slip
it does not slip and it does not roll up,it does not roll up
it is warm and it has a collar,it is warm
it is warm and it has a collar,it has a collar
it has a point and it has a head,it has a point
it has a point and it has a head,it has a head
it is flat and it has a handle,it is flat
it is flat and it has a handle,it has a handle
it has a handle and it has a steering wheel,it has a handle
it has a handle and it has a steering wheel,it has a steering wheel
it has a keyboard and it does play music,it has a keyboard
it has a keyboard and it does play music,it does play music
it is used in the garden and it has a sharp edge,it is used in the garden
it is used in the garden and it has a sharp edge,it has a sharp edge
it is a vegetable and it is green,it is a vegetable
it is a vegetable and it is green,it is green
it does live in water and it has short legs,it does live in water
it does live in water and it has short legs,it has short legs
it does weigh a lot and it does have a chain,it does weigh a lot
it does weigh a lot and it does have a chain,it does have a chain
it is for emergencies and it does have wheels,it is for emergencies
it is for emergencies and it does have wheels,it does have wheels
it has wings and it does fly,it has wings
it has wings and it does fly,it does fly
it has a stalk and it is round,it has a stalk
it has a stalk and it is round,it is round
it has strings and it is used to protect clothing,it has strings
it has strings and it is used to protect clothing,it is used to protect clothing
it has a lid and it is made of metal,it has a lid
it has a lid and it is made of metal,it is made of metal
it is soft inside and it does taste good,it is soft inside
it is soft inside and it does taste good,it does taste good
it is used to carry things and it has a top,it is used to carry things
it is used to carry things and it has a top,it has a top
it is black and white,it is black
it is black and white,it is white
it has stitches and it is used for playing sports,it has stitches
it has stitches and it is used for playing sports,it is used for playing sports
it is a fruit and it does taste sweet,it is a fruit
it is a fruit and it does taste sweet,it does taste sweet
it is filled with air and it does float,it is filled with air
it is filled with air and it does float,it does float
it has a handle and it has a rim,it has a handle
it has a handle and it has a rim,it has a rim
it does live in the mountains and it is a large animal,it does live in the mountains
it does live in the mountains and it is a large animal,it is a large animal
it is used in music and it has a resonator,it is used in music
it is used in music and it has a resonator,it has a resonator
it does have holes and it does have a handle,it does have holes
it does have holes and it does have a handle,it does have a handle
it has flowers and it does have pods,it has flowers
it has flowers and it does have pods,it does have pods
it has a flat face and it has a furry body,it has a flat face
it has a flat face and it has a furry body,it has a furry body
it has a hard body and it is black,it has a hard body
it has a hard body and it is black,it is black
it is soft and it is private,it is soft
it is soft and it is private,it is private
it is a strip of leather and it has a tongue,it is a strip of leather
it is a strip of leather and it has a tongue,it has a tongue
it has a flat surface and it is used for sitting,it has a flat surface
it has a flat surface and it is used for sitting,it is used for sitting
it can be eaten with tea or coffee and it can be dunked in a cup of tea,it can be eaten with tea or coffee
it can be eaten with tea or coffee and it can be dunked in a cup of tea,it can be dunked in a cup of tea
it is used to make juice and it can make ice cubes,it is used to make juice
it is used to make juice and it can make ice cubes,it can make ice cubes
it has a lot of vitamin c and it is contained in a berry,it has a lot of vitamin c
it has a lot of vitamin c and it is contained in a berry,it is contained in a berry
it is worn on the top of clothes and it is loose fitting,it is worn on the top of clothes
it is worn on the top of clothes and it is loose fitting,it is loose fitting
it is used for transportation and it does carry people,it is used for transportation
it is used for transportation and it does carry people,it does carry people
it has stems and it is made of flowers,it has stems
it has stems and it is made of flowers,it is made of flowers
it is thrown and it has a timer,it is thrown
it is thrown and it has a timer,it has a timer
it is a piece of underwear and it is white,it is a piece of underwear
it is a piece of underwear and it is white,it is white
it is used by teachers and students,it is used by teachers
it is used by teachers and students,it is used by students
it is used in schools and colleges and universities and it does have a title,it is used in schools
it is used in schools and colleges and universities and it does have a title,it is used in colleges
it is used in schools and colleges and universities and it does have a title,it is used in universities
it is used in schools and colleges and universities and it does have a title,it does have a title
it can hold liquid and it is small,it can hold liquid
it can hold liquid and it is small,it is small
it does hold things and it does have a lid,it does hold things
it does hold things and it does have a lid,it does have a lid
it is made of clay and it does contain food,it is made of clay
it is made of clay and it does contain food,it does contain food
it has a soft texture and it is made of yeast,it has a soft texture
it has a soft texture and it is made of yeast,it is made of yeast
it has a red colour and it has a brown colour,it has a red colour
it has a red colour and it has a brown colour,it has a brown colour
it has a flower and it has a root,it has a flower
it has a flower and it has a root,it has a root
it is used for cleaning and it has a long handle,it is used for cleaning
it is used for cleaning and it has a long handle,it has a long handle
it is round and it has a hole,it is round
it is round and it has a hole,it has a hole
it is used for clothing and it has a hole,it is used for clothing
it is used for clothing and it has a hole,it has a hole
it has a motor and it does have headlights,it has a motor
it has a motor and it does have headlights,it does have headlights
it does have a roof and it does have a bottom,it does have a roof
it does have a roof and it does have a bottom,it does have a bottom
it has a ticket and it does take you to your destination,it has a ticket
it has a ticket and it does take you to your destination,it does take you to your destination
it has roots and it is green,it has roots
it has roots and it is green,it is green
it has antennae and it has a short proboscis,it has antennae
it has antennae and it has a short proboscis,it has a short proboscis
it has nuts and it has butter,it has nuts
it has nuts and it has butter,it has butter
it is used in war and it can pierce,it is used in war
it is used in war and it can pierce,it can pierce
it is big and it has long legs,it is big
it is big and it has long legs,it has long legs
it is tall and thin and it does have a flame,it is tall
it is tall and thin and it does have a flame,it is thin
it is tall and thin and it does have a flame,it does have a flame
it does fire bullets and it does have a mouth,it does fire bullets
it does fire bullets and it does have a mouth,it does have a mouth
it has a cover and it has oars,it has a cover
it has a cover and it has oars,it has oars
it does have doors and a bonnet,it does have doors and a bonnet
it does have doors and a bonnet,it does have doors and a bonnet
it has lights and it does have a driver,it has lights
it has lights and it does have a driver,it does have a driver
it has a small flower and it has seeds,it has a small flower
it has a small flower and it has seeds,it has seeds
it does have a boot and it is used for carrying goods,it does have a boot
it does have a boot and it is used for carrying goods,it is used for carrying goods
it has a long tail and it does catch mice,it has a long tail
it has a long tail and it does catch mice,it does catch mice
it does eat leaves and it does have many legs,it does eat leaves
it does eat leaves and it does have many legs,it does have many legs
it does have a frame and it does have arms,it does have a frame
it does have a frame and it does have arms,it does have arms
it is tall and it does hang from the ceiling,it is tall
it is tall and it does hang from the ceiling,it does hang from the ceiling
it is made from cow's milk and it does have a strong smell,it is made from cow's milk
it is made from cow's milk and it does have a strong smell,it does have a strong smell
it has curds and it has a stem,it has curds
it has curds and it has a stem,it has a stem
it is used to tie up animals and it has a lock,it is used to tie up animals
it is used to tie up animals and it has a lock,it has a lock
it does grow in a garden and it is used in cooking,it does grow in a garden
it does grow in a garden and it is used in cooking,it is used in cooking
it is plucked and it is used in orchestras,it is plucked
it is plucked and it is used in orchestras,it is used in orchestras
it has claws and it can run up to 100km/h,it has claws
it has claws and it can run up to 100km/h,it can run up to 100km/h
it is sour and it does grow on trees,it is sour
it is sour and it does grow on trees,it does grow on trees
it is a rodent and it does make noises,it is a rodent
it is a rodent and it does make noises,it does make noises
it has a pointed end and it is used for sculpting,it has a pointed end
it has a pointed end and it is used for sculpting,it is used for sculpting
it is made in cuba and people smoke it,it is made in cuba and people smoke it
it is made in cuba and people smoke it,it is made in cuba and people smoke it
it does give you cancer and it does kill people,it does give you cancer
it does give you cancer and it does kill people,it does kill people
it is made of brass and it has a long tube,it is made of brass
it is made of brass and it has a long tube,it has a long tube
it has many uses and it is heavy,it has many uses
it has many uses and it is heavy,it is heavy
it has a hood and it has sleeves,it has a hood
it has a hood and it has sleeves,it has sleeves
it is made of minerals and it does live on the sea floor,it is made of minerals
it is made of minerals and it does live on the sea floor,it does live on the sea floor
it has a hood and it has pockets,it has a hood
it has a hood and it has pockets,it has pockets
it is small and it does fly,it is small
it is small and it does fly,it does fly
it is made of wood and it is tall,it is made of wood
it is made of wood and it is tall,it is tall
you can buy things with coins and you can buy things in shops with coins,you can buy things with coins
you can buy things with coins and you can buy things in shops with coins,you can buy things in shops with coins
it does have a hole for hanging and it is used for grooming,it does have a hole for hanging
it does have a hole for hanging and it is used for grooming,it is used for grooming
it is used to open beer bottles and it is used to open champagne bottles,it is used to open beer bottles
it is used to open beer bottles and it is used to open champagne bottles,it is used to open champagne bottles
it has a cork screw and it is used to seal bottles,it has a cork screw
it has a cork screw and it is used to seal bottles,it is used to seal bottles
it is tall and it has a stem,it is tall
it is tall and it has a stem,it has a stem
it is used for milk and it has four legs,it is used for milk
it is used for milk and it has four legs,it has four legs
it has a stock and it has a mechanism,it has a stock
it has a stock and it has a mechanism,it has a mechanism
it is used for opening things and it can be used as a weapon,it is used for opening things
it is used for opening things and it can be used as a weapon,it can be used as a weapon
