concept,answer,concept_id,run_nr
hyena," It is an animal, it eats meat, it is a carnivore, it eats bones, it is a scavenger, it is brown, it has hair, it lives in Africa, it lives in the savanna, it has teeth, it eats carrion, it scavenges on dead animals, it has a long tongue and it has",hyena,18
iguana," It is a reptile, it is an animal, it has scales, it lives in the desert, it is a lizard, it eats insects, it is green, it has a tail and it has a long tail.What are the properties of a parrot? It can talk, it can fly, it is a bird, it lives in",iguana,18
jacket," It is worn by people, it is clothing, it is worn on the upper body, it is worn in cold weather, it is made of cotton, it has sleeves, it is worn in the winter, it keeps you warm, it has pockets and it is comfortable.What are the properties of a jellyfish? It is found in the",jacket,18
jar," It is made of glass, it has a lid, it is used for storage, it is a container, it is round, it has a handle, it can be used to hold things, it is clear and it has a lid.What are the properties of a computer? It is electronic, it can be used to access the Internet,",jar,18
jeans," They are blue, they are worn by teenagers, they are comfortable, they are worn by men and women, they are made of cotton, they are worn in the United States, they are worn in Australia and they are worn in Europe.What are the properties of a kangaroo? It is a mammal, it has a pouch, it",jeans,18
jeep," It is a car, it is a vehicle, it is made of metal, it has wheels, it has seats, it has windows, it has doors, it is fast, it is used for transportation, it is used for work and it is used for fun.What are the properties of a calculator? It can be used to add and subtract",jeep,18
kettle," It boils water, it is made of metal, it is used to make tea, it has a spout, it is used to boil water, it is used for cooking, it has a handle, it has a lid, it is used for boiling water and it has a whistle.What are the properties of a panda? It eats",kettle,18
key," It is metal, it is used to open doors, it has a hole, it is used to lock doors, it has a handle, it is cylindrical, it opens locks, it is used to turn things and it is small.What are the properties of a leaf? It is green, it falls in the autumn, it has",key,18
kite," It is made of paper, it is a toy, it flies in the air, it has a string, it is used by kids, it flies in the wind, it is used on sunny days, it is colorful and it has a tail.What are the properties of a pig? It has hair, it is an animal, it has",kite,18
knife," It is sharp, it is used to cut things, it can be dangerous, it is small, it has a handle, it has a blade and it is used in cooking.What are the properties of a pencil? It is used to write, it has an eraser, it is made of wood, it has lead inside and it can",knife,18
ladle," It is a spoon, it is made of metal, it is used to serve food, it is used to serve soup, it has a handle, it is used to serve soup, it has a bowl and it has a handle.What are the properties of an orange? It grows on trees, it is round, it has a peel,",ladle,18
lamb," It is a baby sheep, it is a relative of a goat, it is a mammal, it has wool, it has a tail, it has horns, it has two legs, it eats grass, it drinks milk from its mother and it lives in flocks.What are the properties of a cat? It is a mammal, it has",lamb,18
lamp," It is used for lighting, it is a source of light, it has a switch, it is used for reading, it has a cord, it has a shade, it is plugged in to the wall, it is made of glass, it has a base and it has a light bulb.What are the properties of a fire? It burns",lamp,18
lantern," It is made of glass, it is used at night, it has a light, it has a handle, it is made of metal, it is used in houses, it is used in camping, it is used in parties, it can be hung up and it gives light.What are the properties of a lion? It has a mane",lantern,18
lemon," It is yellow, it is sour, it is a citrus fruit, it has seeds, it is used in cooking, it is a fruit, it is used in drinks and it is eaten with sugar.What are the properties of a lizard? It is brown, it has scales, it has legs, it has a long tail, it lives",lemon,18
leopard," It is a cat, it is a mammal, it lives in the jungle, it is a carnivore, it hunts, it eats meat, it has spots, it has claws and it has teeth.What are the properties of a giraffe? It is a mammal, it is long-necked, it eats leaves, it lives in",leopard,18
lettuce," It is edible, it is a vegetable, it grows in gardens, it is green, it has leaves and it has stalks.What are the properties of a lion? It is a mammal, it has fur, it has claws, it has a long tail, it eats meat, it is an animal, it lives in jungles and",lettuce,18
lime," It is a fruit, it is green, it is sour, it is small, it is round and it has a peel.What are the properties of a lion? It has a mane, it has fur, it has claws, it has sharp teeth, it hunts for food, it eats meat and it is a carnivore.",lime,18
limousine," It is a car, it is expensive, it has a chauffeur, it is used for weddings, it is long, it has leather seats, it is black, it has tinted windows, it has air conditioning, it is driven by a chauffeur and it is comfortable.What are the properties of a parrot? It can",limousine,18
lion," It has fur, it is a mammal, it is a relative of humans, it lives in zoos, it is an animal, it runs, it climbs, it is used in experiments, it climbs trees, it lives in jungles, it is dangerous, it eats meat, it is yellowish brown, it walks on four legs, it",lion,18
lobster," It is edible, it is a seafood, it is a crustacean, it is an invertebrate, it has claws, it lives in the ocean, it has a shell, it has pincers, it is red and it is big.What are the properties of a car? It has wheels, it has seats",lobster,18
machete," It is used for cutting, it is made out of metal, it has a blade, it is used for cutting grass, it is used for gardening, it is sharp, it is used for cutting trees, it has handles, it has a sharp edge and it is used for cutting.What are the properties of a computer? It is used",machete,18
marble," It is small, it is round, it is white, it is a toy, it is used in games, it rolls, it is a ball and it comes in different colors.What are the properties of a turtle? It has a shell, it has a beak, it lives in the water, it breathes air from the surface",marble,18
microscope," It is used in science, it is used in biology, it has a lens, it has a light, it magnifies objects, it is used to examine things closely, it is used to study microorganisms and it is used to study cells.What are the properties of a telescope? It is used in astronomy, it magnifies objects,",microscope,18
microwave," It is a kitchen appliance, it cooks food, it heats food, it is a box, it has a door, it is used for cooking, it has buttons and it has a timer.What are the properties of a calculator? It is an electronic device, it is used for math, it has keys and it is used to solve problems",microwave,18
mirror," It is made of glass, it is shiny, it reflects light, it is rectangular, it is used in bathrooms, it has a frame, it has a stand, it is used in bedrooms and it has a stand.What are the properties of a dictionary? It is made of paper, it has pages, it has words and their definitions",mirror,18
moose," It is a mammal, it is a relative of deer, it lives in the north, it has antlers, it eats leaves, it eats plants, it is big, it has fur, it lives in the woods, it is brown and it eats twigs.What are the properties of a kangaroo? It lives in Australia,",moose,18
moth," It has wings, it is an insect, it is small, it has 6 legs, it flies, it has antennae, it lives in the garden, it eats plants, it is brown and it eats leaves.What are the properties of a horse? It has 4 legs, it is an animal, it eats grass, it lives in",moth,18
motorcycle," It is a vehicle, it has wheels, it is made of metal, it has an engine, it can carry a person, it is used for transportation, it is fast, it has a seat and it has brakes.What are the properties of a computer? It has keys, it is used for communication, it stores information, it is used",motorcycle,18
mug," It is made of clay, it is a container, it is brown, it is shaped like a cup, it has a handle, it holds liquid, it is used for drinking tea, it has a lid and it has a handle.What are the properties of a banana? It is edible, it is yellow, it grows on trees,",mug,18
mushroom," It is edible, it is brown, it grows in the ground, it is a fungus, it is a food, it is a plant, it is a fungus, it has no leaves and it has no roots. What are the properties of a banana? It is edible, it grows on trees, it is yellow and it has seeds. What",mushroom,18
napkin," It is white, it is paper, it is used to wipe the mouth, it is used to clean the table, it is used to clean the hands, it is used to wipe the face, it is used to wipe the nose, it is used to clean spills, it is used to clean food off of utensils and it has a",napkin,18
necklace," It is worn around the neck, it is made of gold, it is a piece of jewelry, it is a gift, it can be expensive, it is worn for special occasions, it is a fashion accessory and it has gems.What are the properties of a cap? It protects your head from the sun, it has a visor to",necklace,18
octopus," It is an animal, it has many legs, it has eyes, it has a beak, it lives in the ocean, it has a shell, it is slimy, it has suction cups, it has eight legs, it is pink and it lives in the ocean.What are the properties of a dog? It is an animal",octopus,18
olive," It is edible, it grows on trees, it is green, it is used in cooking, it is a fruit, it is round, it has pits, it tastes good, it is used in salads and it has leaves.What are the properties of a bicycle? It has two wheels, it has handlebars, it has pedals, it",olive,18
orange," It is edible, it is like a fruit, it is a food, it is round, it is eaten with juice, it is made with oranges, it tastes good, it is eaten by peeling, it is small and it is juicy.What are the properties of a pineapple? It is edible, it grows in Hawaii, it is",orange,18
ostrich," It has feathers, it has wings, it is a bird, it has long legs, it is fast, it lives in Africa, it is used for meat, it is big, it has a long neck, it eats grass and it eats small animals.What are the properties of an elephant? It has tusks, it is a",ostrich,18
otter," It is a mammal, it is an animal, it lives in the water, it has fur, it is a relative of the weasel, it is small, it eats fish and it is cute.What are the properties of a parrot? It has feathers, it has wings, it has a beak, it can fly and it",otter,18
oven," It is used for cooking, it has knobs, it is used for baking, it has a door, it is used for heating, it is used for food, it is used for cooking food, it has an on/off switch, it can be used to cook food, it can be used to bake food and it can be used to",oven,18
owl," It is a bird, it has feathers, it has wings, it is used in magic, it is an animal, it has big eyes, it lives in the woods, it is nocturnal, it eats mice and insects, it has a hooked beak, it can fly and it can see at night.What are the properties of",owl,18
panther," It is a big cat, it is a carnivore, it is a relative of cats, it has spots, it is black, it has claws, it is a predator, it eats meat, it lives in jungles and rainforests, it has a long tail and it has big teeth.What are the properties of a parrot",panther,18
parsley," It is edible, it grows in gardens, it is eaten by cooking, it has flowers, it is green, it is eaten raw, it is eaten with cheese sauce, it tastes good, it is a vegetable, it is nutritious, it has leaves and it has stalks.What are the properties of a computer? It has a screen,",parsley,18
peach," It is edible, it is sweet, it is a fruit, it is round, it has a skin, it is eaten by cutting, it is red, it tastes good, it can be eaten with ice cream, it grows on trees and it has seeds.What are the properties of a hamster? It has fur, it is small",peach,18
peacock," It has feathers, it is colorful, it has a tail, it is blue, it flies, it has a beak, it is a bird, it eats bugs, it is an animal, it flies in the air and it lives in the jungle.What are the properties of an elephant? It has tusks, it is gray",peacock,18
pear," It is edible, it is a fruit, it is round, it is eaten raw, it grows on trees, it comes in different colors, it has seeds, it is sweet, it has a hard skin and it tastes good.What are the properties of an elephant? It is edible, it has tusks, it has a trunk",pear,18
peg," It is a fastener, it is used to hold things together, it is a wood, it has a hole in the center, it has a square shape, it holds things together, it has a round shape and it is used to fasten things together.What are the properties of a car? It is a vehicle, it has four",peg,18
pelican," It is a bird, it has a beak, it has a pouch, it is a relative of the crow, it eats fish, it can fly, it can swim and it lives in Africa.What are the properties of a chicken? It is a bird, it has feathers, it has a beak, it has claws, it",pelican,18
pen," It is made of plastic, it has a cap, it has a tip, it is used to write, it has ink, it is used to write with, it is used at school, it has a barrel and it writes.What are the properties of a duck? It is yellow, it has feathers, it has a beak,",pen,18
pencil," It is a writing tool, it is used to write, it has a point, it has wood, it has a colored part, it is used in school, it has a rubber at the end, it is used for writing on paper, it is made of wood and it is long.What are the properties of a computer? It is used",pencil,18
penguin," It is a bird, it lives in the Antarctic, it is black and white, it eats fish, it lives in cold temperatures, it has wings, it has feathers, it is small, it has a beak and it lives in the water.What are the properties of a horse? It is a mammal, it is an animal,",penguin,18
piano," It is a musical instrument, it is played by a keyboard, it has keys, it has a lid, it is played by a musician, it has strings, it is played in concerts, it is black and white, it has hammers, it has pedals and it is made of wood.What are the properties of an egg? It",piano,18
pie," It is edible, it is a food, it is round, it is baked, it tastes good, it is made with flour, it is small and it has a crust.What are the properties of a giraffe? It has a long neck, it is a mammal, it has spots, it has long legs, it eats leaves from",pie,18
pig," It is edible, it is a mammal, it has hair, it is pink, it has a snout, it lives in farms, it is an animal, it eats grass, it is used for meat, it can be pink or brown, it walks on four legs and it has a curly tail.What are the properties of a tiger",pig,18
pigeon," It has feathers, it has wings, it has a beak, it is a bird, it is used in racing, it is black and white, it is used in the army, it can fly, it is kept as a pet, it flies, it eats seeds and it lives in cities.What are the properties of a tree?",pigeon,18
pillow," It is used for sleeping, it is soft, it is used for resting, it is used for comfort, it is used for laying one's head on, it is used for resting one's head on, it is soft and it is used to rest one's head on.What are the properties of a football? It has a round shape",pillow,18
pineapple," It is edible, it grows in gardens, it is a fruit, it is sweet, it is yellow, it is a tropical fruit, it has leaves, it has a hard shell and it tastes good.What are the properties of a hamburger? It is edible, it is made from beef, it is a food, it is cooked",pineapple,18
platypus," It is a mammal, it has fur, it is a relative of humans, it is an animal, it lives in Australia, it eats insects, it has a bill, it lays eggs, it has a tail, it lives in water, it is brown and it is cute.What are the properties of a giraffe? It has a",platypus,18
pliers," It is used to hold things, it is made of metal, it is used to cut wire, it is used to bend wire, it is used to twist wire, it is used to hold wires, it has handles, it has a jaw and it has a head.What are the properties of a plum? It is edible, it is",pliers,18
plum," It is edible, it is a fruit, it is round, it is purple, it is eaten raw, it has seeds, it has skin, it has flesh and it has juice.What are the properties of a penguin? It is a bird, it lives in the arctic, it lives in the sea and on land, it",plum,18
pony," It is a horse, it has a mane, it is small, it is brown, it is used for riding, it lives in the country, it has hooves, it has hair, it has a tail, it eats grass and it lives in the wild.What are the properties of a computer? It is used for work,",pony,18
porcupine," It is an animal, it has quills, it is a mammal, it has brown fur, it lives in the forest, it has a tail, it has sharp teeth, it is an herbivore, it has quills on its back and it eats leaves.What are the properties of a shark? It is an animal, it",porcupine,18
potato," It is edible, it grows in gardens, it is a vegetable, it is a root, it is brown, it is cooked, it is made with flour, it has leaves and it has stalks.What are the properties of a car? It can be driven, it can be steered, it can be parked and it has four wheels.",potato,18
projector," It is used for watching films, it is used for work, it is used in the classroom, it is used for entertainment, it projects images onto a screen, it has a lens, it is used for work and it has a screen.What are the properties of a computer? It has a keyboard, it has a mouse, it can",projector,18
prune," It is edible, it is a food, it is a fruit, it is dried, it is wrinkly and it is old.What are the properties of an egg? It is edible, it is a food, it has yolk and white, it grows in chickens, it hatches from an egg, it has a shell and it",prune,18
pumpkin," It grows in the garden, it is edible, it is orange, it is a fruit, it is round and it is used for Halloween.What are the properties of a cat? It has fur, it is a mammal, it lives in houses, it has claws, it has whiskers, it has a tail, it purrs and",pumpkin,18
rabbit," It has fur, it is a mammal, it lives in zoos, it is an animal, it has long ears, it is cute, it walks, it has hair, it eats and it is intelligent.What are the properties of a dog? It has fur, it is a mammal, it lives in zoos, it is an animal",rabbit,18
raccoon," It is a mammal, it is a relative of the weasel, it lives in the wild, it is an animal, it has fur, it is black and white, it eats and drinks, it has a tail and it climbs trees.What are the properties of a parrot? It is a bird, it has feathers, it has",raccoon,18
radio," It is a piece of technology, it is used in the home, it is a machine, it is small, it has a wire, it is used for music, it can be plugged in and it can be turned on.What are the properties of a bee? It has wings, it flies, it has a stinger, it is",radio,18
radish," It is edible, it is a vegetable, it is eaten raw, it has leaves, it has roots, it grows in gardens, it has flowers, it has seeds and it has stalks.What are the properties of a lion? It is a mammal, it lives in the jungle, it eats meat, it is an animal, it",radish,18
raft," It floats, it is used for boats, it is made of wood, it floats on water, it is used for swimming, it is used for fishing, it is used to cross water, it has a motor and it is used for fun.What are the properties of a book? It has pages, it has words and sentences, it",raft,18
raisin," It is edible, it is a dried fruit, it is small, it is wrinkled, it tastes sweet, it is used in baking, it is dried in the sun, it comes from grapes and it is used in cookies.What are the properties of a car? It has wheels, it has an engine, it has seats, it",raisin,18
rake," It is used for gardening, it is used to tidy the garden, it is used to rake leaves, it is used to gather leaves, it is used to clear leaves, it has a long handle, it has a metal part, it has a wooden part and it is used outdoors.What are the properties of a snake? It has scales",rake,18
raspberry," It is edible, it is a fruit, it can be eaten raw, it is sweet, it is red, it is small, it is round and it has seeds.What are the properties of a rhinoceros? It has horns, it is an animal, it has a horn on its nose, it eats grass, it has",raspberry,18
rat," It is a mammal, it has fur, it is a relative of mice, it lives in sewers, it is an animal, it has a tail, it is black, it eats cheese, it is brown, it lives in holes, it is small and it eats.What are the properties of a cat? It is a mammal,",rat,18
rattle," It is a toy, it is small, it makes noise, it is shaken, it is colorful, it is used by babies, it is round, it makes noise when shaken and it is made of plastic.What are the properties of a book? It has pages, it has words, it has pictures, it is made of paper,",rattle,18
rattlesnake," It is poisonous, it is a reptile, it has fangs, it has scales, it has a rattle, it is dangerous, it lives in deserts, it lives in the wild, it is brown and it is a snake.What are the properties of a tiger? It is dangerous, it eats meat, it is an animal",rattlesnake,18
razor," It is used to shave, it is sharp, it is dangerous, it can cut skin, it can be used to cut hair, it is used for shaving legs, it is used by men and women.What are the properties of a dormouse? It is furry, it lives in trees, it has a long tail, it has ears",razor,18
revolver," It has bullets, it is a gun, it is used to kill people, it has a cylinder, it is used by police, it is sold in shops, it is made of steel, it has a handle, it has a trigger, it shoots bullets and it is dangerous.What are the properties of a banana? It is edible,",revolver,18
rhubarb," It is edible, it is a fruit, it grows in gardens, it has leaves, it has stalks and it is red.What are the properties of a car? It is big, it has wheels, it is used for transport, it can move on its own, it has seats and it has doors.What are the properties",rhubarb,18
rice," It is edible, it is a grain, it is a food, it is used in cooking, it is white, it is cooked, it has grains and it has a husk.What are the properties of a kangaroo? It has fur, it is a mammal, it has pouches, it hops and it jumps.",rice,18
rifle," It is used to shoot, it is used for hunting, it is used to kill animals, it is used in wars, it has a handle, it is long and it is used by the army.What are the properties of a car? It can be driven, it has wheels, it has an engine, it has seats, it can",rifle,18
ring," It is worn on the finger, it is a piece of jewelry, it is used for decoration, it is silver, it is worn on the left hand, it is round and it has a stone.What are the properties of a banana? It is edible, it comes from trees, it grows in bunches, it has a stem,",ring,18
robe," It is worn, it is worn by monks, it is used for rituals, it is used in ceremonies, it is white, it is worn by religious people, it is used for prayer, it has a hood, it is worn by men and it has a collar.What are the properties of a bed? It is soft, it is",robe,18
rock," It is hard, it is a mineral, it is found in nature, it is found on land, it is found in the ground, it is found outdoors, it has no life, it is not living, it has no feelings, it does not move, it cannot talk and it cannot think.What are the properties of a dog?",rock,18
rocket," It is used to travel in space, it is made of metal, it has a fuel, it has a nose and it has wings.What are the properties of a shark? It is dangerous, it is in the water, it has sharp teeth, it lives in the ocean, it is a fish and it has fins.What are",rocket,18
rope," It is a string, it is a cord, it is a wire, it is a material, it is a product, it is a piece of equipment, it is used to tie things together, it has knots, it can be long or short, it can be thick or thin and it can be used to hang things.What are the",rope,18
ruler," It is made of wood, it is used in school, it is used to measure, it has numbers on it, it is straight, it is flat, it is thin and it is long.What are the properties of a house? It has four walls, it has a roof, it has a door, it has windows, it has",ruler,18
sandpaper," It is used on wood, it is rough, it is used to sand, it is made of sand, it is made by sanding, it has grains of sand, it is made of wood and it is used for sanding.What are the properties of a rock? It is hard, it has cracks, it has minerals, it",sandpaper,18
sardine," It is edible, it is a food, it is a treat, it is small, it is round, it is eaten with crackers, it tastes good, it is eaten by frying.What are the properties of a giraffe? It has spots, it has fur, it has long legs, it has a long neck, it eats",sardine,18
saxophone," It is a musical instrument, it has a reed, it is used for music, it has a mouthpiece, it is played by blowing into it, it is made of metal, it has holes, it is brass and it has keys.What are the properties of a dog? It is a mammal, it is a pet, it",saxophone,18
scarf," It is worn around the neck, it is a piece of clothing, it is made with wool, it is worn in winter, it keeps you warm, it is colorful, it is worn in the winter and it keeps you warm.What are the properties of a clown? It has a big nose, it wears make up, it wears colorful",scarf,18
scissors," They are made of metal, they are used to cut paper, they have handles, they have blades, they look like a letter 'U', they are sharp and they are used to cut paper.What are the properties of a book? It is a piece of literature, it is a story, it has pages, it is a library book",scissors,18
screwdriver," It is a tool, it is used to unscrew things, it has a handle, it is used to open things, it has a point, it is used to tighten things, it has a flat head and the top of the screwdriver is flat.What are the properties of a teddy bear? It is soft, it is c",screwdriver,18
seagull," It is a bird, it lives on the beach, it is at the beach, it eats fish, it eats food from the sea, it flies, it has a beak, it has wings, it has a tail, it lives in colonies and it is white.What are the properties of a cat? It is a mammal, it",seagull,18
seal," It is a mammal, it has fur, it is a relative of the walrus, it lives in the ocean, it is an animal, it swims, it eats fish, it is black and white, it has whiskers, it is cute, it has flippers and it is an aquatic animal.What are the properties of sand",seal,18
seaweed," It is edible, it grows in water, it is a plant, it is wavy, it is green, it is used to make food, it is used to make fertilizer, it has leaves and it has roots.What are the properties of a bear? It is an animal, it has fur, it is brown, it lives in",seaweed,18
shawl," It is a piece of cloth, it covers the body, it is worn on the shoulders, it is made of wool, it is a gift, it comes in different colours and it is worn in winter.What are the properties of a shirt? It is a piece of clothing, it is made of cotton, it covers the torso, it",shawl,18
sheep," It is a mammal, it is an animal, it has wool, it has a tail, it is used in farming, it has a hoof, it lives in a field, it is brown and it eats grass.What are the properties of a giraffe? It is a mammal, it has a long neck, it has spots and",sheep,18
shield," It is used for protection, it is round, it is made of metal, it is used in war, it has a handle, it is held with two hands, it protects the body, it is used for fighting and it has a point.What are the properties of a car? It has wheels, it has seats, it has windows,",shield,18
ship," It floats on water, it is used to travel on water, it is used to carry goods and people, it has a mast, it has sails, it has a crew, it is big, it is made of wood and it has a cabin.What are the properties of an elephant? It is big, it eats grass and leaves,",ship,18
shirt," It is worn on the upper body, it is a piece of clothing, it is made from cotton, it is worn by men and women, it has sleeves, it has buttons, it has a collar, it is worn under a coat, it has a pocket and it is made from cloth.What are the properties of a pig? It",shirt,18
shovel," It is used for digging, it is used for gardening, it is used to move dirt, it has a handle, it is used to dig holes, it has a flat surface, it is used to move soil, it has a metal blade and it has a wooden handle.What are the properties of an elephant? It is big, it",shovel,18
shrimp," It is edible, it lives in the sea, it is a seafood, it is small, it has a shell, it has pincers, it has a tail, it is pink and it is tasty.What are the properties of a calculator? It is electronic, it is used in school, it has buttons, it has numbers and",shrimp,18
sink," It is a place to wash dishes, it is a place to wash the hands, it has water, it is connected to the drain, it has a faucet, it has a drain, it has a soap dispenser, it is used for washing dishes and it is connected to the drain.What are the properties of an oven?",sink,18
skateboard," It is used for transportation, it has wheels, it has a deck, it is long, it is made of wood, it is used by skateboarders, it has trucks, it is used for stunts, it is used by kids, it has a grip tape and it is fun.What are the properties of a banana? It is",skateboard,18
skirt," It is worn by females, it is worn around the waist, it is worn for fashion, it is worn at night, it is long, it is made of cloth, it has a zipper, it has buttons, it has a hem and it has a seam.What are the properties of a snake? It is an animal, it sl",skirt,18
skunk," It has a stripe, it is a mammal, it is a relative of the weasel, it has a tail, it lives in the forest, it is black and white, it has a stinky smell, it eats insects, it lives in the wild, it is a pet, it is an animal and it has fur.What are",skunk,18
snail," It is a mollusk, it is a relative of snails, it lives in gardens, it is an animal, it lives in the ground, it has a shell, it is small, it is slow, it is brown, it eats leaves and its body is slimy.What are the properties of a robot? It is made",snail,18
spatula," It is used for cooking, it is long, it has a handle, it is made of plastic, it is used to mix food, it is used to flip pancakes, it is used to scrape the sides of the bowl and it is used to flip eggs.What are the properties of a flower? It has petals, it has pollen",spatula,18
spear," It is used for hunting, it is made of wood, it is used for fighting, it is used for fishing, it is made of metal, it is sharp, it is long and it has a point.What are the properties of a lion? It has fur, it is a mammal, it lives in the jungle, it eats meat",spear,18
spider," It is a bug, it has eight legs, it has a body, it has eight eyes, it has a head, it lives in a web, it is black and it is hairy.What are the properties of a whale? It is a mammal, it lives in the ocean, it eats fish, it is big and it eats plank",spider,18
spinach," It is edible, it is a leafy vegetable, it is green, it is eaten raw, it is eaten with cheese sauce, it tastes good, it is a vegetable, it is nutritious, it has leaves and it has stalks.What are the properties of a dog? It has fur, it is a mammal, it is a",spinach,18
spoon," It is made of metal, it is used for eating, it is used for stirring, it is used for eating soup, it is used to eat cereal, it is used to eat ice cream and it is used to eat pudding.What are the properties of a pencil? It is made of wood, it has an eraser, it writes",spoon,18
squid," It is a cephalopod, it has tentacles, it is an invertebrate, it lives in the ocean, it has eyes, it has ink, it is a carnivore, it eats fish, it is an animal, it has a mantle, it has fins, it lives in the sea, it hunts its prey and it",squid,18
squirrel," It has fur, it is brown, it is a mammal, it is a relative of the mouse, it lives in trees, it eats nuts, it is an animal, it has a long tail, it eats leaves and acorns, it climbs trees and it has a bushy tail.What are the properties of a table? It is",squirrel,18
stick," It is a natural object, it has bark, it has leaves, it is used for walking, it is a tool, it is used to fight, it is used for cooking, it is used for writing, it is used to make fires, it grows in forests and it is found in the ground.What are the properties of a banana?",stick,18
strainer," It is used in the kitchen, it is used to strain food, it has holes, it has a handle, it can be used to strain liquids, it is made of metal, it has a bowl and it has a spout.What are the properties of a computer? It is used in offices, it is used to send e-",strainer,18
strawberry," It is edible, it is red, it grows on plants, it is sweet, it is good for you, it is a fruit, it has seeds, it has leaves and it has thorns.What are the properties of a giraffe? It has spots, it is a mammal, it has long legs, it eats leaves, it",strawberry,18
submarine," It is made of metal, it has a periscope, it runs on electricity, it runs on diesel, it has torpedoes, it can fire missiles, it is used in the navy, it is used to attack ships, it has a crew of sailors, it has a captain, it has a flag and it is used to attack enemies",submarine,18
surfboard," It is made of plastic, it is used for surfing, it is used in the ocean, it is used in California, it is used in Hawaii, it is made of foam, it has a leash, it has fins, it has a nose and it has a tail.What are the properties of a dollar bill? It is green,",surfboard,18
swan," It is white, it lives in lakes, it has a long neck, it is a bird, it has a long beak, it has feathers, it is an animal, it flies, it is used in poetry, it has a graceful neck, it looks nice and it is graceful.What are the properties of a computer? It has",swan,18
sweater," It is worn, it is soft, it is made of wool, it is worn in winter, it is warm, it covers the body, it is used to keep warm, it is worn on the body and it is worn at home.What are the properties of a banana? It grows on trees, it is yellow, it is eaten raw",sweater,18
swimsuit," It is worn by women, it is a piece of clothing, it is worn at the beach, it is worn in water, it has a top and bottom, it is worn for swimming, it is made of lycra and it is made of spandex.What are the properties of a lizard? It has scales, it has",swimsuit,18
sword," It is a weapon, it is used in wars, it is sharp, it is used to kill, it has a handle, it has a point, it is long, it has a blade and it is made of metal.What are the properties of a computer? It is used in offices, it stores data, it can be connected to",sword,18
table," It is made of wood, it is rectangular, it has a flat top, it is used for eating, it has legs, it has a surface, it is a piece of furniture and it is used for putting things on.What are the properties of a television? It is a machine, it plays video tapes, it plays movies, it",table,18
taxi," It is a vehicle, it has wheels, it has a top, it has doors, it is yellow, it has seats, it is a car, it can carry people and it is used for public transport.What are the properties of a library? It is a building, it has books, it has computers, it is quiet and it",taxi,18
tent," It is a shelter, it is a home, it has a door, it has a floor, it has a ceiling, it has walls, it is made of fabric, it is used in camping, it is used in the army and it has a frame.What are the properties of a dog? It is an animal, it has fur",tent,18
thermometer," It is made of glass, it is used to measure temperature, it has a bulb at the bottom, it has a scale, it is made by scientists, it is used to take your temperature, it is used in hospitals, it has numbers and it is clear.What are the properties of a duck? It has feathers, it has wings",thermometer,18
thimble," It is made of plastic, it is small, it has a hole, it is worn on your finger, you use it for sewing, it is used to protect your finger, it is used to make things, you wear it on your hand and you use it for sewing.What are the properties of a banana? It is edible, it",thimble,18
tiger," It has stripes, it is a mammal, it lives in jungles, it is an animal, it has sharp teeth, it eats meat, it is dangerous, it is a carnivore, it has a tail, it is big and it is a predator.What are the properties of a dog? It has fur, it barks,",tiger,18
toad," It is a reptile, it has a warty skin, it lives in a pond, it is slimy, it is poisonous, it has a long tongue, it is ugly, it has a long tail, it eats flies and it is slow.What are the properties of a dog? It is an animal, it has fur,",toad,18
toaster," It is used in kitchens, it is used to make toast, it is small, it has a wire and it has a plug.What are the properties of a computer? It can be used to play games, it can be used to surf the Internet, it can be used to type documents, it has a mouse and it has a keyboard",toaster,18
toilet," It is in the bathroom, it is used for peeing, it is used for pooping, it is cleaned, it is white, it is made of porcelain, it is used by sitting on it and it has a lid.What are the properties of a dog? It has fur, it barks, it has a tail",toilet,18
tomato," It is edible, it is a fruit, it is red, it is a vegetable, it grows in gardens, it has seeds, it is eaten raw, it is juicy, it is red and it tastes good.What are the properties of a blue whale? It is big, it lives in the ocean, it eats fish, it has",tomato,18
tongs," It is used to hold things, it is used to pick up things, it is used to grab things, it is used to move things, it is used to lift things, it is used to turn things, it is used for grabbing food, it is used for moving food, it is used for lifting food, it is used for turning food",tongs,18
tractor," It is used to make farms, it is used to plow, it is an engine, it has a seat, it has wheels, it has a motor, it has a steering wheel, it is made of metal, it has a seat belt, it can be used for farming and it is used for farming.What are the properties of",tractor,18
train," It is big, it is long, it is used to transport goods and people, it is a vehicle, it has wheels, it has a driver, it has seats, it has windows and it uses electricity.What are the properties of an elephant? It is big, it is hairy, it has tusks, it has a trunk",train,18
tray," It is rectangular, it is used for holding things, it is made of plastic, it has a handle, it is used for moving things around, it is used to carry food and drinks and it has a lid.What are the properties of a bat? It is an animal, it flies, it has wings, it eats insects, it",tray,18
tricycle," It has three wheels, it is ridden by children, it has pedals, it is ridden on the road, it is used by children to go to school, it has a seat for the rider, it has brakes to stop the rider from falling off, it has training wheels to help children learn to ride and it can be used by both boys and",tricycle,18
tripod," It is made of legs, it has three legs, it is a camera, it is used to take pictures, it is made of metal, it has a lens and it has a flash.What are the properties of a door? It is made of wood, it has hinges, it has a handle, it opens and closes and it leads",tripod,18
trombone," It is a musical instrument, it is played with a slide, it is made of brass, it has a mouthpiece, it has a bell, it has a slide and it can be played with other instruments. What are the properties of a computer? It is used to type, it is used for games, it is used to send e-",trombone,18
